uid,rank,activity,type
tf:cf7dacd3670e4261a9b63d4dcea64b10,2,Comp3,production_tasks
tf:4920d0ca56514e10afb5b02b1823a3f9,3,Comp2,production_tasks
tf:0dab2667312147f18743111dd2dc7324,4,Comp3,production_tasks
tf:a6b03a3321604c63ac98e73a76b55ecb,5,Comp1,production_tasks
tf:bebf027a057b4515aa3227e6c91fe294,6,Comp1,production_tasks
tf:7559fb8aa5e549ea806cfa42283e831c,7,Comp2,production_tasks
tf:e502da2cc15e48f4a86f969e36cbde48,8,Comp3,production_tasks
tf:6d90edb3e455457bb3de3160ede07694,0,Comp1,production_tasks
tf:cfc6f75dd7084292a65fc22ab3d86103,1,Comp1,production_tasks
tf:a7288bc9ffe24e7a83f0470ef2493b72,2,Comp3,production_tasks
tf:14bf1db2471e43129d52511d5cf91b04,3,Comp2,production_tasks
tf:5cb282528439432188efe03d3ec96a52,4,Comp2,production_tasks
tf:e9495b22783b432799f9266da1d9a33d,5,Comp2,production_tasks
tf:24f71a835c5543409e4a359492abb174,0,Comp3,production_tasks
tf:fecab455542a4843bb3df75de3fe0745,1,Comp2,production_tasks
tf:21abcadc64954f0d9e90833858161097,2,Comp1,production_tasks
tf:19822e96ba794098bde7c0c20180af00,3,Comp1,production_tasks
tf:429f9a5ba9b5409683c8f715249ce05f,4,Comp3,production_tasks
tf:c5a402fd8f67479496b6c5614ddafafe,5,Comp2,production_tasks
tf:bb628038f7d0427fb16873a92c803493,6,Comp3,production_tasks
tf:9a1afd08e1df4a84bc00c0e1474d6899,7,Comp2,production_tasks
tf:72f44fe36dc04445bb3107364addc755,0,Comp1,production_tasks
tf:31df74c5f0c24bd5b259003966de5738,1,Comp2,production_tasks
tf:cdeb405aedce4b5faa13f77f4f2a03a0,2,Comp1,production_tasks
tf:3aa5f7426dd34747b9a9e383de45ae55,3,Comp3,production_tasks
tf:e3c461c7893043519fb872a5280d5a44,4,Comp2,production_tasks
tf:bbba3a172270406b921145b36604b393,5,Comp3,production_tasks
tf:2a35887df4a24f3bbbfc8788a8376d0b,6,Comp1,production_tasks
tf:6c83a78f9c3447b486340d82814c0621,7,Comp2,production_tasks
tf:7f0d8141c1dc40a88a94b8de14df010e,8,Comp1,production_tasks
tf:fcab1d471d6c43d88dfc1618398929fb,0,Comp2,production_tasks
tf:dc27db6c03a64e89b00bc9f181878139,1,Comp2,production_tasks
tf:d76920fab1754cbeaae352bc87f34260,2,Comp3,production_tasks
tf:3db2ce342d154b7892e8c9eaad198bf7,3,Comp2,production_tasks
tf:1ff0e6851fa74f8cbb60661406764fc5,4,Comp3,production_tasks
tf:b00f852b92984f499b61af4ee68cbe9f,0,Comp2,production_tasks
tf:60f8884a057441a08676502974ac70df,1,Comp3,production_tasks
tf:4bad10c1b32741b4bfef2e0bb5c0e8d9,2,Comp3,production_tasks
tf:256e7e36eb16447abfd7fb06efb4a220,3,Comp1,production_tasks
tf:0d7eaa04d5b84e8eb0f3f4842cec5d82,4,Comp2,production_tasks
tf:4e0c6682af244c89a292ec24fe693bdc,5,Comp2,production_tasks
tf:390cdcced4b94102a0f00f3c50c03440,0,Comp3,production_tasks
tf:dcbce89dbc86465d8c339d8353f6f2a1,1,Comp2,production_tasks
tf:1297b005c24a4dca8d436ca26fff8297,2,Comp3,production_tasks
tf:6ccd26dddc734b85be97684dda595137,3,Comp3,production_tasks
tf:4a654a84e4724ad59a844dbf0d44303a,4,Comp1,production_tasks
tf:daa0d85f64564d20bdd13bd67a96228b,0,Comp1,production_tasks
tf:56f7cf4991a8466383ddb4366c08700e,1,Comp1,production_tasks
tf:414366a8396d422ba512f323baaa6a08,2,Comp2,production_tasks
tf:749eaeff9b104184b1806b45a5452758,3,Comp1,production_tasks
tf:80bf5219bc0445dfa73a464903f0d421,4,Comp3,production_tasks
tf:aebedb66941f4e2189a70bf907228c63,5,Comp1,production_tasks
tf:43ea17ac6b1749b699f41870067d8188,0,Comp2,production_tasks
tf:68b433d11cdc477d9cf6c0b57304dc7a,1,Comp3,production_tasks
tf:e5c8f49c30cc4f6aba060cec73cec35e,2,Comp1,production_tasks
tf:54ce64cc8d8f40ac9c2b49f1ec6c6bdf,3,Comp3,production_tasks
tf:29eee11b7e9840409e6daf57f35e607d,4,Comp2,production_tasks
tf:a623cfb8fb374309969926e1d3efc5e1,5,Comp2,production_tasks
tf:e5ee8b2bce854fc2b21894a326b16115,6,Comp1,production_tasks
tf:ae4380cd0bde443bb64688d8de84a72d,7,Comp2,production_tasks
tf:54b3ca6787524717b2dd07992212e264,0,Comp2,production_tasks
tf:14292ed1cd3f4ee6bf553bb722b5906a,1,Comp3,production_tasks
tf:f7832bfe16fc46e5902409d5416ad4bd,2,Comp2,production_tasks
tf:58705364d9c84da8bf2ee123286bd44a,3,Comp1,production_tasks
tf:71485f501d374c4d8bdf111b32974c0d,4,Comp3,production_tasks
tf:1f9dd327c7b74826b0cf4fb3834e70ff,5,Comp2,production_tasks
tf:fd0f10ccd52147ffaf7ada53fe62b63a,6,Comp3,production_tasks
tf:ea73b57dbe0248c58ec740f952973110,7,Comp3,production_tasks
tf:fc53db4ea6f14fb69253fd9c91f904d4,8,Comp3,production_tasks
tf:7a1e15fae84740478d82f2520293c0d7,0,Comp2,production_tasks
tf:9b4f884223894f0ba16bc0134a75652c,1,Comp1,production_tasks
tf:a3824335b9ed4066b32b2f2a15075cbb,2,Comp3,production_tasks
tf:ac31d2352698486193e7255461091b01,3,Comp2,production_tasks
tf:338d3c86370c428795a4ace1147baa68,4,Comp2,production_tasks
tf:70d59aa07af44b618aa0e081639e7974,0,Comp3,production_tasks
tf:3a4c54a8bec249f8a9e6c90c975a4cb1,1,Comp3,production_tasks
tf:50875f2b74c345ae91c1b8fb1714788d,2,Comp2,production_tasks
tf:ed40ce4b8a48473897d140e8d747dfac,3,Comp1,production_tasks
tf:0ec9046231a647ccbe5ef32b00203af9,4,Comp1,production_tasks
tf:0788ec5a5adb4d00839eb9a4eecf0298,5,Comp2,production_tasks
tf:4c92b6c9a9904dbcb0f528569985162f,6,Comp1,production_tasks
tf:5fb7e8e0d6414edfb0f9f24a02652798,7,Comp2,production_tasks
tf:29250a4158264bab9732324c9a480ae2,0,Comp3,production_tasks
tf:e0d737893d7d4e57a68052aba779dd4f,1,Comp1,production_tasks
tf:e444e47ca74c4d45b7eeee08fc73f8cc,2,Comp2,production_tasks
tf:825e6ef6761b440ba8d3e69698dedd41,3,Comp2,production_tasks
tf:503e7367dba046c88a81d517c958ea3d,4,Comp1,production_tasks
tf:78244f34b8d14653a40fe9d2e312431b,5,Comp1,production_tasks
tf:2ed9ba9cbe65411d9640ebb9804f23cd,6,Comp3,production_tasks
tf:dac2d7e6652c441ca9359c2ce2dd3f99,0,Comp3,production_tasks
tf:0a2dc14348a24096a608588c3c54dda8,1,Comp3,production_tasks
tf:4e8bc40f961e4c21877f510ab1f45c72,2,Comp1,production_tasks
tf:1b2136124dc9445ab52615711ed7f75d,3,Comp2,production_tasks
tf:a00150273c104953b011f83aecde1121,4,Comp1,production_tasks
tf:990a593c6cf040a7ba01eec0950d4d5f,5,Comp1,production_tasks
tf:0e01603bdb924f2a956121fa5e7711ce,6,Comp2,production_tasks
tf:4004b92cc9c246e4b07a80583f921a9c,7,Comp2,production_tasks
tf:df2252d2e7564d5981b45b039c64d7f8,8,Comp1,production_tasks
tf:5043fef77eb848edb1598110b5baac69,0,Comp2,production_tasks
tf:30f5abfb96ab44538cd65cb08f0d14e1,1,Comp1,production_tasks
tf:dd2ea5591ad5429fb87de5b0d244b66c,2,Comp1,production_tasks
tf:dc9224d723344052b27a5d75834a1e8d,3,Comp2,production_tasks
tf:5ef666e4ad884bfd9247ed448bdb7fad,4,Comp1,production_tasks
tf:4e424ff9e0f949ffa374e4136c6764f1,5,Comp2,production_tasks
tf:aac9a368d0bc467f91eb4700658a25bd,6,Comp1,production_tasks
tf:10f24fbcc0a347c3aa52d80772f507ec,7,Comp1,production_tasks
tf:ef0bc9efffa34c058fcc9704f167fb1b,0,Comp1,production_tasks
tf:af9e8b5796944ee6835eefe0fdfc91ee,1,Comp3,production_tasks
tf:adc63eafe98c4a24b2648df936147366,2,Comp2,production_tasks
tf:ae818f7e2f20425cae333fcdacfb3ba9,3,Comp3,production_tasks
tf:312d9cdf39354e06a571f92399eb77c0,4,Comp2,production_tasks
tf:1ca3da85708a4642ac666e840fbb1259,5,Comp2,production_tasks
tf:f15cc874bfd54bbe8035de45513280ae,6,Comp1,production_tasks
tf:b7017931de71418e9ba1602da2f7022a,0,Comp2,production_tasks
tf:23e8e50100144b639cd7e4b88ca25e68,1,Comp1,production_tasks
tf:716e904edcb24aa1b1989c2152af6805,2,Comp2,production_tasks
tf:a5ce410f773a46f89771c03331f598a6,3,Comp3,production_tasks
tf:9f5d51d44dab43b098186842e0dcda38,4,Comp1,production_tasks
tf:ebbe03dcf8f44131970377d87281c9ab,0,Comp1,production_tasks
tf:2a0d47651ad1486882fcd48978234e55,1,Comp2,production_tasks
tf:759e971474084b04b5dfaa9feaa69f45,2,Comp2,production_tasks
tf:8a9be8529c764f3d9354728650cbb507,3,Comp1,production_tasks
tf:28169e855ed24603909d2eaa4b30d3cd,4,Comp1,production_tasks
tf:e3dd3fe962204d45805316d64e8d875b,0,Comp1,production_tasks
tf:d6a344b49a204e8fa844f387bcecfcb8,1,Comp2,production_tasks
tf:dfd909519401418d8b59e0c5b3bb0189,2,Comp1,production_tasks
tf:c39a8799f6d54b3a935ed6f85e9d4aea,3,Comp1,production_tasks
tf:270c95d35c304690a5b6abfe81118195,4,Comp1,production_tasks
tf:961183bcd3114820aad9c67cf1714cc3,5,Comp1,production_tasks
tf:b1f7b7beaffe46018b711dd62deafa07,0,Comp2,production_tasks
tf:02405ff76b2a49bc88312e880a35fe68,1,Comp2,production_tasks
tf:f1e6f929a0084f20bec0cabf5f39f41b,2,Comp2,production_tasks
tf:58c8c80c5d0644919272b60050d74c92,3,Comp1,production_tasks
tf:62330000a2984d5ba41bcf98c0bb53e6,4,Comp3,production_tasks
tf:0d0cb1a99c894169bef3c0414e6df5a9,5,Comp2,production_tasks
tf:b480c994445f4197bbb4e547f956e2d2,6,Comp1,production_tasks
tf:68a894746fa44fc798fd6ff715f120cb,0,Comp2,production_tasks
tf:76b36f9ff6ea4c3185e275fc67cb3351,1,Comp1,production_tasks
tf:b44cede86e4d4461a2dc4f45374e29c7,2,Comp3,production_tasks
tf:77838bcb2fb34d489d08ab26f81699d8,3,Comp2,production_tasks
tf:bc835658560b41f1a1600b54e6532684,4,Comp1,production_tasks
tf:3e65ef181b1e4027a6ac84ad090f82fc,0,Comp1,production_tasks
tf:56bb4ef9c0ca4e528991b4948d4b0191,1,Comp2,production_tasks
tf:a818bbe5e5ef4a73a103578aff992599,2,Comp1,production_tasks
tf:beb917e47c36402c8f37dd5037cbb28b,3,Comp1,production_tasks
tf:bc1e0ac51bf24831894f70b16d0a13d1,4,Comp3,production_tasks
tf:2dad7a9d902e4b6eba1362421297f949,0,Comp3,production_tasks
tf:6d3371e7daa6498e841539af55ae265e,1,Comp2,production_tasks
tf:e30fd79abfb148e48002812c7693fb86,2,Comp2,production_tasks
tf:7c7215adca1e44b89c1a1fcce15f8fec,3,Comp1,production_tasks
tf:73185b7c0e5043189110c04ffff6eb70,4,Comp2,production_tasks
tf:59e9c8da7910443b8747cd89f8ce4e05,5,Comp2,production_tasks
tf:c678cc41bf784083b036fd5d419ad841,6,Comp1,production_tasks
tf:74c63234e24640efb3da04847e795900,7,Comp2,production_tasks
tf:8db087df009646dbaa5fff3b14a0f40a,8,Comp2,production_tasks
tf:8f87499ee7744c2e90267843f1fa88ee,0,Comp3,production_tasks
tf:e7550240a25f419cbdaee0537e03305c,1,Comp1,production_tasks
tf:12286105f25f4ccd93d0f7bd5ca92c6f,2,Comp2,production_tasks
tf:e77db55fd7304d2e96faea5f2bed0fb5,3,Comp3,production_tasks
tf:578a29d08b2a41209bbca69594b18a33,4,Comp2,production_tasks
tf:a68e0ee25fb24b418a47d4d97c34116d,5,Comp2,production_tasks
tf:6deb21ece7f448938b2ea9c204ed36c1,6,Comp2,production_tasks
tf:a59980fe25d44236a48504515511cda5,7,Comp2,production_tasks
tf:ce7812a1274f4556809ad2c178b73102,0,Comp1,production_tasks
tf:724fa3cd9fc041ff9cbb1200a3f82bb6,1,Comp2,production_tasks
tf:1223c9dc75274681bdd9ab26286e1999,2,Comp3,production_tasks
tf:f7d44e65ba7f4b4c85e706415501e7f9,3,Comp1,production_tasks
tf:05710717ab2543af8cdf33f989b86355,4,Comp1,production_tasks
tf:bfae7dd49c554ec58837815f907da97e,5,Comp1,production_tasks
tf:1b7fe5384e234325851f50a2ded9513c,6,Comp3,production_tasks
tf:e41dc1104e8341ef83cf6d7609b2c069,7,Comp3,production_tasks
tf:e98d5ffd4f5f4f829e055cb58b56727c,0,Comp2,production_tasks
tf:5dcdff3e8a344fb6917fc647be390cc6,1,Comp1,production_tasks
tf:4ae7d900da5a451e98285895bf58f237,2,Comp1,production_tasks
tf:d0e26412aa8c49f493f750f99afebd8a,3,Comp3,production_tasks
tf:ffaf994df1294d07bfe4f8623be5878e,4,Comp2,production_tasks
tf:61ae136a263d43109b46bd1fed2ce325,5,Comp3,production_tasks
tf:29278bbac97c4c16be73075f5d219e60,6,Comp3,production_tasks
tf:1a2cf2ce0bd044e1bda2d09cd319aad2,0,Comp1,production_tasks
tf:1020af660ff84626b5e74fe3d255768d,1,Comp2,production_tasks
tf:f1d2c9380c694f4dbd3e5665a8fd775e,2,Comp3,production_tasks
tf:ae3e542bc7c24f5ebff2339472b25621,3,Comp3,production_tasks
tf:f5a0b46400434679a9095298474a5304,4,Comp1,production_tasks
tf:98784329edd940fc8117b12f664c55ab,5,Comp2,production_tasks
tf:9a34745d11844376b6e252371f162aa5,6,Comp2,production_tasks
tf:3c0e3002801a43dfb4672d13b728eeed,0,Comp3,production_tasks
tf:efceeefaadfd4910a016aeeaa093c08d,1,Comp3,production_tasks
tf:37ce0a935fe841e69651585373a0fbae,2,Comp3,production_tasks
tf:9526a3516f614a68b95f197dd406a8a7,3,Comp3,production_tasks
tf:570d6d9164de417bae614d357880f108,4,Comp1,production_tasks
tf:a39a056dec524d5d8796b410d34fb2b0,5,Comp3,production_tasks
tf:488c79cee3394ac1b66da9f55b15ef82,6,Comp3,production_tasks
tf:a87aa5efa3aa427586d97b9837d560a4,0,Comp3,production_tasks
tf:94e017abb8084b159fda82c0fece630a,1,Comp3,production_tasks
tf:508a31f831a2412cade454b4d138ed6e,2,Comp3,production_tasks
tf:dab4bdfeaa20437a888719186671d510,3,Comp3,production_tasks
tf:59bfe61f993a4d5b93a157910e00e9b1,4,Comp2,production_tasks
tf:c37b0c26635145d89f834e86882b3742,5,Comp2,production_tasks
tf:1144e5eb4fbd4507975b03c18917b6f7,6,Comp1,production_tasks
tf:b49c8cc1443d4cc4aeec04930ed00554,7,Comp1,production_tasks
tf:f2534e13b93b44938ea37306c8b683d4,8,Comp3,production_tasks
tf:6fc8f1caebf14901afcf5844178abf64,0,Comp3,production_tasks
tf:9bc973e70b334a3b98ab76af1e0a7843,1,Comp1,production_tasks
tf:ae57e9eb36ae4b939dd026cb4639607d,2,Comp2,production_tasks
tf:064911ed001d4379a6d870e28aac6feb,3,Comp3,production_tasks
tf:f4acacfa0f3843b99713559a53eaa1ba,4,Comp1,production_tasks
tf:8aa64b0c47a641e7920a7187895ab213,5,Comp1,production_tasks
tf:2933f3f85f5148519d2aebc5346f5dd6,6,Comp2,production_tasks
tf:a55b42400184454991bf684eaaee392d,0,Comp2,production_tasks
tf:55d8337c432c469e80604fa718f4b5e9,1,Comp1,production_tasks
tf:59fcd94b0c534416b05e028e75557d35,2,Comp2,production_tasks
tf:a2630e664c7247eda637a63e00418202,3,Comp2,production_tasks
tf:1c8ca841d8654125af3dec9ba4d14bef,4,Comp3,production_tasks
tf:eef1d2f703d3490b8d8280ae5f5b3707,5,Comp2,production_tasks
tf:94cdf98d7250437ba93f8717c63acc3b,6,Comp1,production_tasks
tf:b6e429247bae4ec8b7a99cb71caa0022,0,Comp3,production_tasks
tf:68c3a4ae201846bca0589daf7b50c6c2,1,Comp1,production_tasks
tf:51a89d408ea5425a9439934464c7cd29,2,Comp1,production_tasks
tf:edf70cd6196f48a68383d0da4dca6aa4,3,Comp3,production_tasks
tf:341a5f43f87a43c292c8ca69a582885d,4,Comp3,production_tasks
tf:d4772513ae88442080a884fc7120a537,0,Comp3,production_tasks
tf:3ee71d85f3264338a9edf710dd0d1057,1,Comp1,production_tasks
tf:21e55b2271294a559ba791b663f43670,2,Comp1,production_tasks
tf:c2d843de69854785bac72e0848d6bf10,3,Comp3,production_tasks
tf:26cf30fcdacb4dd19126ee7881d99d54,4,Comp1,production_tasks
tf:6124a853aaff49c795a57c6228686455,5,Comp2,production_tasks
tf:4d7c95f79ede4bc3af713f3bf3fd9e36,6,Comp1,production_tasks
tf:c8861fd36ca441ffb2157a119a3ad906,7,Comp2,production_tasks
tf:ea74c00eb5ab46ed9e438e896f0877ca,0,Comp1,production_tasks
tf:016bab2bd973449fb28dfa601c60f2c9,1,Comp3,production_tasks
tf:b81a885188924bba89ddcf997b51ce53,2,Comp3,production_tasks
tf:96c75f69a7a94e5caf30ab16659b740a,3,Comp3,production_tasks
tf:c502021cdc2a4a93b793b246a36af6a2,4,Comp1,production_tasks
tf:ddac74a238334830aca35d92f1f67887,5,Comp3,production_tasks
tf:bed2ef860d434bd7bd9689407e20ab56,0,Comp3,production_tasks
tf:28034c8b8fcc49b5b7df393ba056b54a,1,Comp1,production_tasks
tf:c723a9c8d2e94d0aa4c4d6f1262867e7,2,Comp2,production_tasks
tf:8178900c114d4b06b87f4be3cd891983,3,Comp1,production_tasks
tf:e4eba1e950654901a47e663d7be4fb6f,4,Comp1,production_tasks
tf:e28a4755051c4fc3a2c3ad20354dd1c6,5,Comp3,production_tasks
tf:b4f5e9acc39c47a3b6c5e6811ca18dce,6,Comp2,production_tasks
tf:6dc83091267d4be2a96f5472182569bf,7,Comp3,production_tasks
tf:05372dca9ed04e2ea19699a7ac981aad,8,Comp3,production_tasks
tf:d540ed3159c940c0bdd024b0a5f85176,0,Comp1,production_tasks
tf:6ee0abd924844f68a046a509098deddb,1,Comp1,production_tasks
tf:cfce3571619540f5a6b40ffad6c75b8b,2,Comp2,production_tasks
tf:0d55ca4b8a994779b1997302be8e6b25,3,Comp2,production_tasks
tf:cb6a29e35f0d40c1b0da405628ad9fe4,4,Comp1,production_tasks
tf:3c21ebb23bcd403db86720bb4f8b9177,5,Comp1,production_tasks
tf:7b570351259e4effb88f82a4f045e403,6,Comp2,production_tasks
tf:7c5cfb2bf98f4bf587b0f6bdec77a51a,0,Comp2,production_tasks
tf:9f754d994855427696a2e9b1678b2b19,1,Comp1,production_tasks
tf:83b84e2b96b24fa7946f0d0bc822e008,2,Comp1,production_tasks
tf:6435d259028849d0b3902a75041bc49d,3,Comp3,production_tasks
tf:7578795b764c4e9e93f0893a8be9e5c8,4,Comp3,production_tasks
tf:3f062c2a40054546b1d41820acf5345f,5,Comp1,production_tasks
tf:29c4e39805454bfeb9f875b44b9468c9,6,Comp1,production_tasks
tf:8b96fcd22459423ebcf7f6e21e5e81d6,0,Comp1,production_tasks
tf:3e98c63cbfc54b0a86c71fdfd4f7af3b,1,Comp2,production_tasks
tf:854292d34ae4413b99176779925d44e1,2,Comp2,production_tasks
tf:313c4de4c46b43328e761dd4ae29dfeb,3,Comp2,production_tasks
tf:9d14e47437ef407b887bac3a3213f1da,4,Comp3,production_tasks
tf:d69fa11f22c34aec94cefa8f4ec1d0a7,0,Comp3,production_tasks
tf:1cd6dac71b72447b912faad8593dd260,1,Comp2,production_tasks
tf:f6d08a6c96a14b6ba2db3ddecd98547b,2,Comp1,production_tasks
tf:9dd8661c05ab4cf79f3410024b5ad343,3,Comp1,production_tasks
tf:7e5d19b2449a453093214f2751ec1942,4,Comp3,production_tasks
tf:c62d3265abe64e6aa390f012421735da,5,Comp2,production_tasks
tf:386eb2d511c84404b7c19c251c982a61,6,Comp2,production_tasks
tf:d87efa567e70491693a042df676194d8,7,Comp3,production_tasks
tf:ad23b6125b9642489ad75cd6d574a2a6,0,Comp3,production_tasks
tf:b6dbb25f60ae408abc0d94414fcc7225,1,Comp2,production_tasks
tf:49de6de011924a3284db0ad5851a8a00,2,Comp2,production_tasks
tf:bc861efaa2954a58be753d0b099d38c2,3,Comp3,production_tasks
tf:fa40f945d90e4469ab0ebe56ac0df872,4,Comp2,production_tasks
tf:fb621a4a0e0642e6b4ffaab7ff0b67c9,5,Comp2,production_tasks
tf:e37efe69dd7a42f7b91413faadaddd25,6,Comp2,production_tasks
tf:fbc2e6a4cc6a44bfa1156fbbed275fae,0,Comp2,production_tasks
tf:5259c8f8b8484203a4cec35093be6d2e,1,Comp1,production_tasks
tf:2ab4df97df244b77af38564b2090855a,2,Comp2,production_tasks
tf:1053def8c2494b2d864a25909f099b71,3,Comp2,production_tasks
tf:9ce41463f4c942259142835ddd2b6eb9,4,Comp2,production_tasks
tf:58229d0f171441bc96ae71e988d18b7c,5,Comp1,production_tasks
tf:fba7199d1bdb41ffa26cefe43d691362,6,Comp1,production_tasks
tf:1bb143a09a954d689328cf391fe0a0fe,0,Comp1,production_tasks
tf:00f87a78060540c4b006373b7240e8dc,1,Comp3,production_tasks
tf:dd9e9e4a4fe34e02b921328483db9f13,2,Comp1,production_tasks
tf:2db4137436b5430aa2cf5c3c17421573,3,Comp3,production_tasks
tf:2c9254293c2748058a9d6161d9b62333,4,Comp1,production_tasks
tf:c48111cfc7cf44d6acf3255867a0bc95,5,Comp2,production_tasks
tf:8ed1a57016864a489da7a902ea2ea092,6,Comp1,production_tasks
tf:e3bed3761d8244b9a0b494800ae28ceb,7,Comp2,production_tasks
tf:c379200da47146f6bb14481b7fdccd13,8,Comp3,production_tasks
tf:4bcce81a1d294342840e632a883db399,0,Comp3,production_tasks
tf:13873cff639a4f6c8a7a0738b7b7d812,1,Comp3,production_tasks
tf:7d345963646042de9b74eb421afc51b4,2,Comp3,production_tasks
tf:622243ea99b14d0d90ee25acde8962aa,3,Comp3,production_tasks
tf:44a48ce7031044cc920a9ef64983e11a,4,Comp2,production_tasks
tf:8ddde0139cb642f283d25b8323167921,5,Comp2,production_tasks
tf:64a9c6f9498a4a48abead77b27d23f28,6,Comp3,production_tasks
tf:1ccac9bbbe674d4bb30971845adc1ff6,0,Comp1,production_tasks
tf:831e7c4d928545cea5c16ac78ee582ed,1,Comp1,production_tasks
tf:11bc63240c9243c3a3fb92237e15dd77,2,Comp1,production_tasks
tf:8480f5f95de441a396a185be33e16fcc,3,Comp1,production_tasks
tf:91fe7e5a4b4d449895c4bea547b47b72,4,Comp3,production_tasks
tf:01cc763b5e0942bab5a040f540c87464,0,Comp2,production_tasks
tf:e07101a1d62049aea2dd63ecd98f9080,1,Comp1,production_tasks
tf:56ef83e4f2b34cd5a0bbd57ccc3728a7,2,Comp2,production_tasks
tf:30a83d26d1e84094b14c5d2d35dc7ad0,3,Comp3,production_tasks
tf:3098909dda8d496e928887efe8342acc,4,Comp3,production_tasks
tf:2e805b6159154f43940f845be2a64711,5,Comp2,production_tasks
tf:83c3f6f7d545419fade40cf3b2487132,0,Comp1,production_tasks
tf:a56db301f635431a8dd171a054e38ccb,1,Comp3,production_tasks
tf:96bae063e44e47e686b418ed921ef35a,2,Comp2,production_tasks
tf:06a910e6dc9c4c3581ba699233fc9349,3,Comp2,production_tasks
tf:139dbb0bb5fb4b82adc87d37de4c64d3,4,Comp1,production_tasks
tf:6d28ead821e74d85b70202d28f6d983c,5,Comp1,production_tasks
tf:499b13bc844b4d98a6e872e1a8b37a78,6,Comp1,production_tasks
tf:c4500372fd8f45d184cbc887a591f4ec,0,Comp3,production_tasks
tf:c7647c44de5440749c039ec17945fae9,1,Comp2,production_tasks
tf:9c92ca142fc24446adc79224cfc19b7c,2,Comp3,production_tasks
tf:8981477daa6d48faa2ed1523be4587ad,3,Comp1,production_tasks
tf:22e3547bab244d3b9008e844af0a3367,4,Comp2,production_tasks
tf:49325bcf7b8f4c7b968181e3542a4073,5,Comp3,production_tasks
tf:1c851bf9ffe44bbbaf82a6bac267f129,6,Comp1,production_tasks
tf:fd747fc6edf9404cab21bb0b19997c9d,0,Comp3,production_tasks
tf:552390acd52247119918110076c26e8a,1,Comp1,production_tasks
tf:6b60e7bdd067434695519b89c05963da,2,Comp2,production_tasks
tf:e05bde47f90b48e3bb012b4055567e2f,3,Comp3,production_tasks
tf:a05ee239278640dda517180b13da6da6,4,Comp2,production_tasks
tf:6e4e2a92463941bcbd8cd3ff1ae232fd,5,Comp3,production_tasks
tf:2996c51290a34ca6a936aa4d067f7885,6,Comp1,production_tasks
tf:6f7401e37b9d416aa799e686a81824a8,7,Comp1,production_tasks
tf:f3e2c0b04de14c9eb96bfc272588f5a1,0,Comp2,production_tasks
tf:6ae241411a7d42ce8d67e4b4016f28b8,1,Comp3,production_tasks
tf:c660e32de3884abbbbd79c3dd8f89033,2,Comp2,production_tasks
tf:af0cac26f3e7409bb422d03f5c62ff49,3,Comp2,production_tasks
tf:04ef7e031dfd4e43a54bb10620a021b8,4,Comp2,production_tasks
tf:1e93f2ba7a34448aa9c4431b8ea7fc23,5,Comp1,production_tasks
tf:dafc447e79594e3b97bdb2d70fb7a123,0,Comp2,production_tasks
tf:2676252715fd47cab21e202b87442ea3,1,Comp2,production_tasks
tf:4c631d510de84c82804ee128e8531f41,2,Comp1,production_tasks
tf:068733550f5b4c5c98829eb4458abe61,3,Comp3,production_tasks
tf:adf9b2bb36374e92bf8518e8329a161c,4,Comp1,production_tasks
tf:965660c1a5274a5ba70bcbdf988240e1,5,Comp2,production_tasks
tf:f3dbac2fcaf748928a9df377d959644c,6,Comp2,production_tasks
tf:17b55ca93e9d456d8ce6821c6032cd39,7,Comp2,production_tasks
tf:109e39f1fb1b4563863adbe704f959ca,0,Comp3,production_tasks
tf:a86edfe0faf145afb8057df7d67a58a2,1,Comp3,production_tasks
tf:f176193384d04a9395d1f34415fa1afb,2,Comp1,production_tasks
tf:0312f558e66c45679e07f81fbcf0b50b,3,Comp2,production_tasks
tf:bb793036fc684a17a9952210a15d64c5,4,Comp1,production_tasks
tf:638f8eafe9c74c0f81df9864d0e2a9b4,5,Comp1,production_tasks
tf:a9af002b8b9f440f91e1c5c9d9efe881,6,Comp1,production_tasks
tf:fb888d02bc5947b5ae317aff28d993e7,7,Comp3,production_tasks
tf:7e0f47357c7c4fd9805e1b22bb5ee991,8,Comp1,production_tasks
tf:ebaa8e553350436480da3e60aa534d8e,0,Comp2,production_tasks
tf:9c4b881f89e34dd9b8d27a3de335e84e,1,Comp1,production_tasks
tf:6b108716d08f4377ab17738fa56f495c,2,Comp3,production_tasks
tf:6417bff9b85e4dc89ba511a18877ca32,3,Comp3,production_tasks
tf:d73b5477e9a147f58ca35abc7db17616,4,Comp1,production_tasks
tf:d2a3050839164cefbde1badff0416c74,0,Comp2,production_tasks
tf:cbdeade115aa48aa95c004e9a85204fa,1,Comp1,production_tasks
tf:c83b427401a4431a984efca772be7104,2,Comp3,production_tasks
tf:34b756848f5d4d6e99811ccfa116e327,3,Comp2,production_tasks
tf:5348bdf240b248d19857c5fb4263d417,4,Comp2,production_tasks
tf:cad18281a0d24c3f8a461693f259cf4d,5,Comp3,production_tasks
tf:afa2520386d94b4ea7b0ec9954e90ce3,6,Comp2,production_tasks
tf:730de555df96466badbbf376babed0fa,7,Comp1,production_tasks
tf:58319e1f81a14028870a2d3791e5b0da,0,Comp2,production_tasks
tf:e8d5facd3ef0499e876b24d42cd346d8,1,Comp1,production_tasks
