task_id,exp_id,start_time,end_time,ressource_id
tf:595060eae19f4af98955f86175737344,exp:2ed718a83c38420daa8c8a7658aad54f,841.5,848.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:cdb52ecab3f94848928cbac18f7c297d,exp:2ed718a83c38420daa8c8a7658aad54f,848.5,855.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:cee0e5de31dc471294bcd1244653b124,exp:2ed718a83c38420daa8c8a7658aad54f,855.5,858.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:9b4ec6bad1714cd8908c68481874c9c4,exp:2ed718a83c38420daa8c8a7658aad54f,858.5,863.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:ccaabdf0950d4e27940b6f485092a411,exp:2ed718a83c38420daa8c8a7658aad54f,863.5,869.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:abb3bcc523264c62b9fe4d3f909b361b,exp:2ed718a83c38420daa8c8a7658aad54f,874.5,885.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:84347a88547140b480f466f2354db0af,exp:2ed718a83c38420daa8c8a7658aad54f,885.0,891.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:6d90edb3e455457bb3de3160ede07694,exp:2ed718a83c38420daa8c8a7658aad54f,773.5,774.5,ma:e90b4a14fa6c41eb9815084e5877084f
tf:cfc6f75dd7084292a65fc22ab3d86103,exp:2ed718a83c38420daa8c8a7658aad54f,774.5,779.5,ma:e90b4a14fa6c41eb9815084e5877084f
tf:a7288bc9ffe24e7a83f0470ef2493b72,exp:2ed718a83c38420daa8c8a7658aad54f,779.5,780.5,ma:e90b4a14fa6c41eb9815084e5877084f
tf:14bf1db2471e43129d52511d5cf91b04,exp:2ed718a83c38420daa8c8a7658aad54f,891.0,893.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:5cb282528439432188efe03d3ec96a52,exp:2ed718a83c38420daa8c8a7658aad54f,893.0,894.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:e9495b22783b432799f9266da1d9a33d,exp:2ed718a83c38420daa8c8a7658aad54f,894.0,895.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:24f71a835c5543409e4a359492abb174,exp:2ed718a83c38420daa8c8a7658aad54f,765.0,774.0,ma:c9964af24ae748de9b5416a01816cebe
tf:fecab455542a4843bb3df75de3fe0745,exp:2ed718a83c38420daa8c8a7658aad54f,895.0,896.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:21abcadc64954f0d9e90833858161097,exp:2ed718a83c38420daa8c8a7658aad54f,896.0,909.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:19822e96ba794098bde7c0c20180af00,exp:2ed718a83c38420daa8c8a7658aad54f,909.5,915.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:72f44fe36dc04445bb3107364addc755,exp:2ed718a83c38420daa8c8a7658aad54f,793.0,797.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:31df74c5f0c24bd5b259003966de5738,exp:2ed718a83c38420daa8c8a7658aad54f,915.5,921.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:cdeb405aedce4b5faa13f77f4f2a03a0,exp:2ed718a83c38420daa8c8a7658aad54f,926.5,931.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:fcab1d471d6c43d88dfc1618398929fb,exp:2ed718a83c38420daa8c8a7658aad54f,931.0,939.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:dc27db6c03a64e89b00bc9f181878139,exp:2ed718a83c38420daa8c8a7658aad54f,939.0,944.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:b00f852b92984f499b61af4ee68cbe9f,exp:2ed718a83c38420daa8c8a7658aad54f,944.0,952.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:390cdcced4b94102a0f00f3c50c03440,exp:2ed718a83c38420daa8c8a7658aad54f,774.0,783.0,ma:c9964af24ae748de9b5416a01816cebe
tf:dcbce89dbc86465d8c339d8353f6f2a1,exp:2ed718a83c38420daa8c8a7658aad54f,952.0,959.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:daa0d85f64564d20bdd13bd67a96228b,exp:2ed718a83c38420daa8c8a7658aad54f,797.0,798.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:56f7cf4991a8466383ddb4366c08700e,exp:2ed718a83c38420daa8c8a7658aad54f,798.0,800.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:414366a8396d422ba512f323baaa6a08,exp:2ed718a83c38420daa8c8a7658aad54f,964.0,970.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:749eaeff9b104184b1806b45a5452758,exp:2ed718a83c38420daa8c8a7658aad54f,970.0,973.0,ma:c5b807781ea94c52a7bde639541d2c8c
tm:d4767656f183484d945c6f2d9b050c93,exp:2ed718a83c38420daa8c8a7658aad54f,602.0,607.0,mr:38fa095846334aab820da13633199ee0
tm:0c4a53d10b6d4f76a098af6262dc391e,exp:2ed718a83c38420daa8c8a7658aad54f,659.0,664.0,mr:38fa095846334aab820da13633199ee0
tm:2ea835130fb447998eca4fdd516e46e3,exp:2ed718a83c38420daa8c8a7658aad54f,723.5,728.5,mr:38fa095846334aab820da13633199ee0
tm:ee0fab83a4ee47b68f373179c2846aca,exp:2ed718a83c38420daa8c8a7658aad54f,803.0,808.0,mr:38fa095846334aab820da13633199ee0
tm:726e0d159ce74d0da5cfa29211fdfabf,exp:2ed718a83c38420daa8c8a7658aad54f,869.5,874.5,mr:38fa095846334aab820da13633199ee0
tm:d7e8e40ee8e24f1b93bfee63f5de530f,exp:2ed718a83c38420daa8c8a7658aad54f,921.5,926.5,mr:38fa095846334aab820da13633199ee0
tm:464060a05b474c89a357ddd130bbde18,exp:2ed718a83c38420daa8c8a7658aad54f,959.0,964.0,mr:38fa095846334aab820da13633199ee0
tm:87fcf99a0ca54de0a02b736d87dec218,exp:2ed718a83c38420daa8c8a7658aad54f,755.5,760.5,mr:ed5f57acf95a4f71a56efca17c9dc32c
tm:a3e6d73378124bb5b3796427e09560a0,exp:2ed718a83c38420daa8c8a7658aad54f,783.0,788.0,mr:ed5f57acf95a4f71a56efca17c9dc32c
tm:296f3f0113ed449eb59d71d2567c00fa,exp:2ed718a83c38420daa8c8a7658aad54f,613.0,618.0,mr:ed5f57acf95a4f71a56efca17c9dc32c
tm:84a91cd8f7b34905b30219899ad10fbb,exp:2ed718a83c38420daa8c8a7658aad54f,760.5,765.5,mr:ed5f57acf95a4f71a56efca17c9dc32c
tm:a54d547fe8064e8fb911712d0de913aa,exp:2ed718a83c38420daa8c8a7658aad54f,788.0,793.0,mr:ed5f57acf95a4f71a56efca17c9dc32c
tf:9ae3a14b9ebd468c9e9c0e7b872a4fe2,exp:2ed718a83c38420daa8c8a7658aad54f,788.0,792.5,ma:c9964af24ae748de9b5416a01816cebe
tf:bae2e9981aa24052a2cb0ae9bef2578b,exp:2ed718a83c38420daa8c8a7658aad54f,792.5,800.0,ma:c9964af24ae748de9b5416a01816cebe
tf:a50064f5a72f47e988ddb4ab2f5bb26f,exp:2ed718a83c38420daa8c8a7658aad54f,973.0,974.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:3d775d1ca3034c64acb6206b3a7bf9b9,exp:2ed718a83c38420daa8c8a7658aad54f,974.0,981.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:601cbd13616b4309ba03a12b2ae48cb2,exp:2ed718a83c38420daa8c8a7658aad54f,981.5,986.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:668fbe3b483f4011b2aa551e274dfa03,exp:2ed718a83c38420daa8c8a7658aad54f,986.5,995.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:14f0a715e998481ebd428949e7b60bdc,exp:2ed718a83c38420daa8c8a7658aad54f,995.5,996.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:d0ec754c21444589848f5a50daefce2a,exp:2ed718a83c38420daa8c8a7658aad54f,800.0,809.0,ma:c9964af24ae748de9b5416a01816cebe
tf:e115e4962c9e444f983cc052450e2f7d,exp:2ed718a83c38420daa8c8a7658aad54f,996.5,1002.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:ab0c28557be04dd4a899f46bac93baad,exp:2ed718a83c38420daa8c8a7658aad54f,1002.5,1008.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:2d6265f0bcf444b5994e73a9b128c224,exp:2ed718a83c38420daa8c8a7658aad54f,1008.5,1014.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:47b41a39874b439c87a2c8aff6a1ab7d,exp:2ed718a83c38420daa8c8a7658aad54f,803.0,808.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:01c6616a8c864d1dba3f8561aec96d74,exp:2ed718a83c38420daa8c8a7658aad54f,808.0,817.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:edf48fafb5b24ba2a8946434b934b0c1,exp:2ed718a83c38420daa8c8a7658aad54f,1014.5,1022.5,ma:c5b807781ea94c52a7bde639541d2c8c
tf:eab402cdc67343e6aabf34ef57fd7686,exp:2ed718a83c38420daa8c8a7658aad54f,1022.5,1030.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:9ed22686f3894bc7bec784142002c893,exp:2ed718a83c38420daa8c8a7658aad54f,817.0,819.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:780a424ceaf144f9973a08cd4dccebef,exp:2ed718a83c38420daa8c8a7658aad54f,1030.0,1033.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:d932e02849044af48d6f472a39806f78,exp:2ed718a83c38420daa8c8a7658aad54f,869.5,870.5,ma:e90b4a14fa6c41eb9815084e5877084f
tf:8ef4215dc75e44d58579d6c2e5f0afa3,exp:2ed718a83c38420daa8c8a7658aad54f,870.5,875.5,ma:e90b4a14fa6c41eb9815084e5877084f
tf:4e9bc3c3ca1144878ac17c630ccec776,exp:2ed718a83c38420daa8c8a7658aad54f,1033.0,1034.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:357572f034a340258d5f2ee891b9da5f,exp:2ed718a83c38420daa8c8a7658aad54f,1039.0,1046.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:cf7dacd3670e4261a9b63d4dcea64b10,exp:2ed718a83c38420daa8c8a7658aad54f,891.0,894.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:4920d0ca56514e10afb5b02b1823a3f9,exp:2ed718a83c38420daa8c8a7658aad54f,1046.0,1048.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:429f9a5ba9b5409683c8f715249ce05f,exp:2ed718a83c38420daa8c8a7658aad54f,915.5,922.5,ma:e90b4a14fa6c41eb9815084e5877084f
tf:c5a402fd8f67479496b6c5614ddafafe,exp:2ed718a83c38420daa8c8a7658aad54f,1048.0,1051.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:3aa5f7426dd34747b9a9e383de45ae55,exp:2ed718a83c38420daa8c8a7658aad54f,931.0,935.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:e3c461c7893043519fb872a5280d5a44,exp:2ed718a83c38420daa8c8a7658aad54f,1051.0,1056.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:bbba3a172270406b921145b36604b393,exp:2ed718a83c38420daa8c8a7658aad54f,1056.0,1061.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:2a35887df4a24f3bbbfc8788a8376d0b,exp:2ed718a83c38420daa8c8a7658aad54f,1061.0,1063.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:6c83a78f9c3447b486340d82814c0621,exp:2ed718a83c38420daa8c8a7658aad54f,1063.0,1068.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:7f0d8141c1dc40a88a94b8de14df010e,exp:2ed718a83c38420daa8c8a7658aad54f,1068.0,1077.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:d76920fab1754cbeaae352bc87f34260,exp:2ed718a83c38420daa8c8a7658aad54f,1077.0,1079.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:3db2ce342d154b7892e8c9eaad198bf7,exp:2ed718a83c38420daa8c8a7658aad54f,1079.0,1084.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:1ff0e6851fa74f8cbb60661406764fc5,exp:2ed718a83c38420daa8c8a7658aad54f,1084.0,1089.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:60f8884a057441a08676502974ac70df,exp:2ed718a83c38420daa8c8a7658aad54f,1089.0,1092.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:4bad10c1b32741b4bfef2e0bb5c0e8d9,exp:2ed718a83c38420daa8c8a7658aad54f,1092.0,1099.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:256e7e36eb16447abfd7fb06efb4a220,exp:2ed718a83c38420daa8c8a7658aad54f,1099.0,1102.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:0d7eaa04d5b84e8eb0f3f4842cec5d82,exp:2ed718a83c38420daa8c8a7658aad54f,1102.0,1105.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:4e0c6682af244c89a292ec24fe693bdc,exp:2ed718a83c38420daa8c8a7658aad54f,1105.0,1109.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:1297b005c24a4dca8d436ca26fff8297,exp:2ed718a83c38420daa8c8a7658aad54f,1102.0,1106.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:6ccd26dddc734b85be97684dda595137,exp:2ed718a83c38420daa8c8a7658aad54f,1106.0,1111.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:4a654a84e4724ad59a844dbf0d44303a,exp:2ed718a83c38420daa8c8a7658aad54f,1111.0,1112.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:80bf5219bc0445dfa73a464903f0d421,exp:2ed718a83c38420daa8c8a7658aad54f,1112.0,1116.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:aebedb66941f4e2189a70bf907228c63,exp:2ed718a83c38420daa8c8a7658aad54f,1116.0,1123.0,ma:e90b4a14fa6c41eb9815084e5877084f
tm:5869a5e9f7c04bc5bc9c10317c3c9c4e,exp:2ed718a83c38420daa8c8a7658aad54f,1034.0,1039.0,mr:38fa095846334aab820da13633199ee0
tm:c10d134b867b44f6ac012c836ae75064,exp:2ed718a83c38420daa8c8a7658aad54f,1068.0,1073.0,mr:ed5f57acf95a4f71a56efca17c9dc32c
tm:ffcd5126e9c94ba9b32de73f7684b93b,exp:2ed718a83c38420daa8c8a7658aad54f,1063.0,1068.0,mr:ed5f57acf95a4f71a56efca17c9dc32c
tf:76ad2a697c254778b51ad4d8a4a2be9f,exp:2ed718a83c38420daa8c8a7658aad54f,1073.0,1074.5,ma:c9964af24ae748de9b5416a01816cebe
tf:0135b544a5ff436c84dc118d2869affb,exp:2ed718a83c38420daa8c8a7658aad54f,1074.5,1079.0,ma:c9964af24ae748de9b5416a01816cebe
tf:3eceef51f0a5411faf7c82809e62e02f,exp:2ed718a83c38420daa8c8a7658aad54f,1079.0,1080.5,ma:c9964af24ae748de9b5416a01816cebe
tf:0dab2667312147f18743111dd2dc7324,exp:2ed718a83c38420daa8c8a7658aad54f,1080.5,1082.0,ma:c9964af24ae748de9b5416a01816cebe
tf:a6b03a3321604c63ac98e73a76b55ecb,exp:2ed718a83c38420daa8c8a7658aad54f,1109.0,1115.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:bebf027a057b4515aa3227e6c91fe294,exp:2ed718a83c38420daa8c8a7658aad54f,1115.0,1118.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:7559fb8aa5e549ea806cfa42283e831c,exp:2ed718a83c38420daa8c8a7658aad54f,1118.0,1125.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:e502da2cc15e48f4a86f969e36cbde48,exp:2ed718a83c38420daa8c8a7658aad54f,1125.0,1127.0,ma:e90b4a14fa6c41eb9815084e5877084f
tf:bb628038f7d0427fb16873a92c803493,exp:2ed718a83c38420daa8c8a7658aad54f,1082.0,1085.0,ma:c9964af24ae748de9b5416a01816cebe
tf:9a1afd08e1df4a84bc00c0e1474d6899,exp:2ed718a83c38420daa8c8a7658aad54f,1125.0,1126.0,ma:c5b807781ea94c52a7bde639541d2c8c
tf:e4deac46129e464e98c9c7f1ef68ab38,exp:1c79e5177641412180db44c0651c01c5,526.0,531.0,ma:29f937e726ec499383eeb4f00b586de6
tf:4570040daecb450997736e0c710a1bb5,exp:1c79e5177641412180db44c0651c01c5,531.0,536.0,ma:29f937e726ec499383eeb4f00b586de6
tf:477eeec633bd41a58253ac7f542e35ad,exp:1c79e5177641412180db44c0651c01c5,536.0,538.0,ma:29f937e726ec499383eeb4f00b586de6
tf:6ac2afb00ff44de98d2fafdadaa1f0f5,exp:1c79e5177641412180db44c0651c01c5,538.0,540.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:56fea8a416bb46b198c423097d79b597,exp:1c79e5177641412180db44c0651c01c5,540.0,547.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:f8144c8aebe04ab9940a2c67849b4fb9,exp:1c79e5177641412180db44c0651c01c5,547.0,549.0,ma:29f937e726ec499383eeb4f00b586de6
tf:f3e30bdb2bce49a5beea01fb74a75dec,exp:1c79e5177641412180db44c0651c01c5,547.0,549.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:5ec50f29b54f4c81a9013733cf8c73e8,exp:1c79e5177641412180db44c0651c01c5,549.0,553.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:2517622e25d746958e1220e6487a0dc5,exp:1c79e5177641412180db44c0651c01c5,553.0,559.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:4e21ce1da78648d3b524ac06d60a5d56,exp:1c79e5177641412180db44c0651c01c5,559.0,567.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:f3f430addc534002a737178f8701ed73,exp:1c79e5177641412180db44c0651c01c5,549.0,554.0,ma:29f937e726ec499383eeb4f00b586de6
tf:8e0026c3fca3457d8936eb37b84b3164,exp:1c79e5177641412180db44c0651c01c5,554.0,563.0,ma:29f937e726ec499383eeb4f00b586de6
tf:758ca1e5496a40ad8ec939b9255efb20,exp:1c79e5177641412180db44c0651c01c5,563.0,568.0,ma:29f937e726ec499383eeb4f00b586de6
tf:2df644648f5a497989f86ca8e9adb20d,exp:1c79e5177641412180db44c0651c01c5,568.0,569.5,ma:29f937e726ec499383eeb4f00b586de6
tf:2a12c07481ea4268b421069446e16554,exp:1c79e5177641412180db44c0651c01c5,308.0,315.5,ma:4cf007d02d0146679cdcc43676df983d
tf:8673b3096a974884b627213fd9187350,exp:1c79e5177641412180db44c0651c01c5,567.0,575.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:b425412467154486b5ec9712feb1aced,exp:1c79e5177641412180db44c0651c01c5,575.0,582.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:78c969adf2884f109f177978242ceb6f,exp:1c79e5177641412180db44c0651c01c5,582.0,583.0,ma:29f937e726ec499383eeb4f00b586de6
tf:a5118f7646a945cc925eb5dca3e0d2d0,exp:1c79e5177641412180db44c0651c01c5,587.0,594.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:1ae9133f6062499f984b50a59cc1f7ee,exp:1c79e5177641412180db44c0651c01c5,594.0,597.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:0e3eda8141bb4de3af3606f324f56e20,exp:1c79e5177641412180db44c0651c01c5,597.0,598.0,ma:29f937e726ec499383eeb4f00b586de6
tf:5d5f272a135a43f588c1bf7958865ee8,exp:1c79e5177641412180db44c0651c01c5,602.0,605.0,ma:29f937e726ec499383eeb4f00b586de6
tf:73581e405a15407b885ba555934c379f,exp:1c79e5177641412180db44c0651c01c5,605.0,613.0,ma:29f937e726ec499383eeb4f00b586de6
tf:f966212cd3b34dd68a2cc4126eb39b81,exp:1c79e5177641412180db44c0651c01c5,597.0,600.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:b8109bbf84c0474f838228497710ff5b,exp:1c79e5177641412180db44c0651c01c5,600.0,603.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:93a68cafe5014ffc87c204fc59a33adb,exp:1c79e5177641412180db44c0651c01c5,618.0,630.0,ma:29f937e726ec499383eeb4f00b586de6
tf:2436fddd2f8a405eb28117df39a9d5e7,exp:1c79e5177641412180db44c0651c01c5,630.0,635.0,ma:29f937e726ec499383eeb4f00b586de6
tf:69925824fb8c4f5cbce2955a6b4237ec,exp:1c79e5177641412180db44c0651c01c5,635.0,640.0,ma:29f937e726ec499383eeb4f00b586de6
tf:60b0d785382e4372822c59bdeef8f3fb,exp:1c79e5177641412180db44c0651c01c5,603.0,604.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:1cb1debb388346fbb5373ad6c527745e,exp:1c79e5177641412180db44c0651c01c5,604.0,611.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:4e19f0b9a3c445ba96a348be470cce7c,exp:1c79e5177641412180db44c0651c01c5,611.0,618.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:c88d54b8cb294f09bc110955057d52a3,exp:1c79e5177641412180db44c0651c01c5,618.0,624.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:7792c63d497e41978cd6e18ec13663ad,exp:1c79e5177641412180db44c0651c01c5,624.0,627.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:bd54f795666742b19b8dfce79d04fc45,exp:1c79e5177641412180db44c0651c01c5,640.0,649.0,ma:29f937e726ec499383eeb4f00b586de6
tf:58f4dab8f77f44d1af86ae9844852b02,exp:1c79e5177641412180db44c0651c01c5,592.0,601.0,ma:4cf007d02d0146679cdcc43676df983d
tf:d0a444ef3363437da0406a3a07a539d7,exp:1c79e5177641412180db44c0651c01c5,632.0,636.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:c28f543e087e45bcba5c4e80a27f930e,exp:1c79e5177641412180db44c0651c01c5,636.0,639.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:850df33eaa894087998d3073c05bd4c7,exp:1c79e5177641412180db44c0651c01c5,649.0,654.0,ma:29f937e726ec499383eeb4f00b586de6
tf:1e203519172946d985cbcf393023a8f9,exp:1c79e5177641412180db44c0651c01c5,654.0,664.5,ma:29f937e726ec499383eeb4f00b586de6
tf:22b509bcd24f421dbb5ce54070cef793,exp:1c79e5177641412180db44c0651c01c5,664.5,671.5,ma:29f937e726ec499383eeb4f00b586de6
tf:f70d2c44fe15418a9c880554d1ebf344,exp:1c79e5177641412180db44c0651c01c5,731.0,736.0,ma:29f937e726ec499383eeb4f00b586de6
tf:a0c14f140ce94ed4a399480242242498,exp:1c79e5177641412180db44c0651c01c5,736.0,746.5,ma:29f937e726ec499383eeb4f00b586de6
tf:a36dc34104ac49c49fbadd5dc4621509,exp:1c79e5177641412180db44c0651c01c5,639.0,641.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:a32ef78089fc4e3c8059ad40587453ee,exp:1c79e5177641412180db44c0651c01c5,751.5,753.5,ma:29f937e726ec499383eeb4f00b586de6
tf:a26bd96cab934e3d87a3281115647e00,exp:1c79e5177641412180db44c0651c01c5,753.5,755.0,ma:29f937e726ec499383eeb4f00b586de6
tf:ef431632e09c4c9aaa9205acb966085e,exp:1c79e5177641412180db44c0651c01c5,654.0,663.0,ma:4cf007d02d0146679cdcc43676df983d
tf:84ad8732d41b4d3e9736375098b01122,exp:1c79e5177641412180db44c0651c01c5,755.0,759.0,ma:29f937e726ec499383eeb4f00b586de6
tf:697f0169959042328e616cd66c9f9520,exp:1c79e5177641412180db44c0651c01c5,759.0,763.0,ma:29f937e726ec499383eeb4f00b586de6
tf:0fc5da946f864dcba6ee9451308f5fbc,exp:1c79e5177641412180db44c0651c01c5,763.0,765.0,ma:29f937e726ec499383eeb4f00b586de6
tf:2dc274c782c94e07b939e313f4d6df3a,exp:1c79e5177641412180db44c0651c01c5,765.0,769.5,ma:29f937e726ec499383eeb4f00b586de6
tf:e7924ce415954839b3a2dbe14eb2d91b,exp:1c79e5177641412180db44c0651c01c5,641.0,650.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:7cbc67889f0e4a068b21057a8c085c3c,exp:1c79e5177641412180db44c0651c01c5,673.0,682.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:44269721c200438cae6dc1ac3225dc6a,exp:1c79e5177641412180db44c0651c01c5,682.0,690.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:5d80b0e3e9a945d38da96270d7ed7719,exp:1c79e5177641412180db44c0651c01c5,774.5,786.5,ma:29f937e726ec499383eeb4f00b586de6
tf:543ea369c39348f6a58c68c37b728c5a,exp:1c79e5177641412180db44c0651c01c5,786.5,795.5,ma:29f937e726ec499383eeb4f00b586de6
tf:47a5cd739c2a44be903da0bd80e76ef2,exp:1c79e5177641412180db44c0651c01c5,795.5,798.5,ma:29f937e726ec499383eeb4f00b586de6
tf:718c693119694a37b82827963cda459d,exp:1c79e5177641412180db44c0651c01c5,668.0,680.0,ma:4cf007d02d0146679cdcc43676df983d
tf:33cf64d6994946bf83810361f03bbb53,exp:1c79e5177641412180db44c0651c01c5,680.0,684.5,ma:4cf007d02d0146679cdcc43676df983d
tf:38440e45603840feaa9f88ca15aca0ed,exp:1c79e5177641412180db44c0651c01c5,798.5,802.5,ma:29f937e726ec499383eeb4f00b586de6
tf:07d6763ccb3643ea8067692c994252ad,exp:1c79e5177641412180db44c0651c01c5,729.0,732.0,ma:4cf007d02d0146679cdcc43676df983d
tf:8e8a9a3caa98434ebd4dea5ee07bf0b7,exp:1c79e5177641412180db44c0651c01c5,732.0,742.5,ma:4cf007d02d0146679cdcc43676df983d
tf:63f0202e055e4a1e81200bb25d1a68c7,exp:1c79e5177641412180db44c0651c01c5,742.5,744.5,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:d5fda2fd72714a05ac205ce6783771f8,exp:1c79e5177641412180db44c0651c01c5,744.5,749.5,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:9d1c2a93a8964e888bacb34aa6e9ebdf,exp:1c79e5177641412180db44c0651c01c5,749.5,752.5,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:239a6f0fdee44aa1ad0d2c4eda35dec5,exp:1c79e5177641412180db44c0651c01c5,802.5,808.5,ma:29f937e726ec499383eeb4f00b586de6
tf:6e84a8e7643140038a72e1c3d95b334b,exp:1c79e5177641412180db44c0651c01c5,742.5,753.0,ma:4cf007d02d0146679cdcc43676df983d
tf:212d1edc0956453abeb7692b932def57,exp:1c79e5177641412180db44c0651c01c5,753.0,756.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:7d7461d9f1ea411ba124f57c0cbe64e4,exp:1c79e5177641412180db44c0651c01c5,756.0,761.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:8f9e90f2354a4860938144a8f613cb6c,exp:1c79e5177641412180db44c0651c01c5,761.0,767.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:7faeb23eb0044bb2be107dee51fad381,exp:1c79e5177641412180db44c0651c01c5,767.0,772.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:6521a4fd2c53494b8b55adf908086d51,exp:1c79e5177641412180db44c0651c01c5,777.0,786.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:0f34ad0373b645ba9c560e0a65233afd,exp:1c79e5177641412180db44c0651c01c5,786.0,788.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:7464aa4c09284eb7babd65efb5d4449c,exp:1c79e5177641412180db44c0651c01c5,788.0,794.0,ma:b2b1a07789ce423a9af01696e50ae0d1
tf:ef21a96a90ec491dac961f7b9f4eec63,exp:1c79e5177641412180db44c0651c01c5,808.5,814.5,ma:29f937e726ec499383eeb4f00b586de6
