uid,start_time,end_time,ressource_id
ts:284afb16f69f418ea434ca3b3176c589,97.0,99.0,mr:172853cd63ac4de0ad591a085867cca6
ts:284b405613504194b14c36e61b0a3717,26.0,29.0,ma:5e6fa82112594739895c73d8a33d6f7b
ts:284d108684e74b6e9a7af042700f7957,146.0,168.0,ma:a8f23f30f7e34e6ca20df62618b35d06
ts:285252cc870840bd9a81238a52433d87,121.0,123.0,mr:b279f6939b6a44e1b99dd05461fe87a9
ts:2857ed3772b24e27a75fbecb16de552c,50.0,53.0,ma:e3b7e3b0e40048e18f8bebac33083537
ts:286338c4136848f0971fc05d4d84aaf8,0.0,3.0,mr:a695bdb4b3b2454a9b38e032169e099b
ts:2884567b6a424c529e32790e52c9ffe5,146.0,168.0,ma:d19bc693e3c149bfbe3f3c5f7ead8093
ts:288c5dc2461745b0bd77f79cd8abbb79,50.0,53.0,ma:2e2fa334697a4268bd5e73ef427c0016
ts:2892e88da042446baedb1d27fe5de757,73.0,75.0,mr:f6b2b8f248dc4292889403ad5e80f42c
ts:289a2e71542c49009ea82fb9e7438465,0.0,3.0,mr:94a3f61b90584b32abb9a159a143bd1d
ts:289fe4cab9b04729b239a1d6e0c00f22,49.0,51.0,mr:26bfa4998ffd45e99c2036350c625965
ts:28afa9338d754c938ab542b305e7531a,26.0,29.0,ma:db83d4377b0d4322bced030dd6e1bffd
ts:28c15bd5803b4f3386a68544e3d70076,73.0,75.0,mr:8065634966ea4b21b40fa5827270621a
ts:28cd73e1f5cf4dc69fdd8157904210f6,98.0,101.0,ma:c5c444ae35cd498fae9fdd84b13a17ad
ts:28d7e3f94b45409384473adde7fdd14e,98.0,101.0,ma:87442b2fe6274797953acccaaa41141a
ts:28e48e2a0319431c986d6cbb82011077,0.0,3.0,mr:0bcce712187843b08cf2f7be12148e2e
ts:28fe76df440e4fcf82536a22d2051c60,50.0,53.0,ma:8585388beb9e4cc3a87ba1cf81111ecc
ts:29005c9380a74878a347fb871e14734b,146.0,168.0,ma:c40d8245eba049b0adb79c8edf1b7c14
ts:29059f8976d04391825ca58218871f31,26.0,29.0,ma:012a71f0be744d04b0f160bbcb2e8115
ts:290a0c7c88444f299f63b7ef94f7ed14,97.0,99.0,mr:61537e686cdd4b8d9c7327732913c6c9
ts:290f02764dfd4e67aba3c29cd18a74bb,145.0,168.0,mr:2b0e06cd904a4cbebef154ae90ec28d3
ts:2915aebcd77748d3b6e8d7d0b5724feb,98.0,101.0,ma:9854b64709a04362ab66b528b0db0d3f
ts:2921e356ef85477fa1f93d79d092c393,50.0,53.0,ma:8effb2ca1a7b4fc2b673fd63ae125e6c
ts:2936daf010dd46a39d810a79a4b82a99,146.0,168.0,ma:d086d85e638f4bcf9d428e6959b9afe4
ts:293be4c5cae24feaba18934b62ab0833,146.0,168.0,ma:fbc34ac58b5b4791b5b9c2a3c91a9c71
ts:2944b2d19e7b45bbad4233bbae89a04f,0.0,3.0,mr:787e18e1bda14334bc32495ffdad47bb
ts:2947ccc091c24e6cb071190c344e0552,146.0,168.0,ma:dc788b32ab06488cabd5c4395dafde9f
ts:295e45ac04ed4badb3332746bf0fa9eb,0.0,3.0,mr:29f50cd231c94f99ac6c4c345997bd4a
ts:2962e2a9ea33409eb90251ed1e708972,121.0,123.0,mr:5f3f69bdd21a425f91e48ece6033e0f9
ts:2966d56dd8de4f4b9944a57bccfd2337,25.0,27.0,mr:ac73d9953fc34e4ea5be0487ee188703
ts:2973aed8ebf14ca6bd565000c0a894dd,98.0,101.0,ma:1e4504faf1394260a9e83fcb18cd7724
ts:29746d08d5ef4496b66975a18be04bf0,121.0,123.0,mr:f4b45720401e46e9af19ee0ac13f5d07
ts:2977525364c64e8abe43ba023a6c4a96,98.0,101.0,ma:b551f426a93848b4968f84e9b256a202
ts:2989a7a998c244909fc85c79c902e241,0.0,5.0,ma:e4abfeb7e470467ab81354593f60180c
ts:298a2cf24857467881d812d26eacf7d5,74.0,77.0,ma:e96fd0f4da9e44a4a90543f4fd4c44d1
ts:299444040fb645c49e75dcc6d7ab56ad,73.0,75.0,mr:82e7bdfac32a42d78df0784475ee61c3
ts:299e2e37286240419c733785aece7948,0.0,5.0,ma:4ca216f494584c4cb0230895e5d8ea87
ts:29a00f8ed26345b290b317991d089586,74.0,77.0,ma:4c282bc68e2a49319a7bea7925b6d14c
ts:29a17127755445f1a00c9bd7f177d0f6,25.0,27.0,mr:73d866fdb62747f6ac0ed20f76784d51
ts:29a97352329c46bb9b73d4843e14ba46,0.0,5.0,ma:acdc71aeba3745c5968f9c08e6427a95
ts:29b468076a3e4198ba47a130c89122c0,0.0,5.0,ma:2a9316081cd54408934e9d03950d11ba
ts:29b9048ade33464a8d4d0d6441ed41fa,25.0,27.0,mr:b3a4eaea58534a1f9ba708447623bbe3
ts:29be8472001e4aa2a6d58c7890c51cdd,25.0,27.0,mr:4ce8efd7fcf14e779d0540d502759256
ts:29c1cd4881c34e82968fb7d17fed1a3b,0.0,3.0,mr:0dbab9603b59434fb85609793de5896e
ts:29f14e8cb07142baaf5be7d115d0bf66,146.0,168.0,ma:12889d44c421470191b0caa0da93845b
ts:2a08bf1382814ab69e966856737783fd,50.0,53.0,ma:ec576084afe64ea895198511d3c66c91
ts:2a115fef5cff4a3ebee78e5dbbc42ffb,121.0,123.0,mr:6d8c056183554768922c69e21a094200
ts:2a1cf11c5d8d4d99b9910c59d19ccf60,0.0,3.0,mr:ef254ca1ee554decb29957b5c44e66eb
ts:2a1f175c604447188e7e3de80f29050e,25.0,27.0,mr:b1f5ea5a9ff6401dbddb7c42567dae99
ts:2a522634922f49b3b4b094002977c647,0.0,5.0,ma:e96fd0f4da9e44a4a90543f4fd4c44d1
ts:2a541b8ac99b4905afcd3bdf6d3b572f,49.0,51.0,mr:d0d3f6a70f784bae8f116a41486de699
ts:2a63828c54dd4f63ae84d56fb5e45429,121.0,123.0,mr:2b0e06cd904a4cbebef154ae90ec28d3
ts:2a67709779d24a38b9b9a2b63873101f,0.0,3.0,mr:ffe3612fa0f44167a0c613630d5c414f
ts:2a67bd20018e440e9f98fc766fdf2784,122.0,125.0,ma:acc9ca3960664dc2aea8f836c264cfa7
ts:2a7404e291f34135b77d5c10bb75c2c9,0.0,3.0,mr:7d54d6eef6234937b1f8fdcb35bd2f87
ts:2a7a496ba5584df094716cf0258a8036,0.0,3.0,mr:ad36be43f66449bca6f59fa6299d8a0e
ts:2a88efd62f8c4d7d935fe0ee3f1c0a40,26.0,29.0,ma:1ddb94d5087d40b6b461e304e1707a3e
ts:2a9965d54c7f481485edf0330d657459,122.0,125.0,ma:cd0a6a569cf146f7a991c3dfb51936e3
ts:2a9cf513f94340d69eba14a1a96bc1d6,98.0,101.0,ma:6fb4bf73116743e889dd558249cae8f5
ts:2a9db6808ab442928c7cfc09d754c8cb,98.0,101.0,ma:17ecc8a858644265ab6379e0796d5cbc
ts:2aa3f93d1e044b418605a47f9c1072e6,50.0,53.0,ma:7ffdd2bdd2b047d5affdce43ef6c582e
ts:2aad86f22cea47a7be6894260d7df005,0.0,3.0,mr:48ff688af7654bbe8aa774bdf2443db1
ts:2aadb6d3b16849a7970b8216967eb432,122.0,125.0,ma:e30501d221804d91a438887b2a7957cb
ts:2ab09989d2d54112ab6cad26fba95e62,98.0,101.0,ma:b5761dfcedf545499fa026dfd2ae158b
ts:2ab09a6cfa4b4a42a950b7effda45351,49.0,51.0,mr:ff8e1b9b60af49fa9a3e6b7a774c15cc
ts:2ab4028f202c4a90b7326a03dfd7e3ce,121.0,123.0,mr:bdb3eddbc63e4f4382aac66c872e1c60
ts:2ab88e4536064193bd3e3d1738b8dd59,146.0,168.0,ma:38c7a5a3ca9f469bbd087db0b916c6d3
ts:2ab8a4e95cec4bda9bf13063b77b49f4,0.0,5.0,ma:e65f2a9f8fe547a7bf84f9dab82873bb
ts:2ac0e2c3d56a42ba9959acda04558479,74.0,77.0,ma:97e28904124549a2838a4d965e741fdf
ts:2ac2590e4fd449bca28c3fb5ec2bcf1f,146.0,168.0,ma:289fda55d1584752bd95cf1ffd40edb6
ts:2acbcfc702b64fd098631275e04f7d42,49.0,51.0,mr:6ea37461a17e4224bbc1abb9190c9bbe
ts:2aebe24edc714c91b004ad46f0339376,26.0,29.0,ma:840d0f05f85544749433818d3dd6f910
ts:2aeca1656254413e812f694fb56b8f05,145.0,168.0,mr:cd33b4006ac643eaa038712618686a9e
ts:2af19255c88845a991473d5f196ee54c,146.0,168.0,ma:3060af70894141b8b9873ba74ab94677
ts:2afbc95e48bd41a29aacd7d550378dfd,121.0,123.0,mr:dc3d885226d544179ffc203c21c83f73
ts:2affa49e41c84733a08197e14e386526,98.0,101.0,ma:fe26944e47bf4139b6d5a54b1f7f4367
ts:2b01be32c51149bbb3ee31f3610cf743,145.0,168.0,mr:e9083be5966a4fb3a6ae61b221f6e64b
ts:2b02089d80c44b8f88e6999e9718d470,73.0,75.0,mr:c1ae461663ea4696b3633ef7c90a60bc
ts:2b05aacf4da54a5e995dfe2b8c9505fc,145.0,168.0,mr:65e0a35909204a6d9a83a5e6e09d7d83
ts:2b19be8b6bc14f98a535e9268fdc38dd,122.0,125.0,ma:afa4f6afb04d44e686150ee65d6b74ef
ts:2b1be51637ff4add96b7195177e5f3d5,25.0,27.0,mr:b7ccd71485c04ac0960481ace5b5496d
ts:2b29f6237c5a44c182f927bf8addcb9c,98.0,101.0,ma:1e7ae66985894ebc8f691735bf5700ee
ts:2b3beb93d357463da60237a07efef02a,97.0,99.0,mr:dc099757eec34811a3f41a26628d7a8c
ts:2b4d11a63134480a994631b68f9a75ea,50.0,53.0,ma:387bf0fb158645e0ac4bf0e547e97d24
ts:2b5145e49a69449cb9627d2da1bdce3d,121.0,123.0,mr:cb8c5016d0744715be2653e0c2658faf
ts:2b51b3b976d3476c9262c67b92422a4e,0.0,5.0,ma:9bc6531c7f7d4c33afd53796fff77171
ts:2b5688011efa4abe8a04cc39f5b5076f,145.0,168.0,mr:e43f7fa051ab4a14b5cf23113a7e0c46
ts:2b5b08bca74a4b0b855b99d2549cfbd3,98.0,101.0,ma:15855708e3ca4a7e9aba7040c6c43ceb
ts:2b5c0d3f61d043aca2d6bb38d18dc0a2,146.0,168.0,ma:866bad0108794b0fbd6c6489d8219256
ts:2b64d6d86e2345b88cc1268e38e2b8b0,50.0,53.0,ma:85fdb36305764f47aa2ec296266a4844
ts:2b66379c7ab244e6a4a5d73d13d09ab7,25.0,27.0,mr:8065634966ea4b21b40fa5827270621a
ts:2b6f9d38f8744ce4b5e743a6fd100b2c,98.0,101.0,ma:7c1a4a0282b041bf953262ad410d7145
ts:2b6ff423af0640ec97226f420ec6a25e,26.0,29.0,ma:ca667212712c45f19a226f5946609ea4
ts:2b70d2aa8e52407d9493c5ff8e230b5e,73.0,75.0,mr:e0c4e55c247e4abe8f32a61f3d86dc75
ts:2b74ebb31ee64d098dd47a7ab9094c95,121.0,123.0,mr:918e1f525beb433681883196f376fd81
ts:2b76df856d6e40b79a45232d6a67e211,0.0,5.0,ma:53e46c3f64b94541bc4548ab29b111f6
ts:2b8c5429b1974aa5809187f4fe609944,122.0,125.0,ma:383d0beb9f7b43d0b39d45bd0cf31208
ts:2b91729a435a451babb8861d057cba12,74.0,77.0,ma:5dff69f43803429881293ff1df98a4f5
ts:2b9c43c797944023983909e53891a63e,73.0,75.0,mr:d0a7fe05372446568bb19d58fb499e2e
ts:2ba2e2fe572b4e4f82a2bc941363383b,121.0,123.0,mr:3cec6f0ec2cb492aa1b1163865b0150f
ts:2ba8d0c7afa54f21808e367376e8b33f,0.0,3.0,mr:ff9c3180d3d34d789c13f587e801f024
ts:2bb00ac0a52547cdbb30fb753e50814d,121.0,123.0,mr:6ea37461a17e4224bbc1abb9190c9bbe
ts:2bb2132193844fe8939e729566743079,145.0,168.0,mr:90ebfa595b6e4d488627cf502a12c41c
ts:2bc4a99ebfc34ab29236a54e8cd4915b,98.0,101.0,ma:e464694ba8bd466fabf02b428641df00
ts:2bc4e2fb7d5d40ada2b201687bf4ef2c,25.0,27.0,mr:e56f488c109b49c2a4637acb2169219d
ts:2bc99c1703224c57be5af9c143842d9a,0.0,3.0,mr:af25fce56afe4d429aa63077f329e526
ts:2bcbb9b0218344f3a068c1f4c07a45ea,0.0,3.0,mr:f980a5d634b746d295d4874ed3e5d19d
ts:2bcef2be9c83403ebeea7fca6f8a4d51,0.0,3.0,mr:e0c4e55c247e4abe8f32a61f3d86dc75
ts:2bde2ac4c3214c938fd66f2cfa0efc44,97.0,99.0,mr:3057c5c17f674c30bc57f6fb9692fb24
ts:2bdf448a222b4de8a4357803dcb9e7e2,121.0,123.0,mr:93068a3f62334584b400e0de7a71f7c6
ts:2be989020f5240779eb6263023e2ddad,98.0,101.0,ma:c3baff74c7c546da9a625540f0c9f699
ts:2bf0ba17e19d4f9bbe1e874ad358f411,98.0,101.0,ma:acdc71aeba3745c5968f9c08e6427a95
ts:2bf3ea86c97146579883a8ff34d0d88c,73.0,75.0,mr:1e98a32ea8814974ae340dafeab8f9e4
ts:2bfa4aa7b6f74f05b7658a3364ee3cb4,145.0,168.0,mr:4536aa70541b4565a2e205c478565e61
ts:2bfe8b510d4b4a17b57a5fd9786a0bb8,49.0,51.0,mr:383da3b4bfbb4a1ab6f5488aa4c94b79
ts:2bff7f1bf0e74422893b17a23598ac1a,49.0,51.0,mr:935da450fef14e11b282083921bba39b
ts:2c14f76d763549e7aeeee2deca7ed4ff,0.0,3.0,mr:f47e66a97b65490a9c5240fce27d6b87
ts:2c193b502d424c46b406bad0d6cf5caa,0.0,5.0,ma:3c0662c13c9a4ed19cbd65e14a8f399e
ts:2c1b26d3b748470bbcaf367e57c6d810,74.0,77.0,ma:ce41fd490cf64e00b2e0e9b47c88596f
ts:2c26c0709a8848f7a5d5163c76c28050,50.0,53.0,ma:4b0f5171c7f6439381529c3f107fa489
ts:2c2800004b7945b1b9c67d334664a12e,146.0,168.0,ma:ff3e1c49d4014528a13da686008be93e
ts:2c29764cbc4548058c90c24bf34b3f6d,145.0,168.0,mr:8e1f906a6a7c424692516bdcd6223256
ts:2c2bec59f8a24e3ead1b5b7f9e9aa479,73.0,75.0,mr:32d90d10ae7f41a88526af1e30089cbb
ts:2c33f20799d94349a23fb6a6950764eb,98.0,101.0,ma:4aefbd91b1164dc48666d55595900658
ts:2c3b00571f8742419f8d0650c4431253,25.0,27.0,mr:8191bc93cad84ad1867db885f1fbed7b
ts:2c3bc4aa45cd49c4b76e12ee34b117bb,0.0,5.0,ma:93c6984debc644e58378c412b287b8de
ts:2c3c7254bdc8453e9d1a5c172f1d5d33,49.0,51.0,mr:491c255809774772990ee4640e1691ff
ts:2c444e3336a14f35916efebb2a9b1ace,74.0,77.0,ma:e59d3472f6f9455cba8405c41a257f50
ts:2c450ce6e098435daa449b40f07c0b06,0.0,5.0,ma:4171c390269c4228b95ac23dbd851f23
ts:2c4a70c808ee448eb41755686412be6e,74.0,77.0,ma:a856586485874709a0fd17a316aa5080
ts:2c4ae71cd62c4e86a71394aab6233dbf,49.0,51.0,mr:6a3e358b41954ec887bd88a77afba6a2
ts:2c4cabb51cda4ea98011a463243c8d6c,0.0,5.0,ma:6f9a2538cf88428a91e754153fba5e7e
ts:2c6018d912d1440288d3a009494de152,50.0,53.0,ma:c951e35f3a4842748acb5bdfaa54c36b
ts:2c654999c82a4e749ca8b2b470177395,73.0,75.0,mr:ff8e1b9b60af49fa9a3e6b7a774c15cc
ts:2c68b4d5fddc48609a3edde075c3d3a6,26.0,29.0,ma:0175c75c36e248e9b03601db7106a227
ts:2c6b1e885a5745268df4c9b7a2f5a446,97.0,99.0,mr:ea9fb1742c634ab8b5a6fcd4fbc78e83
ts:2c7339fc2088455f8e2e548f838d950c,98.0,101.0,ma:383d0beb9f7b43d0b39d45bd0cf31208
ts:2c7a24418e904f24a3e79e2f834bec04,50.0,53.0,ma:6e67309e240f42609ba40c16b07e19f7
ts:2c82acbd07794df4bf5d7f90d4c8157b,145.0,168.0,mr:6a3e358b41954ec887bd88a77afba6a2
ts:2c8c5dd939c54ff58ab6fd0f02aeee22,50.0,53.0,ma:6909dc0adf1e436a930cd0e69fd6acac
ts:2c9103849f4548a2a82f1bb900b7e474,145.0,168.0,mr:2d01f48f89c1425b9370fa813266a239
ts:2c94e7ef0b46432da37723a97d85ba8a,145.0,168.0,mr:4c534d2078bd4cdbb61c0ebd8e464e31
ts:2c97d219a2724fb6bec2b306a331a5f6,26.0,29.0,ma:17fe7781a1f94397a122774da99d9ee6
ts:2c9c93f25e2f49499d773987376b89e3,49.0,51.0,mr:f2e48a65332f4566a62b4775730f3816
ts:2ca23c237d9146ad9162b3238f2a5467,49.0,51.0,mr:ec24209931764e1391aa6972cf5913d0
ts:2cacca67f54648aeae35bb31d6947999,121.0,123.0,mr:febc1465e89049cab10efcfbbbcd5e95
ts:2cb88bffbbf34d97bf7718351dade5a3,74.0,77.0,ma:17ecc8a858644265ab6379e0796d5cbc
ts:2cc69b976fe749e58e4066eac6754cd0,146.0,168.0,ma:248f1a9477854a399c0ada589c38e2bb
ts:2cc8ccff6091487fba0fa3e7fb5cc36b,146.0,168.0,ma:5e8375dd12f04032a536695e91a2cfe3
ts:2cd9b6a145684598acbdfa7cec29597b,122.0,125.0,ma:de7d120ca22a496aa41ca0ddec32ce16
ts:2cf1860e33b041188c8a2934b477dd1f,50.0,53.0,ma:95260dceffc147429f21497eff756ede
ts:2cf2e70f0ce045edad6629e07dc1e289,74.0,77.0,ma:3886ee5f439e47a5ad1295a091bd6f54
ts:2cf77d690b3a462496c5d7c61eb83333,74.0,77.0,ma:9578970473f34ac88ae718b31d9bad20
ts:2cf8f770d7b74219a5e6eb6ade3b1c16,145.0,168.0,mr:141bc99592284262b4fc88b58ea1572e
ts:2cfa061144fd4e4697d948b88f3c5596,73.0,75.0,mr:dc3d885226d544179ffc203c21c83f73
ts:2cfe284965de42ce85620286ba6d1649,121.0,123.0,mr:5b43b102834c4287bd4690f851f635cc
ts:2d01717389bb4bb5afe922bffee54233,146.0,168.0,ma:ece43127cd544b5fa175d8cab05d7952
ts:2d0b145e5e14438b918e6a65109b8c5e,122.0,125.0,ma:49f6fa7ee37444ff94c1f2f987762886
ts:2d1704856b574e6a82ebfca1169c5823,73.0,75.0,mr:ce5dd30a7be649338c15238d0941bcef
ts:2d1d2bb5a07f4673a236aa355e0d3e72,121.0,123.0,mr:d8dc49f55eed409e9bc8485326afe9ef
ts:2d2946743f6f416897cad8f0cbebeb21,98.0,101.0,ma:a66706298dd642ce8c25b335e984dd42
ts:2d34454fa46d438388d05848c258913d,121.0,123.0,mr:6a3e358b41954ec887bd88a77afba6a2
ts:2d3fddb6fc524995907790427f1ee9b7,0.0,3.0,mr:f4cde798904d453a8112500e5c2b0b4a
ts:2d45e1a9684646c08d44e43ac0dc9b89,97.0,99.0,mr:e4b18f919e1940548813daf7839ba51c
ts:2d4f66b9c3234767a801f6dffd3ab21f,121.0,123.0,mr:35ecfd2ba1734a64b3fe73aa565a93d5
ts:2d575695a8274fb380254ca257e5d7ab,146.0,168.0,ma:85a8720a2c84485da237ade5328cbbc3
ts:2d5fe9121be142679ccee26e97415252,121.0,123.0,mr:e8a2e8e46be143fea94e34d00fe5e563
ts:2d70161a2cd24796b2cc3c94c21f6b71,0.0,3.0,mr:c62289de7b1a4930b216be9bb751853d
ts:2da458972224490993754a8a7989c9df,122.0,125.0,ma:5f753a5f2a9346e3a59d707bf9652770
ts:2db000c3f9ef43f8a5081beb8d4387e4,98.0,101.0,ma:0002ddd4d9e04552a6ddca461e573810
ts:2dba62509cb4458c9f0e95ed36cf7dc8,0.0,5.0,ma:77e9c4a5f1d64f6dbb04245b3b75eb1a
ts:2dbb106d552e43e88e6ff4816e74ef0d,73.0,75.0,mr:021025926b324878ab4190e295920620
ts:2dc6c59817024779b24282b018e54743,49.0,51.0,mr:aef2259bd07c416db98db9f3818f4f4a
ts:2dd0d3fa862a4cafaed65707c251b206,0.0,5.0,ma:bd50c6560df243059effdc21ade12e8d
ts:2dd6d0a31742491c911e54a75c14345c,25.0,27.0,mr:eb3e72bdf8924a618983213d65491e1f
ts:2dddf54cfc584c3590248135fb43cab5,97.0,99.0,mr:a9ee0984e4584acd86bc2c3a7c45105e
ts:2de216e7ef1d40988c110d0a37ec8d48,97.0,99.0,mr:50bb7b4a744044f099534db10c4128e4
ts:2df4acc2ed7243b08445e7c8b550917d,25.0,27.0,mr:ce388a0e30e148bc9e8240825d330b64
ts:2df9a49737ba43cd8e534c670edd4935,122.0,125.0,ma:dfaaa435f1824200951e453b5b693473
ts:2dfebec305334d748a8a4a6efab747a1,122.0,125.0,ma:fbc34ac58b5b4791b5b9c2a3c91a9c71
ts:2e0c920779e04fffb8e260383a7f6fbe,98.0,101.0,ma:f6390460a5a14e3ab674a20faa4a393c
ts:2e17d42f43514b5ebc3f93ec6bcc42ec,0.0,3.0,mr:34ab032b09014daebe2d1172858b4835
ts:2e245cbfe42f4e1cbc874c1b3b76f35e,98.0,101.0,ma:64bd26876d3e42af939c2f422c280132
ts:2e2bab113a8046819615b7c1d7073be8,122.0,125.0,ma:e157b627ad1c4fc799725ff39b0c9269
ts:2e300217111d4d358fb323f430685990,49.0,51.0,mr:5121de41eda84ba7bf1eaf58546c4ae0
ts:2e458ca11e354b679fbbb794efa4a095,145.0,168.0,mr:1d14e8a0a2c84c34bfab9ae08cb8123a
ts:2e4fd2d2088140028f10d7c82441d38a,50.0,53.0,ma:8d23a529df874adda122c441d825fbac
ts:2e5abbe331334116b685ec8c57d0e388,73.0,75.0,mr:653a21d0c66a4f2489804ffff05141f9
ts:2e67d265955342dd99235a4d63d37af0,73.0,75.0,mr:bc2f270c986a4c859bfa9fe2c4af2e19
ts:2e693c707f904994851c76f8032df751,73.0,75.0,mr:1d14e8a0a2c84c34bfab9ae08cb8123a
ts:2e799cce8f2942f293857afca72f0c0e,146.0,168.0,ma:f9af8623d94046c88611da69ad2d3f50
ts:2e844c1fa4c1415f9ac7341e2bd45d2d,26.0,29.0,ma:d25fd17fc0bf40aeb2a0f11c334820ba
ts:2e92eb37682145258fca7bfb0407223a,145.0,168.0,mr:5453c516d79148628f1f2291d5339d79
ts:2eaaf610a12b4740a951871bd33d99a1,73.0,75.0,mr:73157a633d884a2c98b374614fed1c74
ts:2eb4f4eb05c0468ebe95baf3327eee97,49.0,51.0,mr:61537e686cdd4b8d9c7327732913c6c9
ts:2ebb081b58fb4a988e14e31a99fc8eb5,74.0,77.0,ma:e30501d221804d91a438887b2a7957cb
ts:2ebd0a1e3d394b0ebcd120d36030285c,97.0,99.0,mr:eee4028fb68f4fb684609483b4eaa5f0
ts:2ebfe994d0724b72baae1d467ef6508f,0.0,5.0,ma:e3ec4f186e3b4f209a7d86aa093c3dfa
ts:2ec1269fd8b74530a83c364c674fdb9f,121.0,123.0,mr:ac73d9953fc34e4ea5be0487ee188703
ts:2eca3c526edf49f8bdeaab03d9caf21d,49.0,51.0,mr:6f16999166e746a781c5be005fd4a662
ts:2ed2aa45b5d448ec9432237f88b63c79,0.0,5.0,ma:49f6fa7ee37444ff94c1f2f987762886
ts:2edba8e9779b4edf85e91eb4dabfdd59,73.0,75.0,mr:f892701b322646e6b72a3a3ba2b28a3c
ts:2ee0c3dff7204c838a29f6dd84c3b2d3,0.0,5.0,ma:80c9cba4d91d4000930442d7a2e4594d
ts:2ee116713d294f42a071421d5d14f0b5,98.0,101.0,ma:ca667212712c45f19a226f5946609ea4
ts:2ee4b522a4fb47c4adb64ea714d9987f,74.0,77.0,ma:a66706298dd642ce8c25b335e984dd42
ts:2ee9b51bab0848368be245760c38a845,0.0,3.0,mr:fc93b4b28b7e4bad91373882e1859242
ts:2f0a3614397e4a1a8d893c421fb9adbb,73.0,75.0,mr:2c9f5922ec764f4a930c8df743749ff2
ts:2f0f4567e5d7439fb83cee3a48e3463f,50.0,53.0,ma:9665c3091a41436ebfca6ac83d84cfb9
ts:2f16463f037945e8b720ee10d124f1d6,0.0,3.0,mr:953671b2d3304dd49edc64aa47522be5
ts:2f176e3a5baa487ebcaba395b3b1b737,74.0,77.0,ma:f3f019568b724a8395193a3fe0559832
ts:2f1d639a76b246599e7f3f45fd63301c,0.0,5.0,ma:17986d9264e844e3adb9fcfa94f2bd21
ts:2f3175dc60c54e27a35d911e606ccdc5,50.0,53.0,ma:010442ba975541778a8890ee49bc2975
ts:2f3d79631d1345a39b1f86d25d2f7742,121.0,123.0,mr:fa4074ea9c8c4f30a4e4047fc2f30d39
ts:2f65c2ff15534224a2ab76c8c3f682b8,98.0,101.0,ma:74faba6170554da5b466337b9be1ca49
ts:2f69dae20eaa42019ef6c24202198a90,145.0,168.0,mr:36376c1768e241cbb66ab482ec45eed0
ts:2f6e7d9bc62e44a2a4ae16d1e4b28e41,74.0,77.0,ma:4c4e2754ce4846a69796033624c3218f
ts:2f8372e5bdfb4a57a9501449cb391f00,0.0,3.0,mr:8e1f906a6a7c424692516bdcd6223256
ts:2f954e659bb141db9b3f5cd70771c8ee,26.0,29.0,ma:7ce360fed9f74966ad85b784c6f4e02e
ts:2fa53563fb064f64bcdf10d6159cce56,50.0,53.0,ma:e42a711cbb8d4692a7a17b86dd8ee469
ts:2faa2622a1d948c4b5a7d4f78a161486,97.0,99.0,mr:20c36a98cd0e495db29dd87de50169ad
ts:2fb76fb97b864e2f8b2fa22c82e5cc33,74.0,77.0,ma:10baf856ded64d2caad8eefc9211187c
ts:2fba8d5a4b0249b384ddfb9b9de3a7a2,73.0,75.0,mr:02e0d284dfc04fd6b5ba7a3d6f92e254
ts:2fbe4d90918e4df88e80e9368b48fa03,73.0,75.0,mr:7680b9c397f84feb8d44812356312fcd
ts:2fc941b82c104059a008ef99b15a0f2b,26.0,29.0,ma:4b7d9f4d6e4d4be6bc2ba7f729993cc6
ts:2fd630a90bf94a2bac6c671ef0c31cc8,122.0,125.0,ma:2b5011a62b3e448bb85371394a80bae2
ts:2ff77675e38043dabb9ca255c81381b0,97.0,99.0,mr:140625577a4c4e8fb9fd7f2f0f0d35f1
ts:2fff2e9766dc4c85881fab8be1b7b269,97.0,99.0,mr:e095ce400e4647b7b7716239a16c9e8c
ts:3014ecc82652426fa8c546a0f0161973,25.0,27.0,mr:5540a04831974de098597ac422ab7a08
ts:30231e5b7b6f414fa9d38e40c069a695,97.0,99.0,mr:32d90d10ae7f41a88526af1e30089cbb
ts:3026d3529c554c48b2dece8f05dafb08,50.0,53.0,ma:09c924e2c6ed4465b4b9fc3ddea9ecf3
ts:302bd6b8d4064d08b32945a76957efd5,74.0,77.0,ma:dc788b32ab06488cabd5c4395dafde9f
ts:30421b09a61e4650bd89340c755f5ddd,0.0,5.0,ma:6682bfda5b734be980e5a0bbacb24eec
ts:305875cb0c6a45358afbea6d3530efc6,145.0,168.0,mr:27b8a0388e684be8aa74a3735699e0c6
ts:3058f553556b4cd1b4b68f06f4c6ceab,0.0,3.0,mr:d57605dff97744c09c726df71054013e
ts:305eed296b9a44839e14ed7527e4108a,122.0,125.0,ma:6c230a3334cb484190a0580a974c4852
ts:305f929174a74aa084b6f57dcccf97ce,145.0,168.0,mr:7a025988dea849dca3ce531616d8eb98
ts:30612574ae3d4d09b105362a2c99c176,49.0,51.0,mr:49b193b6c20f4dde95ada81a35154cef
ts:306e3b583a9e43a5a5f5ba9cedefd386,0.0,5.0,ma:9ae59b4bae904de7b6ba35d9493f8bcf
ts:307d55cad6b74391a95539d7e30cefb6,25.0,27.0,mr:ce5dd30a7be649338c15238d0941bcef
ts:307f9b07b34b4b51b28631b609b7b914,97.0,99.0,mr:cf480d77077742f6a3112356340d4fb0
ts:308180e3bb1a4dcc8d83fe818d6854ff,122.0,125.0,ma:95260dceffc147429f21497eff756ede
