uid,activity,capability,cost,type,ressource_id
comp:1e84c3b9753841c2bc43c10fca210082,R4,1.0,0.0,maintenance_competencies,mr:30819e317ea84cae92f0dbf0c4200c88
comp:1e85e0e63d124636afde17d5348d043b,R1,1.0,0.0,maintenance_competencies,mr:5b43b102834c4287bd4690f851f635cc
comp:1e8d2f304ade4395813e81e15f18daac,R10,1.0,0.0,maintenance_competencies,mr:5e3ad2f387de43b998c646a1cfcf1892
comp:1e8ea4dfa70c46b3a421556f71b0e91b,R15,1.0,0.0,maintenance_competencies,mr:6756e1e9128d4c6a9778894eea0eae7a
comp:1e8ef9b5a0e3448cbc09a9d1021eb4e7,R2,1.0,0.0,maintenance_competencies,mr:d33bf0ff72db48af894a86666d44f4b5
comp:1e97d788e3854825a5c0ffd18103f09d,R6,1.0,0.0,maintenance_competencies,mr:11be4235376b4933b5c668f546bdefe0
comp:1e9e6042f9724c5baec41773d6e451d6,R2,1.0,0.0,maintenance_competencies,mr:3cec6f0ec2cb492aa1b1163865b0150f
comp:1e9f27a7d0b54866a9d286b7fe78c31d,R12,1.0,0.0,maintenance_competencies,mr:a0ce93ac703c4821b649732d18ba87d0
comp:1eab430dfabf42d98d39a239d3119336,soin,1.0,0.0,production_competencies,ma:68e43cedb0a5413980ff96e041a3e6a5
comp:1eae682b845340169d0acba9ea68cb14,R2,1.0,0.0,maintenance_competencies,mr:50bb7b4a744044f099534db10c4128e4
comp:1eae7ba50f45425ea521fa78af4d0ecb,R12,1.0,0.0,maintenance_competencies,mr:943d04c1349547bf9e11476bb3ec67bc
comp:1eb042dc8b5545f79ba179ddf605cee8,R11,1.0,0.0,maintenance_competencies,mr:c62289de7b1a4930b216be9bb751853d
comp:1eb272d49b6e4569b8fb318e5064dc32,R7,1.0,0.0,maintenance_competencies,mr:82e7f99373db405092c39c46cb89001c
comp:1ece121f0f574a44a5bb483155efcf7f,R14,1.0,0.0,maintenance_competencies,mr:dc099757eec34811a3f41a26628d7a8c
comp:1ee10fb14de34e46b0d16c3c0ce09e58,R8,1.0,0.0,maintenance_competencies,mr:e316089825f64dae93139c4301cabf32
comp:1ee41b9a599b418ca9f1491014ed16c6,R2,1.0,0.0,maintenance_competencies,mr:56b23cff42e042bc89606bf51e96371b
comp:1ee6d93cfedd4802a0c883f3ab65a9bc,R4,1.0,0.0,maintenance_competencies,mr:3419632e1241425ba9e7acb2d15cf195
comp:1eeb25f878f0445f9b0b3b788f4690bf,R11,1.0,0.0,maintenance_competencies,mr:abefccb0b3354650b99ef4f9f7f06af2
comp:1efe5c1a7ae8421baa6a51cf7a02ea71,R3,1.0,0.0,maintenance_competencies,mr:5f3f69bdd21a425f91e48ece6033e0f9
comp:1efff27fdd5c4aff8b62ffe56ea8664e,R13,1.0,0.0,maintenance_competencies,mr:48f4019f6c0843b090650daf88b25f9e
comp:1f05736b9bcd4ca3a6f8b05b5e0f7389,R9,1.0,0.0,maintenance_competencies,mr:bdf1f2c2deb347039870f73c2f2eac72
comp:1f0c6febdb6e4ad69bf9f15949bae989,R3,1.0,0.0,maintenance_competencies,mr:ae4d3dc46bdb434ea7f2b298f00c971d
comp:1f1613357d6f464a90e899270eb5bce8,soin,1.0,0.0,production_competencies,ma:62b1b7589dd54f2699062fee58b3357d
comp:1f18b4de0fe9461d8b8ecbea4ddd422a,R8,1.0,0.0,maintenance_competencies,mr:b526436fedb24829b9ab960262586424
comp:1f1dc0177d3c4f538f7605a692b1c07a,R5,1.0,0.0,maintenance_competencies,mr:febc1465e89049cab10efcfbbbcd5e95
comp:1f26f77179f74f4d82cc6fc14696922c,R15,1.0,0.0,maintenance_competencies,mr:32d90d10ae7f41a88526af1e30089cbb
comp:1f3b062f7a6844098e6666fa9ee092c9,R8,1.0,0.0,maintenance_competencies,mr:4b27d47ac1e14903a50ac029bf93c25f
comp:1f42770611014cadab33c93211690610,R12,1.0,0.0,maintenance_competencies,mr:babf41c65d8441f7926d37ee8de63cc6
comp:1f477e39f7b84b5a88783ca0dc9065d1,R14,1.0,0.0,maintenance_competencies,mr:6a3e358b41954ec887bd88a77afba6a2
comp:1f5480f3cb2b4da9938c610b55632a6e,R2,1.0,0.0,maintenance_competencies,mr:92ade0cf61fc4b6cab1c195f6832e33b
comp:1f579bf7c6cc4a4290dacd32e2545137,R2,1.0,0.0,maintenance_competencies,mr:43664516aa03426aa8522dccfb8cb92f
comp:1f60dbedf2ac428685f81b16fdf70941,R10,1.0,0.0,maintenance_competencies,mr:918e1f525beb433681883196f376fd81
comp:1f7f29f8e66b41dfaad22e404566dd77,R2,1.0,0.0,maintenance_competencies,mr:2827d5923d90467eaf98470c7de2cf02
comp:1f81955869704b0e9c8cc66f36d818b5,R13,1.0,0.0,maintenance_competencies,mr:2d01f48f89c1425b9370fa813266a239
comp:1f8415e790c741708f053041cc11594d,R11,1.0,0.0,maintenance_competencies,mr:30819e317ea84cae92f0dbf0c4200c88
comp:1f85f0ba3a984df381769e3c69439b6d,R6,1.0,0.0,maintenance_competencies,mr:00ddafdb00c44204bebbc450b4d50b12
comp:1f8a534c2c04482887397839edf1360d,R7,1.0,0.0,maintenance_competencies,mr:3e9873c72f8f42a89b8acd8037d647b3
comp:1f8ce4fbc08e4c42be3092212d5be9a3,R15,1.0,0.0,maintenance_competencies,mr:5e3ad2f387de43b998c646a1cfcf1892
comp:1fa2ce4dddbd49acbe73e49695b21596,R3,1.0,0.0,maintenance_competencies,mr:92e415fec6434818afe25d8d24ba7f11
comp:1fb92884674544df9a0baddd5c273a6a,R3,1.0,0.0,maintenance_competencies,mr:f9808d0918b147488d1424a6642a4992
comp:1fb9f0b9a25d4763b528978b447bea56,R11,1.0,0.0,maintenance_competencies,mr:564e6b1b14d64557845f36c5a8f35fa8
comp:1fbb800688194f33983b02c2ad25a84d,R15,1.0,0.0,maintenance_competencies,mr:da161047edb34f2790af5b45d65617e5
comp:1fbeb51f51a14fb799c033586937320e,R12,1.0,0.0,maintenance_competencies,mr:ba79d6d9273541eab5155b61e24699df
comp:1fbf6fb542894110934aecc3f355e074,R9,1.0,0.0,maintenance_competencies,mr:e7780566ad514ae491543cd95d667c00
comp:1fc85b8c7ffd45479cf7b47d4dc31d02,soin,1.0,0.0,production_competencies,ma:290e570a9abc4f32b1680feb4ab10cb0
comp:1fcb2fa7697642739a6ff98f7b4f4eb5,R5,1.0,0.0,maintenance_competencies,mr:d156150fe7d841be99d16678e9ebbbc6
comp:1fd02d916f9a4fda96a8fe04fcc448aa,soin,1.0,0.0,production_competencies,ma:8d3bd605435d424690991fb042c71fd1
comp:1fe1e5bc325d4622be0251e858299200,soin,1.0,0.0,production_competencies,ma:09745feb49ed4cae8b6812e1ffa3dd4a
comp:1fe8ebeeaca54a9fa2a5994b4f02e62e,R15,1.0,0.0,maintenance_competencies,mr:d145e36d52ae426ca970e60b71c4fd22
comp:1fec01271bf94bc184288a06b36869ac,R13,1.0,0.0,maintenance_competencies,mr:4c209b179cde424394f59fff0397f007
comp:1ff7f98cf2f345b4955d5da470467c29,R12,1.0,0.0,maintenance_competencies,mr:d1615a7eaba64a1cb74adf508c8aaed8
comp:200e9b9c8f6342278e89a56aad0cdd36,R11,1.0,0.0,maintenance_competencies,mr:426209482dd9472199a6a351bee8047a
comp:201246c431024a54be0c293f8b61006d,R13,1.0,0.0,maintenance_competencies,mr:ad36be43f66449bca6f59fa6299d8a0e
comp:202311c8c3ae457c9c90c9e52c574749,R1,1.0,0.0,maintenance_competencies,mr:6a3e358b41954ec887bd88a77afba6a2
comp:203911b9f19f4ccfa0e1d47df027abd8,R13,1.0,0.0,maintenance_competencies,mr:f12da3c3d0fd4de385e22b28ae0e1703
comp:203ae788ad35440eb54c89d0a7208d99,soin,1.0,0.0,production_competencies,ma:c5c444ae35cd498fae9fdd84b13a17ad
comp:2040823cfe3448168cac31387eeb246c,R15,1.0,0.0,maintenance_competencies,mr:93068a3f62334584b400e0de7a71f7c6
comp:2041dbabe2804959935ddd6bf6f05907,R12,1.0,0.0,maintenance_competencies,mr:00ddafdb00c44204bebbc450b4d50b12
comp:204452a0ee894ca389c2ed5d2ef3a740,R11,1.0,0.0,maintenance_competencies,mr:e50b6609be6d447992ba7cc2f87218f9
comp:204646fb44b146d094bf13d15e4bc7c2,R13,1.0,0.0,maintenance_competencies,mr:de479a882aa245f7b0eef22a770190ff
comp:2049eeb0016a4d2f897faa56a9f137f7,R13,1.0,0.0,maintenance_competencies,mr:c16354599b25442ab21761d34cf51df7
comp:20560fbb1ae8418b9a48f6a5f577b612,R3,1.0,0.0,maintenance_competencies,mr:2f83d6dea7fa4239b694a1c473ec9607
comp:20572a3a99b8401592718fb6a114a1b0,R6,1.0,0.0,maintenance_competencies,mr:426209482dd9472199a6a351bee8047a
comp:205ca43b6e1a4a3fa6127dcf80228bcc,R12,1.0,0.0,maintenance_competencies,mr:a074c59d45644d438a5056f82b1fce81
comp:205cef60851b425c99b9559de105dfd6,R7,1.0,0.0,maintenance_competencies,mr:f0f5311ed2194b868b2d1d2eb6f06e53
comp:205ee23e9dbf4653ba6137ce30f7572e,R3,1.0,0.0,maintenance_competencies,mr:3f9c070b2026476f903a49828611d78e
comp:206aed8afac24bda91b905b4603cd05f,R8,1.0,0.0,maintenance_competencies,mr:8065634966ea4b21b40fa5827270621a
comp:207183ea56a4435fbaf3e6e2b22d044b,R7,1.0,0.0,maintenance_competencies,mr:ad307b5481c14ef8bd5376a4708db2fc
comp:20781d66a7574caaabd86f274239a370,R2,1.0,0.0,maintenance_competencies,mr:b279f6939b6a44e1b99dd05461fe87a9
comp:208e9afc48c34ca6bc1b33a495cd730f,R14,1.0,0.0,maintenance_competencies,mr:0c8b1d9bebba4527ad164e60b9e21d63
comp:2091b735252545189244e58ec2e55ab0,R4,1.0,0.0,maintenance_competencies,mr:46ca5c44d59d4e8c97536f904c35f18a
comp:20c25e932c2843f493acee60aa9e9501,soin,1.0,0.0,production_competencies,ma:9bc6531c7f7d4c33afd53796fff77171
comp:20c9501ddcd64c31b14a04bc1c4e6d3f,R1,1.0,0.0,maintenance_competencies,mr:653a21d0c66a4f2489804ffff05141f9
comp:20ea42e374374ed5890f46dc772a32c2,R9,1.0,0.0,maintenance_competencies,mr:f99905f43c0849ed8caed5f8db20605c
comp:20eb6419c6294673994afb8473796c3f,R2,1.0,0.0,maintenance_competencies,mr:1432b25ecbe84ed781da5709b0b1c5e8
comp:20ee2f49447a4c4184f951ba15bb1a9e,R6,1.0,0.0,maintenance_competencies,mr:4781f410168d417e9de9aee47082bae3
comp:20f49ca1f476475fbcc5dc2e41affd01,soin,1.0,0.0,production_competencies,ma:09d46ac5f46c4262ba6c9c990a855f5c
comp:20f64c21cf664cd2a42f3bf8cef7148e,R5,1.0,0.0,maintenance_competencies,mr:18aa0484b45047c385519725373c1cbe
comp:20f7d322d3b046d98ca25c6d50663af3,R4,1.0,0.0,maintenance_competencies,mr:2c7f8bd086cb41f7aa0d191221601934
comp:20f8ac1df09840789a19a6b65a3d019e,R9,1.0,0.0,maintenance_competencies,mr:17a2b4e1dee3417cab24fdaa06c72dbf
comp:20fa6325310642d4abb77af009557ce0,R4,1.0,0.0,maintenance_competencies,mr:51a744c4c4a3437fb25c26faf6185456
comp:20fb110de0fd40b8b37f560104be94d2,R14,1.0,0.0,maintenance_competencies,mr:77f6d30d768845178975a441d80b54c9
comp:2119ec1f2bad4103a47ea6f52824bc2e,soin,1.0,0.0,production_competencies,ma:3bf13d9143874f649a5614ecc82d7d59
comp:212368c060a24e41aa701bdad8792d71,R13,1.0,0.0,maintenance_competencies,mr:306c0b38ce8443c7ae1e4da86196fb1e
comp:212889139c684a6aa1a7ad1e4bc1a165,R12,1.0,0.0,maintenance_competencies,mr:f12da3c3d0fd4de385e22b28ae0e1703
comp:212cb3da9f9e4ab9a6db97ff73edaf94,R4,1.0,0.0,maintenance_competencies,mr:fc02f4c32a7e48e29d2e13cb9d737d1d
comp:21429a069c5e4d21b67735647424c5cc,soin,1.0,0.0,production_competencies,ma:383d0beb9f7b43d0b39d45bd0cf31208
comp:214b54e349bf4537ba11f795b506da2d,R7,1.0,0.0,maintenance_competencies,mr:deb7418f42af44c1b08d854e9f73a6e2
comp:214ca4b8a0334fefa921a4b0e2c24a75,R3,1.0,0.0,maintenance_competencies,mr:5266bf37538e4fb8ba441733ed7dc61f
comp:214f352b62a44e1e9ad81c3e8129a81d,R5,1.0,0.0,maintenance_competencies,mr:ce388a0e30e148bc9e8240825d330b64
comp:214fd9a92e6d47fb9d3a5919a16fbb99,R8,1.0,0.0,maintenance_competencies,mr:0d9c34680d9a461fb5016d44920e8903
comp:21685e4ab9694112a5e4ee3758d2d118,R6,1.0,0.0,maintenance_competencies,mr:27b8a0388e684be8aa74a3735699e0c6
comp:217c58b05a644128889a6fc91a16f5ab,R6,1.0,0.0,maintenance_competencies,mr:1e7a8456cd5b4db691150d8c9caf691b
comp:21844890705e4e1da26b45b3504dca98,R7,1.0,0.0,maintenance_competencies,mr:4e0ea6ff813149ee8af85621d4e06c0f
comp:21a8d6881cbc42dc96e64b5f3ae0c928,R4,1.0,0.0,maintenance_competencies,mr:426209482dd9472199a6a351bee8047a
comp:21aa75fe969a43dab43de0203d34f90b,R1,1.0,0.0,maintenance_competencies,mr:5c43d42033ba49a89b11a566cc6f867d
comp:21b69d7e0941490898de52ff1f44262a,soin,1.0,0.0,production_competencies,ma:2dda42627a9b4099a462a1c7fb54c954
comp:21b8520a375940e7995aba266387c870,R9,1.0,0.0,maintenance_competencies,mr:38c01af66151414386fe82d35b57503b
comp:21bd2072e07f43efafc55b67a5610c60,R3,1.0,0.0,maintenance_competencies,mr:9c960ff8f7e9434ea7a31a3c830f9822
comp:21c2a78c2ecb44fba6e270de68e8d875,R11,1.0,0.0,maintenance_competencies,mr:e1df49507adf42a182fa7780bf208698
comp:21c7e326e57c418aa186f6f7f274bea0,R7,1.0,0.0,maintenance_competencies,mr:38c01af66151414386fe82d35b57503b
comp:21cf2f471c48471dbe9ff3dcaa7fea69,R13,1.0,0.0,maintenance_competencies,mr:369a1372e5414e4884664ff927838bca
comp:21d766ee6a504e31a44735f437d52804,R6,1.0,0.0,maintenance_competencies,mr:e599ad872e4944ccb0ea9229f2cbdf14
comp:21d848ef69044969aa66e3c487c56689,R10,1.0,0.0,maintenance_competencies,mr:dbcb929a338249ae9f4d14a37c64ba94
comp:21db978f2eee42ef9b27837f6e94f434,R12,1.0,0.0,maintenance_competencies,mr:cf480d77077742f6a3112356340d4fb0
comp:21ea87ea3e004d95a43832bf714282be,R6,1.0,0.0,maintenance_competencies,mr:a5bca574ab2c429b88501037fd1eb26b
comp:21eadf91c1b14b399424d8df76c140a5,R12,1.0,0.0,maintenance_competencies,mr:72c409191aaf47aea7a6e1d19acb57ff
comp:21f50daa2bce489eae1617e0bbaafdec,R7,1.0,0.0,maintenance_competencies,mr:d0f601171e854b31ae008d4cf468b642
comp:21f81cba4f4147aa9a923b0849e168c2,soin,1.0,0.0,production_competencies,ma:a009f02a1e174156baaacce3292ea692
comp:2201870e44854d2ebef218be01672f38,R5,1.0,0.0,maintenance_competencies,mr:dbcb929a338249ae9f4d14a37c64ba94
comp:2203a240edf7462a9692e2f0a0e28ab2,R2,1.0,0.0,maintenance_competencies,mr:918e1f525beb433681883196f376fd81
comp:2213befaeef1446ab123e5f7bd7c6745,R8,1.0,0.0,maintenance_competencies,mr:b8018142d5ae4f8793217dd01ff0f72c
comp:221d1ae00de44e2bbfd0bfa82b9b9c45,R9,1.0,0.0,maintenance_competencies,mr:ffe3612fa0f44167a0c613630d5c414f
comp:221e0a7c02d148a6be700db3d968d234,R13,1.0,0.0,maintenance_competencies,mr:d9b22ba96f9444b3bf428d4650647b08
comp:22256cca04f845559887f267725fd14f,R13,1.0,0.0,maintenance_competencies,mr:0116dc5437ed42ec8568ff56bfeb687b
comp:2229b348f58a4d7da56b7c73f9c8029e,R3,1.0,0.0,maintenance_competencies,mr:8d59eb537745414db220ebd2c214a70b
comp:222b7e01e9c048e9990d3275f905f167,R3,1.0,0.0,maintenance_competencies,mr:e39dbe022ea8404fbe5ad3e9d6622cbb
comp:223356df6e64413cb8a8ac39aee9ce8e,R1,1.0,0.0,maintenance_competencies,mr:d0f601171e854b31ae008d4cf468b642
comp:2245b419cc244471a279756fb4a4c2bf,R14,1.0,0.0,maintenance_competencies,mr:cc38e2fc134d4c0fbfd04d024756ac67
comp:224878c2c1834fad89de228662bf1492,R14,1.0,0.0,maintenance_competencies,mr:eb7471a7e5af4df1a69ae6f262f3f83a
comp:22570c24b2564d88952dcc988977ad5d,R7,1.0,0.0,maintenance_competencies,mr:2618f763730d4f5fb8f74185d9c1a564
comp:226c0d96bd64462eb4b71389dde4d616,R14,1.0,0.0,maintenance_competencies,mr:bb72145ccb234512b56501fba6c866b8
comp:227732d97ac14a5da026430854a87bdd,R13,1.0,0.0,maintenance_competencies,mr:448d76a3c382453ab19fcaa5050bb1e2
comp:2282bb0c00074ec0bbfd971105b93aee,R12,1.0,0.0,maintenance_competencies,mr:0761d45c72934225bdff46e900779d24
comp:22837e7a1a7040b8bc9423c0a1c3108f,R3,1.0,0.0,maintenance_competencies,mr:56b23cff42e042bc89606bf51e96371b
comp:22873b82b452465495d018abfb437f5d,R6,1.0,0.0,maintenance_competencies,mr:f47e66a97b65490a9c5240fce27d6b87
comp:229620b5f37444419cd6deb26db6df3f,R3,1.0,0.0,maintenance_competencies,mr:7c71302b8e474cf690152b5094632319
comp:229f21c14e074c038735ecf6ebb01976,R4,1.0,0.0,maintenance_competencies,mr:5c43d42033ba49a89b11a566cc6f867d
comp:22a0aa13569349cda8163a70d7de54d1,R15,1.0,0.0,maintenance_competencies,mr:be22985acaf144daa77f017ae19b4f95
comp:22a2609add174144b406fd91dd261052,R14,1.0,0.0,maintenance_competencies,mr:56b23cff42e042bc89606bf51e96371b
comp:22a6780f65824364bf7203b804ea54bb,R12,1.0,0.0,maintenance_competencies,mr:2b0b90057728414bba011f5fc17d758a
comp:22a98921215843cc9fc534712099d25e,R9,1.0,0.0,maintenance_competencies,mr:d0f601171e854b31ae008d4cf468b642
comp:22b412503cb643a2a26877b84b835118,R13,1.0,0.0,maintenance_competencies,mr:7588799f336141168782b611584a7449
comp:22b663100ce14b39803d92f8a8aee4e7,R1,1.0,0.0,maintenance_competencies,mr:111e1d21e4304926a304397063926f92
comp:22b97977314b41f98e211b6b4bc077e7,R14,1.0,0.0,maintenance_competencies,mr:ef254ca1ee554decb29957b5c44e66eb
comp:22ba5b0d4aa841feab81a9ab188e1e3e,R15,1.0,0.0,maintenance_competencies,mr:7d1977baa68c4f5c88a4a4859be3cfef
comp:22cf6cb9f1f649889ed23a333001779a,R12,1.0,0.0,maintenance_competencies,mr:e4b18f919e1940548813daf7839ba51c
comp:22f7339544104e3581511d57fcf8f131,R6,1.0,0.0,maintenance_competencies,mr:af25fce56afe4d429aa63077f329e526
comp:230309a4d1934920a7d7bb657af172cb,R11,1.0,0.0,maintenance_competencies,mr:7588799f336141168782b611584a7449
comp:2303a6e9e00048feb60ecd122af361f4,R1,1.0,0.0,maintenance_competencies,mr:9fb3594caa8d437b89f7a6933660176d
comp:23098d2caf3945fda99b52167b67632c,R6,1.0,0.0,maintenance_competencies,mr:eecfbde2b280498ba45c515f98ba6d61
comp:23119c76ce6945478aaf1d52a1da0948,R11,1.0,0.0,maintenance_competencies,mr:935da450fef14e11b282083921bba39b
comp:23256f4dc03b44dd91cd2a95155a14f4,soin,1.0,0.0,production_competencies,ma:cb0de95be39f4cbdbcd8849a320244ab
comp:2329af0659b94795996dbfe4ed1d85eb,R12,1.0,0.0,maintenance_competencies,mr:de479a882aa245f7b0eef22a770190ff
comp:2329b337cadc4935bcb302d7d7c32e39,R8,1.0,0.0,maintenance_competencies,mr:efebbce908e44368a9fa89c2d934bf4a
comp:233f329f44d445d2b47828d9887ed4fc,R2,1.0,0.0,maintenance_competencies,mr:f95f4fc84e334a309d425d3b7b7f9278
comp:23455afd97b44a539f0fb2131f81df95,R9,1.0,0.0,maintenance_competencies,mr:af25fce56afe4d429aa63077f329e526
comp:2346d8ec96754dc7bd83c61659c8ef80,R11,1.0,0.0,maintenance_competencies,mr:e095ce400e4647b7b7716239a16c9e8c
comp:234832f834864e4896e31f01e85450eb,R6,1.0,0.0,maintenance_competencies,mr:19e6bc783cd248268284212cc855a231
comp:234a9cf710f44a829f9d975daf79d3cd,R3,1.0,0.0,maintenance_competencies,mr:369a1372e5414e4884664ff927838bca
comp:2361beafb4e34f5598b2cbd751cef66d,R12,1.0,0.0,maintenance_competencies,mr:d0c6e3ec2876450a8a548a9a9c5f492a
comp:2362b0a005e24a2faf5869866cb867a9,R7,1.0,0.0,maintenance_competencies,mr:4e8876bc32a54e22bde690eb739c2d9c
comp:236399a96e334f70913a711360d6752c,R14,1.0,0.0,maintenance_competencies,mr:d88bf41f14734d1e8546eabcd323066c
comp:236d11fbfc404b45814813d22b7ddc36,R11,1.0,0.0,maintenance_competencies,mr:56e8101765074d7da04ccf5d69de98fb
comp:237da388c37a4a9bb802eb1252374e4a,R10,1.0,0.0,maintenance_competencies,mr:9c960ff8f7e9434ea7a31a3c830f9822
comp:238dda1efe4a446c9e918c99fbd40794,R15,1.0,0.0,maintenance_competencies,mr:2b0b90057728414bba011f5fc17d758a
comp:238e311c29ab4bd986087af5c7b40dd5,R2,1.0,0.0,maintenance_competencies,mr:7f988f5407a94ec2a4de66cc154595a8
comp:238f56b81c364979bf151ab6a90ed6d8,R15,1.0,0.0,maintenance_competencies,mr:babf41c65d8441f7926d37ee8de63cc6
comp:239e30eb4ebe4309a4539c0c0cab4f52,R12,1.0,0.0,maintenance_competencies,mr:6cd472f3648c474d9d39e2bdb2db2882
comp:23a36969a0914445a2d3081215e95057,R6,1.0,0.0,maintenance_competencies,mr:b251b59b18364e08b790c4bbf3d6d4e4
comp:23ac98f1735b448c826a930257ed26b4,R5,1.0,0.0,maintenance_competencies,mr:1d14e8a0a2c84c34bfab9ae08cb8123a
comp:23b1ec0073ac498d8467a7859932baec,R7,1.0,0.0,maintenance_competencies,mr:79a39a2df856493fb3d98bb39539f004
comp:23b2178f61044f23b8ea1968070c65b0,R11,1.0,0.0,maintenance_competencies,mr:79a39a2df856493fb3d98bb39539f004
comp:23b563fb425744b28ea6c26958a9fc36,R7,1.0,0.0,maintenance_competencies,mr:477054dd4bda43dfbd867066cfea6fbf
comp:23ca1f0a1352411c8fb9f89964056ef3,R14,1.0,0.0,maintenance_competencies,mr:0aa3f32140034bfc96cf828f2f1a3f6f
comp:23cf51fee952460ebfbdee2eeae03e9d,R7,1.0,0.0,maintenance_competencies,mr:d8b628d956094c6a85b421184ee8f475
comp:23d20afc07f54ce8aa7de3db4849f51d,R5,1.0,0.0,maintenance_competencies,mr:4c84476965f14c6b8fee8db338a22da1
comp:23dd923c31ce4e62898ca625178211c3,R8,1.0,0.0,maintenance_competencies,mr:2b0e06cd904a4cbebef154ae90ec28d3
comp:23ecc6dae81e433788175eb6b332abab,soin,1.0,0.0,production_competencies,ma:56e328059c2245c588c941d0b52f7638
comp:2401fe33a02648f79c80a6cf5b8d1ff2,R14,1.0,0.0,maintenance_competencies,mr:41e71cad070b424da58e4a8a9624cf04
comp:24064dfb0b424a6b8baf3730d0046e21,R4,1.0,0.0,maintenance_competencies,mr:154f94d1d1d84b908599b90f20e5ad98
comp:2419cd2ace184e71ac38e4b4e826eb3c,R5,1.0,0.0,maintenance_competencies,mr:41e71cad070b424da58e4a8a9624cf04
comp:24318d28d2124fac8e011c401ea40af5,R10,1.0,0.0,maintenance_competencies,mr:8420a8c7fb534f4ab9c3d5057d85a1b4
comp:2431dc219a4c46bd88d98f4c61caa536,R3,1.0,0.0,maintenance_competencies,mr:43664516aa03426aa8522dccfb8cb92f
comp:2434538574d241beb980d49bd7ab2348,R15,1.0,0.0,maintenance_competencies,mr:6cd472f3648c474d9d39e2bdb2db2882
comp:243453e40b1a49bdae9605e28dd16f4b,R3,1.0,0.0,maintenance_competencies,mr:babcf7e61659419f8bb77a558a7b4d82
comp:2441f7eb853f4d848641c8edd5d7f8cf,R6,1.0,0.0,maintenance_competencies,mr:95662e4c597f44e284ebbe32a2853939
comp:2445e0e048004d52b632491baf10fbcd,R4,1.0,0.0,maintenance_competencies,mr:ae11d96890af4c9da91a683f6b47008e
comp:247024241c284d568a466ef01d6595ab,R2,1.0,0.0,maintenance_competencies,mr:29c7b2fb4544440abd13ce3776c6dd28
comp:247534fae76a44c492a28f614bbdd5bd,R9,1.0,0.0,maintenance_competencies,mr:a9ee0984e4584acd86bc2c3a7c45105e
comp:2476ea78e6194c4ebc7c0e52b5da090a,R14,1.0,0.0,maintenance_competencies,mr:4adc97902c5846de91497810a203da94
comp:247923c699024a0f81179208926a5b5b,R7,1.0,0.0,maintenance_competencies,mr:95662e4c597f44e284ebbe32a2853939
comp:24797f5a7fa0408cb07f0418204b88a0,R6,1.0,0.0,maintenance_competencies,mr:3a716a5ef5ba4c15b1bb76c5e89c62fa
comp:2482c44609c64c23a91702a4ad1a3c91,R9,1.0,0.0,maintenance_competencies,mr:72c409191aaf47aea7a6e1d19acb57ff
comp:24867b3123884465b50bb4620aad0cf7,R14,1.0,0.0,maintenance_competencies,mr:bc2f270c986a4c859bfa9fe2c4af2e19
comp:249e8399363046aebdd1c5c7fa600c47,R6,1.0,0.0,maintenance_competencies,mr:50bb7b4a744044f099534db10c4128e4
comp:24a3418733f1485d9a8efe31cd3baa5f,R8,1.0,0.0,maintenance_competencies,mr:517e704a3f90436a966b512c7940bc1c
comp:24a5dd7b034841d0a51f8cd62b127271,R11,1.0,0.0,maintenance_competencies,mr:1567b922b5f04f7dbaa44db63c1908f1
comp:24baeb7de0d24595be002e9aadc7f198,R6,1.0,0.0,maintenance_competencies,mr:4abb06055fa345578e5c707b2713283a
comp:24c0c25942f34e87bdf76ada5fce14c5,R1,1.0,0.0,maintenance_competencies,mr:4b27d47ac1e14903a50ac029bf93c25f
comp:24d5e70fd5c04adb9b77a9010f04b037,R7,1.0,0.0,maintenance_competencies,mr:6088644b77764bb6a30f58b6806cff22
comp:24d7a9d74125438594608dc886cb6fd1,R2,1.0,0.0,maintenance_competencies,mr:902418bb1d22427c95153a5570159af9
comp:24eceb99dd5748629184012afe77be22,R9,1.0,0.0,maintenance_competencies,mr:918e1f525beb433681883196f376fd81
comp:24ed029da1a242dfa68aa97de433ea1b,R12,1.0,0.0,maintenance_competencies,mr:f9808d0918b147488d1424a6642a4992
comp:24faf7d716444813a573fc576549fe88,R3,1.0,0.0,maintenance_competencies,mr:7065951305b8486a8e842440ea26c8e1
comp:24ff3d58088a4d46a80f6aeb49231c7e,R13,1.0,0.0,maintenance_competencies,mr:653a21d0c66a4f2489804ffff05141f9
comp:250a74b7eb754fb582ad8e97a8d48e15,R15,1.0,0.0,maintenance_competencies,mr:48ff688af7654bbe8aa774bdf2443db1
comp:250b9e0e57564e1f8f9dd392d34f4b75,R11,1.0,0.0,maintenance_competencies,mr:5f3f69bdd21a425f91e48ece6033e0f9
comp:250d408ff1b5477fbf977fee3a1718fb,R1,1.0,0.0,maintenance_competencies,mr:babcf7e61659419f8bb77a558a7b4d82
comp:25310ce8b9d34dc9ac6f47b32e8e9649,R6,1.0,0.0,maintenance_competencies,mr:6088644b77764bb6a30f58b6806cff22
comp:2533dcd8029147ed8946636d538ac573,R9,1.0,0.0,maintenance_competencies,mr:8e1f906a6a7c424692516bdcd6223256
comp:253572287cc748f0a02ca5efee724228,soin,1.0,0.0,production_competencies,ma:4f1dc81690dc408fab056e1a1a6733bb
comp:25365f5ebb864048b6da08d47078e2cf,R11,1.0,0.0,maintenance_competencies,mr:111e1d21e4304926a304397063926f92
