maintenance_tasks.uid,maintenance_tasks.need_date,maintenance_tasks.device_id
tm:8343ee6701f045c185bdde92f7f4d861,743.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:cb888ce35b5d4c29ae41fcceab56fb9f,781.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:f08ac755349946298462ea6582091d5a,827.5,dev:99b24802323d481a8a24a8face6f4843
tm:3d9caafd99fe436096092cd7c674be79,897.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:a4870b57780a48b0b034ae1b761d0e21,926.5,dev:99b24802323d481a8a24a8face6f4843
tm:e260d30bdaae4dcbaab992675b4fe185,1025.5,dev:99b24802323d481a8a24a8face6f4843
tm:6246ba223f9345a9902048bb1c3b00e4,772.0,dev:99b24802323d481a8a24a8face6f4843
tm:685347f049254d4fbbd0a69b3d6774ec,674.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:85985a6d24834d658a4c277809939a6b,741.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:c28dedf6ec764168ab3747ef6d49a8b9,871.5,dev:99b24802323d481a8a24a8face6f4843
tm:b7ae22401af84d29bdd952ec0630185e,876.5,dev:d002253be69942a891d20dc031cc93ba
tm:4872120ffdbe47328757066b4754ed9a,904.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:504c601592df4d99a30033206ee09eb5,956.5,dev:6d39f2500e464d178db757c01ac8b0b9
tm:9f964d533245421cb25e22f74d5bcb88,1037.5,dev:99b24802323d481a8a24a8face6f4843
tm:78f9da5b3e8c49169215a85b4a61dc6d,933.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:7bc46eb01b8446cdb1c6828bfa987761,446.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:7a3019042c594632b4eebe6011cb2f93,557.5,dev:f615d819fb51414abf072597158bc83b
tm:99f93848cc40417c8904fa1950bb195e,562.5,dev:8ba203e696974d28a086402d7ab80f73
tm:a13e74d090c648efbcc91191c55c3116,506.0,dev:4e4d378f567d410487d697241734c3c7
tm:cf86f64d737d4057a6e36ef2290131e8,530.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:b433dd917cb14113a3817873fd4d21cf,671.0,dev:8ba203e696974d28a086402d7ab80f73
tm:0ad5738cb61d499eb852400c3e5dd217,606.0,dev:4e4d378f567d410487d697241734c3c7
tm:2783ef637c12480282ce2401c3a5fdb4,616.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:cde13375b6004159a6e1cff38ea04eb2,702.0,dev:4e4d378f567d410487d697241734c3c7
tm:045bec80fb224a50a17c0d46d8e39259,702.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:7ddd1ece327b41a387a53cf0ecdd7284,803.0,dev:4e4d378f567d410487d697241734c3c7
tm:7b817326bbdf43d2ae7327805f194bd8,789.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:2d5772b2320c4b378c98acb369624499,905.0,dev:4e4d378f567d410487d697241734c3c7
tm:de54870f425240fb9701eb62fa583fff,874.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:33d19edca2654cf0b9df7247118af0f9,961.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:cd7fd5674b194387846b82a9f1145a73,1047.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:bd12e377d4084acf9652b2cc6a2a90ba,864.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:a5f6652dcfc346d7846c627749cb8376,775.5,dev:f615d819fb51414abf072597158bc83b
tm:dc3c4adf9c794929ad328dc28a2b9c37,780.5,dev:8ba203e696974d28a086402d7ab80f73
tm:d738416da75a494caa64f99e3f0f1aa9,769.5,dev:4e4d378f567d410487d697241734c3c7
tm:bb806fb7a577421abcf27ad34f6adfb5,509.5,dev:021a01a8f16142a1bbac70295783e279
tm:7274f73a23474665ab05d3a82b4528f5,514.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:b0e969278d5d49b6ae64ca6a2887220a,526.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:95473b86115b4cfca69cfd04628f03ee,507.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:19838acf3f054efd895b0029259a4da2,611.5,dev:021a01a8f16142a1bbac70295783e279
tm:c6ff237f0b2a4b629704c371caf2b1e9,616.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:95f66dd18033422a9630d0a064a1488a,622.5,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:8c86fdc0e5224889bb4fce684d74773e,601.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:bcd1d62f767a46c6968be3ce3a1f8f29,716.0,dev:021a01a8f16142a1bbac70295783e279
tm:a50be756a6214315a7f17d698b158827,721.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:0fbf255ca3b34869ad0d27dabe86a46c,725.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:49ce1a7cc39e4faab5759b053d29ccf6,730.0,dev:f013821889c046c2ad179d69793afe91
tm:baf0639760064dd8a05ca13e973171b5,692.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:260752137e5040209e794b9f8c76e89b,821.5,dev:021a01a8f16142a1bbac70295783e279
tm:1ec0b537ddf946d4a47286d9913fabfa,826.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:350693526ba2449ba7c87714f05e12b2,782.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:9a42b7dddc224378b538fc614fef3dbc,926.5,dev:021a01a8f16142a1bbac70295783e279
tm:d4ed7034b56d4de682678299b3bc7505,931.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:c193cb99cfb94bf9b3c9c6ff420f6c40,877.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:822c4dfefc5442bb878173d2c009cecf,931.0,dev:021a01a8f16142a1bbac70295783e279
tm:33291a505ffb47a1abad50caa7f7111e,936.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:a6bdb301d6f4458d9e5cbb23cf2f5451,921.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:91458ea53d7646e39dac5abf9d84a27b,926.0,dev:f013821889c046c2ad179d69793afe91
tm:4765362647f14ed4b42731341fdc0f16,859.5,dev:d1e97fd18b904b2491a214f1a4c60483
tm:53d52ce3e2b54f8884556f28e188956c,580.5,dev:09726e9da7624d3b965d49354ac7e211
tm:06132c7ea7cf4541b8abc8b476afd844,585.5,dev:da3906f13fe24996a59811ebee9ee930
tm:9fc37c6d8fbf4c50ac1d1b0a75d56bba,606.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:91eb83e907544fd395a04f8de2a4216f,588.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:1967cf1f619d4ba096b30e32676ed8a5,692.0,dev:09726e9da7624d3b965d49354ac7e211
tm:f91cbcb104384195a03e4a8882ebf3f3,697.0,dev:da3906f13fe24996a59811ebee9ee930
tm:568812c18b4b45fa8b0b27da16155ec6,705.5,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:1e9213f7801f45f081920fccaf600513,685.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:e60eb3768e7a43348af9a5824d583508,806.5,dev:09726e9da7624d3b965d49354ac7e211
tm:6168b2dc289a476f9b38c8fbc48e0e64,811.5,dev:da3906f13fe24996a59811ebee9ee930
tm:c1f6be9989e64e00aaac5923c09e488c,805.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:b0daac9a4651424bb3aa176651bbcd0a,781.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:83f2119df29149ebb6dc47b167f1819d,916.0,dev:09726e9da7624d3b965d49354ac7e211
tm:c99d6cf0557049a78645023090c7b4f9,921.0,dev:da3906f13fe24996a59811ebee9ee930
tm:278e515e2ad6414daf5c4c6917492d41,876.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:4a441cf5d2c44746976e571d4c7dff44,1025.5,dev:09726e9da7624d3b965d49354ac7e211
tm:0012f938f122428c957d01986080b76c,973.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:93435a9aa1734e78883bba0022e67bb3,911.0,dev:09726e9da7624d3b965d49354ac7e211
tm:e6b02cb1678745bbbd0f6cc69ccb03aa,916.0,dev:da3906f13fe24996a59811ebee9ee930
tm:68bec5c8f44f41dc81b0dacfb5b46058,713.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:52dcf733d93e4ca0b3f931cb0bb1c639,714.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:960f8ee317e24135b24663eeccf9cae5,1042.5,dev:09726e9da7624d3b965d49354ac7e211
tm:6dcbb69ad6444c309f42346f170ae38b,1047.5,dev:da3906f13fe24996a59811ebee9ee930
tm:dd0ff264eebf4c5c994a5c35d9779aec,1079.0,dev:e72e61005f7547e1aa96aa2839cbf6b4
tm:5f00e867ea244082a114f00cdc304d3e,1081.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:f720923995d941239c664cdfd6013c32,1177.0,dev:66170306dad64e86884a4d8efd85f2e7
tm:a3344d5983af482b95f7a3dc0c866c75,572.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:5dc54d56f3c149fe8294165bcaf7ac09,424.0,dev:20a40dd7f232420c831cb46be36c815c
tm:778884859adf48748282b0a966193f64,611.0,dev:959203f7cafc4b218841cc27d96e70be
tm:b59c45694091471e948953f25c1fbc87,672.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:8d664f25f6b2426b81b6a643de7f1e4a,539.0,dev:20a40dd7f232420c831cb46be36c815c
tm:c98f17e20057419581accd02ff644dfb,727.0,dev:959203f7cafc4b218841cc27d96e70be
tm:f047f499ffd940c58518e5df9f25a225,767.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:c668ec4866754fa1afb81edc27610f65,717.0,dev:20a40dd7f232420c831cb46be36c815c
tm:127159a00f4542e9a4f1cefe23636052,840.0,dev:959203f7cafc4b218841cc27d96e70be
tm:27cdf7706a2049ada9703c491e4bcf64,864.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:b40662c11b114a36bfad6bccedbbdff3,955.0,dev:959203f7cafc4b218841cc27d96e70be
tm:68e9e3953ab0435d881a3732f3cfe315,958.0,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:b9eb6a96ba694504aa80782122fa34ee,1057.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:fbc5587a7c524ce58102b79aafcc2a7a,900.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:1b0f2c3d0e4f4ffc8513e5bd25ca91f0,716.5,dev:20a40dd7f232420c831cb46be36c815c
tm:4acd6d2aa21a48f6860a54b3916e0152,749.5,dev:959203f7cafc4b218841cc27d96e70be
tm:3479924fc66e45f4a8b679679c3c79bf,995.5,dev:f48672373e1442e9b87d3c06fbcf49b6
tm:e7311b397b28435ab023326130eecffc,941.5,dev:20a40dd7f232420c831cb46be36c815c
tm:468a5ce0d96d492ba8f30d3beb3accdc,963.0,dev:959203f7cafc4b218841cc27d96e70be
tm:49b4927782964b8fbae1b60088f9d96e,1044.0,dev:20a40dd7f232420c831cb46be36c815c
tm:77079636f55145b7adaefa2a1ebe01d3,313.5,dev:c6120391722d453495ab7780c1916e9c
tm:ceca36832b194ef8b6f52246e0dacece,328.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:89e42bbfefe54b23a109dd161e0cf148,319.0,dev:0d9221fa9945438686409c97356f1a94
tm:8a5f827b23854dc3831da6f3b26e4115,412.5,dev:c6120391722d453495ab7780c1916e9c
tm:6f82924c6a14400a9966c46711d23319,429.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:34fcece3972141f4ba01414937e264e4,416.0,dev:0d9221fa9945438686409c97356f1a94
tm:409f5ccd4caf437b8038ccbba691f21c,513.0,dev:c6120391722d453495ab7780c1916e9c
tm:77357c85ee0f4a0c88592f06fe6b341e,568.0,dev:dd0a70c3245f4456a7bbf423e313b327
tm:11628bee12b94a078191b634c5e8397b,515.0,dev:0d9221fa9945438686409c97356f1a94
tm:9c7d6003e2d843669aa5a40730ab062f,610.5,dev:c6120391722d453495ab7780c1916e9c
tm:755e015fdd35426a92d903992cc1513a,611.0,dev:0d9221fa9945438686409c97356f1a94
tm:7daf860740de4b709c60d54df8519bdc,707.5,dev:c6120391722d453495ab7780c1916e9c
tm:3deb63fa395c4defa0433f155cd2db8a,706.0,dev:0d9221fa9945438686409c97356f1a94
tm:df4a8bf94d1e4355be68cd3f0da79927,802.0,dev:c6120391722d453495ab7780c1916e9c
tm:93e1d5e37fdd414c9a7a49b26a354cb2,662.5,dev:c6120391722d453495ab7780c1916e9c
tm:ced7c43d55de4d8f8b105b6839d6d551,572.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:7458a09fd180413da3e5136874f4254c,577.0,dev:0d9221fa9945438686409c97356f1a94
tm:69a7c27ac66847a882d52bec17527d67,759.0,dev:c6120391722d453495ab7780c1916e9c
tm:c49e186af11a41619c51767e48f2d0e0,723.5,dev:dd0a70c3245f4456a7bbf423e313b327
tm:afdd48ae5d8e436ca48a90fe039de869,680.5,dev:0d9221fa9945438686409c97356f1a94
tm:33b2e32a58d74a84921fc3dab71992e2,474.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:2a1bdd1aad5b4b439d7d52e621af194d,447.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:266f42a72398451c920b96d5785362e2,490.0,dev:60537210eb5142139fbf55b30582c004
tm:3f737c3586a64ff2a5ca92599b60a5de,570.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:f03dddb7f1f5455192d17da17d03ab21,551.0,dev:5e9d5b7022c645609515a08510d8fe1c
tm:a3bf49d028434a909237febc434bbc57,616.0,dev:60537210eb5142139fbf55b30582c004
tm:0f85b5958f154ff78bfa56fc7d260cb6,660.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:cab395117eef48058b1fe38f00eb6f51,659.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:31cb947ed55641b7a34cd39d7aa77ad0,745.0,dev:60537210eb5142139fbf55b30582c004
tm:45402bc12ba94537a4db519b94f37072,750.0,dev:d501263712e04c25a4db53f2fa171599
tm:6cbb47b2337d4f6480ee58cfef75aa5b,757.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:787b40a6bf5544aabe97bde364d7a65c,852.5,dev:386938cddc204eaca37e25dc36fcc5ee
tm:2943281a26d04edbb1b37a15edf47ed7,947.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:89cf202720864861a36d2b085b85fb1a,807.0,dev:386938cddc204eaca37e25dc36fcc5ee
tm:9926794072694a889164541fc73ab838,622.5,dev:5e9d5b7022c645609515a08510d8fe1c
tm:2fc6b330b88f45be9dbf394842a1b189,688.5,dev:60537210eb5142139fbf55b30582c004
tm:007078bb7a4c4fdfa053d2cd673e0aa2,520.0,dev:225605e54a1d4a808f8da32766701c52
tm:a103ed84c5b84bc387aa092995d49a37,578.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:4efdf0c19c664449b6b377b96f07b319,513.0,dev:e0f255e00968435896705b917cd569f7
tm:211c5edb800d40fa89b10c5de769ef42,607.0,dev:225605e54a1d4a808f8da32766701c52
tm:b1eeca8e307a45a49c9527b952d85db2,691.5,dev:c62dbc93abe24f389d717bddc88eed43
tm:dbf51f42fba34f94ab9f93547aed2870,594.0,dev:e0f255e00968435896705b917cd569f7
tm:6e1062c0ec304bf68e3821585a404c1a,690.0,dev:225605e54a1d4a808f8da32766701c52
tm:ff76273a275b47689d7604df9b46959a,800.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:c27e6a6832474974b01723bbf228254b,677.0,dev:e0f255e00968435896705b917cd569f7
tm:7a506ac3dd114618b945b8eb613721f6,773.0,dev:225605e54a1d4a808f8da32766701c52
tm:e578e1b05f174e0c961e5d55b4cf6665,781.5,dev:e0f255e00968435896705b917cd569f7
tm:e4d947cf53214355a3ebcb954f73d754,856.0,dev:225605e54a1d4a808f8da32766701c52
tm:6755f952e64a4efbbb07b5d1af8a33d1,887.0,dev:e0f255e00968435896705b917cd569f7
tm:1d90b78d2e554aa9a57b54a441ade44b,937.5,dev:225605e54a1d4a808f8da32766701c52
tm:da0699db26454c3a84ed03e262d56504,973.0,dev:e0f255e00968435896705b917cd569f7
tm:b8eaf824580746b987013b09aa3e8465,1018.0,dev:225605e54a1d4a808f8da32766701c52
tm:cce4f8402c76490e813208fdd7f223ef,881.5,dev:225605e54a1d4a808f8da32766701c52
tm:0a099a110ba948d1bdcadfde7405ff8e,856.0,dev:c62dbc93abe24f389d717bddc88eed43
tm:4ff0e38ffcad4c75b6e4926420decd27,783.0,dev:e0f255e00968435896705b917cd569f7
tm:302ddd37f3494a7499adac03423ee064,1057.0,dev:e0f255e00968435896705b917cd569f7
tm:05172451dbfa426b9e2d3b9feb6bd50b,584.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:3b07bb5ec2f549348d83b15c295661ed,589.0,dev:a7f5410bb99241ca848dc06899612a67
tm:ee8591337d964bf2b99f3ae7fa4b66de,598.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:edfc194a23f24725898186891bd88e15,612.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:c4d07174c9d74ee093d1cfae62ce61f7,617.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:c5e0ac9b468841e78c475667fa4504e8,695.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:38e583f655c84512a621ecb1226a0a90,700.5,dev:a7f5410bb99241ca848dc06899612a67
tm:f0f09bfd41b84a16b859ee4b530997c8,692.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:a71dac74403c4c83b3e2f870d5d290bf,741.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:6145d1e91b674cb48fa9b43f8ae52e77,746.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:b75fbe8dd7f642ab9b6a186b27bae813,807.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:74ba98fe3caa45b4ada05df34be855d8,812.5,dev:a7f5410bb99241ca848dc06899612a67
tm:7c67a5ed8a0a4720abe1fed50199b088,785.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:9b32025064ba4ccbbf33e12448098835,869.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:59517528a4b04ac89f1e134b497cae0e,874.0,dev:f8a1980aaaa149859a2d2fb8ab2829bd
tm:48816e623fb1498598f9cc6fa043a0e5,921.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:3a797d110abd4ed4b5714c035339cd38,926.0,dev:a7f5410bb99241ca848dc06899612a67
tm:08dee4001f23420facb3fea8d91bcc91,1032.0,dev:a7f5410bb99241ca848dc06899612a67
tm:d8347d5ffac842ebaf1e04ac53460738,1138.5,dev:2d332e39951049dca8676ee7b0c29d83
tm:64b57ac17ada40938dee21ab6e8880b8,1143.5,dev:a7f5410bb99241ca848dc06899612a67
tm:bbeac38529da4174b685252a8d70823e,934.0,dev:2d332e39951049dca8676ee7b0c29d83
tm:bd772275d6ec4b8fa62efd44eb0cf7ec,939.0,dev:a7f5410bb99241ca848dc06899612a67
tm:2fff0f2c41954aa181a303d48c334978,754.5,dev:82b3b7c46da34694bb75160dd9420a89
tm:3781483bbc5e4312bb9fcd1b05e710fa,871.0,dev:010dd6fd63994644ba1e388a17e709cc
tm:f51e0be5e7e949a8b83695a1e1bf14bc,1118.0,dev:82b3b7c46da34694bb75160dd9420a89
tm:ddff39e28abd4fafb371f7dfcfe3ccf3,414.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:41f146cf27aa4f40884c4671670596c7,456.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:bc43290420504126a5383217ddc162da,446.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:ea40e61b5388485aa2c08ff8ef983eaf,508.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:853cb5e374eb4220b702d1f119462880,555.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:4bb0846371d945dab2e24236aba30543,554.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:bb69c897f7284cc99ac2e117c97bde54,604.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:205c52c001cd4ed48f7889b1e334e90d,652.5,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:fa3b39b2c84d42efb100646f4317cf1f,657.0,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:63c20d5ffa074a9b905f4427a25c2e53,701.0,dev:3a846c33da374c3f9f1401a2204e3569
tm:d15ff204b5fe466a9b72200fdd0aa5c8,765.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:a73c417f8a374bfb89dc4c839fac9b2c,798.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:5bd3981e8e824835a7ca0c26261ee08b,691.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:83e63c3e152c47d4a2cbf339b6fe34ad,650.0,dev:f7b8be5d187d41c18daa4930d849d1f3
tm:fd50f0db414643ab89a5448a695f7054,655.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:a972868a3b3a4c738402b137b245857f,634.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:4a84d476430b40d9924f9ce7161f6c27,790.5,dev:3a846c33da374c3f9f1401a2204e3569
tm:68afaea0001f4e16973660a48f98f3c4,784.0,dev:f7b8be5d187d41c18daa4930d849d1f3
tm:355156ee13e24cb8b4d7ab391af0a9f5,789.0,dev:2bcbd013b84b4e78a5c20ba62468f302
tm:a9a3ff468d4c45d38dfca89325482e37,779.5,dev:4f8c5a5364294099ad1a74332cd83b7e
tm:2c482285bfec4240b3bfe7b6f0e594be,531.0,dev:99b24802323d481a8a24a8face6f4843
tm:fc7bd31e8353469599fa2c66bbf9b1bc,542.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:53d037eb2db24141922765a6efe55532,551.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:b80fbefa552046a59ac5d690e03cdfc5,630.5,dev:99b24802323d481a8a24a8face6f4843
tm:be46a92580c744d39c6861a4764938ff,643.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:5c1ee55f2521415ebf10071a47e206c5,666.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:82927553f8454ee8a392f1186e395097,726.5,dev:99b24802323d481a8a24a8face6f4843
tm:ec05efa0e378490ca3b11eb5c656b7a5,731.5,dev:d002253be69942a891d20dc031cc93ba
tm:1bfdfebac9a74c8d80f968fde0ae5c1b,743.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:74e1ed50c2d343e0aaf52032399434d4,781.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:73f054bea7b7480abef63577f5faa771,827.5,dev:99b24802323d481a8a24a8face6f4843
tm:95b4f02f32914f0bb46763eeaf559f2c,897.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:b83e9e0d2aa4492dba2a9d75e568bfc2,926.5,dev:99b24802323d481a8a24a8face6f4843
tm:5a5b45e011f24a92be6706cda9e9bb9c,1025.5,dev:99b24802323d481a8a24a8face6f4843
tm:326d98cbd3bd42dca2649cb1fd9b073e,772.0,dev:99b24802323d481a8a24a8face6f4843
tm:d970a333429d4642a7a8a94a6efaafbd,674.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:4619b7976fc04250a6a9d0af9afd1406,741.0,dev:6d39f2500e464d178db757c01ac8b0b9
tm:aff45accd1c7458cbf1613625e69c4df,871.5,dev:99b24802323d481a8a24a8face6f4843
tm:4440997634a6416ea25a83d7466d4f5c,876.5,dev:d002253be69942a891d20dc031cc93ba
tm:96b9ee5726de42ca840055f0457b0c41,904.0,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:6d5babb0032f4dfb95ac33be70763c32,956.5,dev:6d39f2500e464d178db757c01ac8b0b9
tm:82d650ed9ac34ab1bd73ca82a2f45887,1037.5,dev:99b24802323d481a8a24a8face6f4843
tm:05bf4aef033d46b89002b2fc84c61a93,933.5,dev:9014db0ce0c140aa9830e1ca81ec69f2
tm:3ef710ad11bd4511a09cf63f7308a016,446.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:104518edf30540bd88d9cd052dcb5e1e,557.5,dev:f615d819fb51414abf072597158bc83b
tm:946336f5142a4478ae6446f74f0cf5cc,562.5,dev:8ba203e696974d28a086402d7ab80f73
tm:2bf5c04d1a174a5e9c0f2d1c80641e40,506.0,dev:4e4d378f567d410487d697241734c3c7
tm:1e271fe76b5a468f8107040d0d991479,530.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:812dda6009b84792aa2e8c0d4e23bbf8,671.0,dev:8ba203e696974d28a086402d7ab80f73
tm:55fb5508769d433ab651a23e3d0ed7c8,606.0,dev:4e4d378f567d410487d697241734c3c7
tm:9397c1f469314b72908d64e66ad921db,616.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:9a5ccb092360464184bb4102f55ffeba,702.0,dev:4e4d378f567d410487d697241734c3c7
tm:0cf1b4eab8fc43bf96e7b7d4947615e9,702.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:3af19674e13a4cb0ae80dca809e4c83b,803.0,dev:4e4d378f567d410487d697241734c3c7
tm:40bbeab4dd704489a47941f6a83bb06a,789.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:11c12d843a174cc0818d9cd95d83628b,905.0,dev:4e4d378f567d410487d697241734c3c7
tm:03bc9a046d6948708beddf591c72c51a,874.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:3eb16eb97d5e4b268df913500b3c1808,961.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:7c79d2e171e846c7a3436075571a6794,1047.0,dev:3a3723ede126482ba6d6b2898f219aa7
tm:9d18ae35604b4869a7a16a7a6965f1bf,864.5,dev:3a3723ede126482ba6d6b2898f219aa7
tm:5aa1167186f04d10a22b3b45505c8aae,775.5,dev:f615d819fb51414abf072597158bc83b
tm:318e0bef7fed4333ab2bf6344000fe86,780.5,dev:8ba203e696974d28a086402d7ab80f73
tm:44b05f8a0b4d48a1a65e25f717a9519e,769.5,dev:4e4d378f567d410487d697241734c3c7
tm:211a343d20c34adcadcbe7543ed55567,509.5,dev:021a01a8f16142a1bbac70295783e279
tm:5349094499b4403095bc121f0b86cac9,514.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:c611c17b0f194e2e96318083f5c0624f,526.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:d2d9d1b6753649ddac69eb5897fd7463,507.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:d8987c5f2e0240478e2ef7961bf4c07f,611.5,dev:021a01a8f16142a1bbac70295783e279
tm:a65b5242ad8b4973ab2070e94dca90b7,616.5,dev:84c65f0d15ca40018ff0d9f8000db406
tm:61d9526ca6304ff0977029f814ac98a1,622.5,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:68f60d96c59e4223a557b3748fec2275,601.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:f2aaa815ae394633bb6be7c8d816e002,716.0,dev:021a01a8f16142a1bbac70295783e279
tm:1cdca0d8bf464b98be8cdfdbbc1fec4c,721.0,dev:84c65f0d15ca40018ff0d9f8000db406
tm:d5da074df5f7496ca12b5b826718a85c,725.0,dev:a622d6d0e637403ebe04d60b6914ee2a
tm:779925493f1b403e8208a127ae342f75,730.0,dev:f013821889c046c2ad179d69793afe91
tm:ec0c73ad107140d990a75967d4ff5c83,692.0,dev:d1e97fd18b904b2491a214f1a4c60483
tm:5b05028ebde541c3a888bae4ac00c533,821.5,dev:021a01a8f16142a1bbac70295783e279
tm:ef9fb19e71f14b22b8ceaaf71b10641d,826.5,dev:84c65f0d15ca40018ff0d9f8000db406
