production_tasks.uid,production_tasks.duration,production_tasks.routing_id
tf:6d27aaafa1ea41898990f9f1c5dcdd8e,2.0,ro:0d6493bff5ab43a591176dec7d0816c3
tf:536a551f9c2a4d1da7bf7f32fe125fd8,3.0,ro:0d6493bff5ab43a591176dec7d0816c3
tf:8f4a1b7712e5455f8efeff367981478c,2.0,ro:0d6493bff5ab43a591176dec7d0816c3
tf:3ac37aa1f00c4202975fcb89154d6ccf,6.0,ro:bdfe7cf009884491afdc6116078dc482
tf:192aaca3b06c45cf98d40f1345ba6552,5.0,ro:bdfe7cf009884491afdc6116078dc482
tf:75bcdc7529c04ab195c48e3ed733b157,7.0,ro:bdfe7cf009884491afdc6116078dc482
tf:634babe270084bfe88f0c2e2a3c7ba62,7.0,ro:bdfe7cf009884491afdc6116078dc482
tf:f235247b64b74941bb5b8f76bf88b033,9.0,ro:bdfe7cf009884491afdc6116078dc482
tf:61b67c882e8a47778c7f5faedb65b788,1.0,ro:bdfe7cf009884491afdc6116078dc482
tf:2c46a623223e4d3e977d5096c0b9aa6d,5.0,ro:bdfe7cf009884491afdc6116078dc482
tf:ad9091ef9cf643a6bb0dc6222d900c4b,6.0,ro:bdfe7cf009884491afdc6116078dc482
tf:93619cca9d884cc2b38190894d2aa09d,1.0,ro:b975febd6abb40b49b86430f7d676a0b
tf:144fa6882afe44848e14b5dd030bea38,4.0,ro:b975febd6abb40b49b86430f7d676a0b
tf:660d86b5b8194cd5ada1f05e0491dff1,1.0,ro:b975febd6abb40b49b86430f7d676a0b
tf:b527c49fc53c4993822f45d9aeff3bc4,8.0,ro:b975febd6abb40b49b86430f7d676a0b
tf:cc63a405ad2746c5a94d63401e18cc12,3.0,ro:b975febd6abb40b49b86430f7d676a0b
tf:1bc0da8ea71048f3b1a05315c17d8873,6.0,ro:b975febd6abb40b49b86430f7d676a0b
tf:d8b778f2af8d45438beb4c7ac6df5934,8.0,ro:b975febd6abb40b49b86430f7d676a0b
tf:f4d12feb46e74ccbaafef3b43b62a7a6,3.0,ro:86bf9926ff434c95b9f6ed2703156515
tf:b9f94fbb8ded4f338ac246266013cf30,9.0,ro:86bf9926ff434c95b9f6ed2703156515
tf:ed90f00fda9542c5bf676b6f202a2874,7.0,ro:86bf9926ff434c95b9f6ed2703156515
tf:29c095ec59024b40a0f0375c18637a95,9.0,ro:86bf9926ff434c95b9f6ed2703156515
tf:5a8ff742928f4ad39e08afa7bd3e2233,2.0,ro:86bf9926ff434c95b9f6ed2703156515
tf:b487a9a933304188852c6557f6428507,1.0,ro:86bf9926ff434c95b9f6ed2703156515
tf:471782e9349a4af1b5b0686aba4df187,4.0,ro:86bf9926ff434c95b9f6ed2703156515
tf:eae4c04990be44b898e820156d220dde,2.0,ro:762d762e53f24c03be1ef8d8ac4ba9df
tf:6553e1f86ca34419946ecc47b80b88f9,9.0,ro:762d762e53f24c03be1ef8d8ac4ba9df
tf:7691e1a299df43d79f91d5b3f6c3f337,1.0,ro:762d762e53f24c03be1ef8d8ac4ba9df
tf:9757a617c280495ba9fbe47ee162022b,3.0,ro:762d762e53f24c03be1ef8d8ac4ba9df
tf:44875ab21b454d5c9dac82e1d1fdab5a,7.0,ro:762d762e53f24c03be1ef8d8ac4ba9df
tf:3f898576b86d40c9af24d4d3edb748d0,8.0,ro:031aeb49bde24884b83e953b6a906bd9
tf:9a660077f4f9491ba1ebb7a712abdc7e,1.0,ro:031aeb49bde24884b83e953b6a906bd9
tf:e947eecac58e4c32b27bc30c7353187f,9.0,ro:031aeb49bde24884b83e953b6a906bd9
tf:078b377f52444d3186eea430fbf6f579,8.0,ro:031aeb49bde24884b83e953b6a906bd9
tf:591599272c454bab858893605e75824b,5.0,ro:031aeb49bde24884b83e953b6a906bd9
tf:15a9eb536fa24d5ea916beac7215d34b,2.0,ro:641c89f31d654b4b9f3ea84f7b0de7a0
tf:1ff5bd749e8146f8a6e472eb3f1d7093,1.0,ro:641c89f31d654b4b9f3ea84f7b0de7a0
tf:63c37edd35ba428ab16616d100a0d00e,2.0,ro:641c89f31d654b4b9f3ea84f7b0de7a0
tf:179144b6c3054ef9b07e9cbb4a377d54,1.0,ro:641c89f31d654b4b9f3ea84f7b0de7a0
tf:ecf405bbf4344b98a7e0f31acb22cebd,4.0,ro:641c89f31d654b4b9f3ea84f7b0de7a0
tf:ab10304e89d146dfb96e2e6d5375fb34,8.0,ro:c6a6e2a504404899ba52d99cb0eaa9c6
tf:e90432c1b2b643c893acd00b013bc054,8.0,ro:c6a6e2a504404899ba52d99cb0eaa9c6
tf:315661a4e6124a55817bbaf2eff2432e,6.0,ro:c6a6e2a504404899ba52d99cb0eaa9c6
tf:474d12a059b14e0f928c0a2f1359cfc9,5.0,ro:c6a6e2a504404899ba52d99cb0eaa9c6
tf:42c07530aee54a7681588a0827893ee9,3.0,ro:c6a6e2a504404899ba52d99cb0eaa9c6
tf:2e51936161854c308ff0e878bd2f6808,9.0,ro:c6a6e2a504404899ba52d99cb0eaa9c6
tf:57e93b426df84ceaaad0f537a1872923,1.0,ro:ed189b9f045c4e6282099e442a11b0fb
tf:8e05198226354dcfbb5cb7f5351caaa5,1.0,ro:ed189b9f045c4e6282099e442a11b0fb
tf:515eeed26a9f47e5980cfa17f59544a4,3.0,ro:ed189b9f045c4e6282099e442a11b0fb
tf:7a83d1dad5fd4d279776f0e2ca8dfaf6,2.0,ro:ed189b9f045c4e6282099e442a11b0fb
tf:b97f725ecd604dd1a81f4bf089f64074,9.0,ro:ed189b9f045c4e6282099e442a11b0fb
tf:cca25449c9044a96a3ad739e76c69fec,7.0,ro:c223986e74e147788f1fb06d47c8da80
tf:c7d45f38d76e4c628bb7489d27283dad,3.0,ro:c223986e74e147788f1fb06d47c8da80
tf:9681a7b7afe94943a4ef87e2cc626f10,8.0,ro:c223986e74e147788f1fb06d47c8da80
tf:cdd027c494294777b7d4a847fa585fe6,6.0,ro:c223986e74e147788f1fb06d47c8da80
tf:818c76a4c26d48f1a5ec4c52f03ded63,9.0,ro:c223986e74e147788f1fb06d47c8da80
tf:7335ae75f6cf4a0992f02a7b87bf2cfc,5.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:7585618ccdb6434fa7a9afd10276b5c7,5.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:eea6f60d8d6140fdb49382cc75ae793c,9.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:40307961da4446db8b9f07a3665f7154,1.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:e58dc65ca62d4c8baefe3578eddd35c7,5.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:9da3ed69ec5b428caa6125da63e9077a,7.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:f07df2b958114826b5512bc61aa3c56f,8.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:2d967dcaf05f421d8123bd1e347d829e,1.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:d7d7c8166fd24804b9f5a804bf9c4aba,8.0,ro:c7e7c972e4f04bd4b22d1cb9c6acc3af
tf:944742420f104174a20c7e73a99114a7,6.0,ro:bfb0321c2aee47d4bb4b1e78054557a4
tf:87632086c7cf4901abbc1de8ef589106,4.0,ro:bfb0321c2aee47d4bb4b1e78054557a4
tf:5c6926f04388420abfddc5058f23ba54,5.0,ro:bfb0321c2aee47d4bb4b1e78054557a4
tf:86545871348f45eeba09b576f8bb0c17,2.0,ro:bfb0321c2aee47d4bb4b1e78054557a4
tf:21dfed2e629f4372b29467c8a6204b2c,9.0,ro:bfb0321c2aee47d4bb4b1e78054557a4
tf:5de76b1fb4974250b9e4140d314aa49e,1.0,ro:ba9841c0452c4ecb9c7f50106340a53d
tf:f5780d5bd53d409b92f103bcf4cee71b,8.0,ro:ba9841c0452c4ecb9c7f50106340a53d
tf:a5fe493587944525851ecc0fd9f7f1d3,2.0,ro:ba9841c0452c4ecb9c7f50106340a53d
tf:b6c742d79c1f4d6aae25e51e3878a44a,3.0,ro:ba9841c0452c4ecb9c7f50106340a53d
tf:a9d554a9eed24d2fa9e5fed8af5720b6,9.0,ro:ba9841c0452c4ecb9c7f50106340a53d
tf:3595524bd9e84185896a9783f4338666,7.0,ro:ba9841c0452c4ecb9c7f50106340a53d
tf:332e518a5a8e4f069b02cd0694046dae,9.0,ro:8aaf69d5299d4ae48c118bf5a499af55
tf:4ffa1c426f494b2dbf05b7a1750a34a3,1.0,ro:8aaf69d5299d4ae48c118bf5a499af55
tf:0e4adb93eaea4a66924933f80f73f1a9,9.0,ro:8aaf69d5299d4ae48c118bf5a499af55
tf:0192a73b943e44278c93f6679bd4a804,6.0,ro:8aaf69d5299d4ae48c118bf5a499af55
tf:7db5fba1e0ca45bea8993a4e19160998,3.0,ro:8aaf69d5299d4ae48c118bf5a499af55
tf:f8b381058d5e4914a1dc215891daed35,4.0,ro:8aaf69d5299d4ae48c118bf5a499af55
tf:76f55b3afcde4ba79b537dc16ccfa525,5.0,ro:8aaf69d5299d4ae48c118bf5a499af55
tf:9c02ffb47176415eb4ead7b131bac90a,9.0,ro:588f5ed776e24a239b4f83536f8092fb
tf:58d45e0f20564a889e3a42e4e479daef,6.0,ro:588f5ed776e24a239b4f83536f8092fb
tf:60dab38ee7ce494785d6b433ed790973,9.0,ro:588f5ed776e24a239b4f83536f8092fb
tf:8134faa84f384511abffa0a2cc949600,9.0,ro:588f5ed776e24a239b4f83536f8092fb
tf:b5c5abf5fe58482d8c7a309ff63d37bb,5.0,ro:588f5ed776e24a239b4f83536f8092fb
tf:b8bbc8c4ee944dfa9b696283d717bc9f,3.0,ro:588f5ed776e24a239b4f83536f8092fb
tf:daa498a32e2e4967958196a67c3ee404,5.0,ro:6dbc630dd0b44f9da53983bf035bea80
tf:afbd0df21cd14395bb3c0a32d3724abe,8.0,ro:6dbc630dd0b44f9da53983bf035bea80
tf:7eda0e8daeb346ca90b99346103a3230,9.0,ro:6dbc630dd0b44f9da53983bf035bea80
tf:321af5149e0f41858d36991128b3657e,1.0,ro:6dbc630dd0b44f9da53983bf035bea80
tf:4dddde80b09141548285b430c7adbfd6,3.0,ro:6dbc630dd0b44f9da53983bf035bea80
tf:c42c0b6b42cb445ab0b2748604ed9fcc,8.0,ro:aa7bc18c3fd84c958bd424b96580afc7
tf:4b0af8f6b5314b15b6059b6e22fc0c4f,9.0,ro:aa7bc18c3fd84c958bd424b96580afc7
tf:9b5112499ff84b0c8464be3af7ea4bc8,1.0,ro:aa7bc18c3fd84c958bd424b96580afc7
tf:d1a1d51ce61f44d299a29f9a7a7de46e,2.0,ro:aa7bc18c3fd84c958bd424b96580afc7
tf:7812e52b708046beaf83a5adb9edb8dc,7.0,ro:aa7bc18c3fd84c958bd424b96580afc7
tf:5f840b4fc002465aa35e70a62a0785c3,5.0,ro:aa7bc18c3fd84c958bd424b96580afc7
tf:c7c934e85c5b49ea824afd60cd4a6554,9.0,ro:2b3a909cc7bc46b79b38f345dc2c5da2
tf:677934c768374f57b4136d4c458f956a,5.0,ro:2b3a909cc7bc46b79b38f345dc2c5da2
tf:b9a03ec49fb84435b69e5e58f1c8054d,6.0,ro:2b3a909cc7bc46b79b38f345dc2c5da2
tf:036aace16cb44a33bdde84606850dbc2,5.0,ro:2b3a909cc7bc46b79b38f345dc2c5da2
tf:809c0130210b4e95abe67997a6b04e54,2.0,ro:2b3a909cc7bc46b79b38f345dc2c5da2
tf:6b3e40adc89f4bb885447c7c2ec83b5c,2.0,ro:15a3fe0930034f7fb87fd5250c15120f
tf:c8717b9e984048c3bbdebd6e109e86cd,4.0,ro:15a3fe0930034f7fb87fd5250c15120f
tf:cbd3ad492dcf4328b67c7c8dcf6d1414,8.0,ro:15a3fe0930034f7fb87fd5250c15120f
tf:ed8a04a73eb74ceea429a9bb27ccfff1,9.0,ro:15a3fe0930034f7fb87fd5250c15120f
tf:3d9da43bbf9a418aab381766cd635474,5.0,ro:15a3fe0930034f7fb87fd5250c15120f
tf:bd16b7cd0fdb4645b4f96cccfcc2d06b,8.0,ro:15a3fe0930034f7fb87fd5250c15120f
tf:f41a467960694e459f951a8df608ebda,7.0,ro:30e61579f12c42f2b799ba7b99060df6
tf:51bef4cf037042a0ac293f51fd107b77,3.0,ro:30e61579f12c42f2b799ba7b99060df6
tf:7b78d0fde9fd4e4688573a0c79e45968,5.0,ro:30e61579f12c42f2b799ba7b99060df6
tf:3775b98247364bf69194c98384b30709,1.0,ro:30e61579f12c42f2b799ba7b99060df6
tf:f7fdf2029b7e4317bbde8b2160c1f0e3,1.0,ro:30e61579f12c42f2b799ba7b99060df6
tf:7fc8aba4422f40f58e027cb267a16fe1,8.0,ro:30e61579f12c42f2b799ba7b99060df6
tf:8a9b14996a764f68a944ec82b6d1def8,4.0,ro:30e61579f12c42f2b799ba7b99060df6
tf:3bfbab7341a14ec0b70b5be77e62ba8f,9.0,ro:30e61579f12c42f2b799ba7b99060df6
tf:cb1da3271ea34d15a8aa4755118125ca,4.0,ro:ef1c9ea6820e4936a63055764e4ee68d
tf:ea7bc76ad9dc4ad894ec07507d91bec6,9.0,ro:ef1c9ea6820e4936a63055764e4ee68d
tf:4af3f7b07ab74fbb855245bbb8d96d78,8.0,ro:ef1c9ea6820e4936a63055764e4ee68d
tf:8a528bb5cb144276b0a1bf261e55c1a0,6.0,ro:ef1c9ea6820e4936a63055764e4ee68d
tf:98b81b1077144af487dd45f1521387f1,8.0,ro:ef1c9ea6820e4936a63055764e4ee68d
tf:452ffc79251c4bb4ae33169170fc1146,6.0,ro:ef1c9ea6820e4936a63055764e4ee68d
tf:ce18e12c5e9842d091186764695dcc23,1.0,ro:ef1c9ea6820e4936a63055764e4ee68d
tf:5422c20e6de74fcb8e7d66c24040e287,6.0,ro:8bc190c1babb4ff69a386d7e7b4e12e5
tf:f8e22c7bfeba4d3280b392e294d558ce,5.0,ro:8bc190c1babb4ff69a386d7e7b4e12e5
tf:ab12e2cd047f40998a7d5a62d7318875,6.0,ro:8bc190c1babb4ff69a386d7e7b4e12e5
tf:72ce75d8f9274c1bb8a599388251f30f,8.0,ro:8bc190c1babb4ff69a386d7e7b4e12e5
tf:6566c3aaf70540eba8553343b5e500cd,5.0,ro:8bc190c1babb4ff69a386d7e7b4e12e5
tf:ccddc58fdfec41c4b4e94a889f37c134,7.0,ro:8bc190c1babb4ff69a386d7e7b4e12e5
tf:02bec56f5fb14ff8b9983f5fa5a68260,4.0,ro:8bc190c1babb4ff69a386d7e7b4e12e5
tf:61224217ff89440888c16b3247a41cc9,9.0,ro:8bc190c1babb4ff69a386d7e7b4e12e5
tf:2c8079529a1b4cd99daad910dd2d7a13,7.0,ro:85af204feb4343cc902b1f007ec98f18
tf:ba37cd50c7844ecd91297302a44bc4ce,9.0,ro:85af204feb4343cc902b1f007ec98f18
tf:91de4d04eadc456fa6836939b9b092fb,2.0,ro:85af204feb4343cc902b1f007ec98f18
tf:b6dcd86f59564a6b8840cf0b14a17d74,9.0,ro:85af204feb4343cc902b1f007ec98f18
tf:91d85f9244654e7890553825725335ab,7.0,ro:85af204feb4343cc902b1f007ec98f18
tf:9b3e2fcc236f4e88aa6c114845379695,1.0,ro:6a3ee1b0103b4434a48f01022dff7646
tf:757d4da4db384139b3cd743ef7e7bbe2,9.0,ro:6a3ee1b0103b4434a48f01022dff7646
tf:bacc99b95e1b4a408db69a6208db28a4,1.0,ro:6a3ee1b0103b4434a48f01022dff7646
tf:e12985401684491f88958b5738c1282e,2.0,ro:6a3ee1b0103b4434a48f01022dff7646
tf:7784dc2105de40b4b51a7279c6e58aff,2.0,ro:6a3ee1b0103b4434a48f01022dff7646
tf:8974588bb62c488ca8efd031714af8a6,7.0,ro:6a3ee1b0103b4434a48f01022dff7646
tf:1dadd04a7f2a45f5a5f826129cf44102,6.0,ro:6a3ee1b0103b4434a48f01022dff7646
tf:55f42bba2d314dd6aa4631a196399ae1,5.0,ro:5a0926118ea9448aa2e7b9fba52ce40d
tf:d707f70b3a5d497f925631004a2a2bab,2.0,ro:5a0926118ea9448aa2e7b9fba52ce40d
tf:b71af503055442959545f38eb90344ab,3.0,ro:5a0926118ea9448aa2e7b9fba52ce40d
tf:158243e125fc4ad3a59ebe32b1986bba,5.0,ro:5a0926118ea9448aa2e7b9fba52ce40d
tf:966371179ee14cf1a16e06f94ad976c3,2.0,ro:5a0926118ea9448aa2e7b9fba52ce40d
tf:27dd88778ecb4d6888fea4d815d6db1a,5.0,ro:5a0926118ea9448aa2e7b9fba52ce40d
tf:a21079eb36ee4900821395dae80454fe,1.0,ro:5a0926118ea9448aa2e7b9fba52ce40d
tf:e7eb9ded757248af876b425b801bc645,5.0,ro:2416095561014990b205c3d2b1941280
tf:dc3ad259f99947ca9bcba9ef1c5281f9,1.0,ro:2416095561014990b205c3d2b1941280
tf:f38d4c71dbc7461fac845b738ef7c18d,6.0,ro:2416095561014990b205c3d2b1941280
tf:2f86498a6ff84b7192c5ebab99687fb1,2.0,ro:2416095561014990b205c3d2b1941280
tf:4698b123e0ca4a70a5631912150d4477,2.0,ro:2416095561014990b205c3d2b1941280
tf:8d1f0241fe4c43c6b750b9a3fb18726c,8.0,ro:2416095561014990b205c3d2b1941280
tf:5c79e477540a446c9a05444bee2fde02,7.0,ro:2416095561014990b205c3d2b1941280
tf:35b4eea4efe444b29fda4ce37617b17b,3.0,ro:2416095561014990b205c3d2b1941280
tf:26bba62dd2a44dfaa62dd1db9cbfebd9,7.0,ro:be96676225d547069c1556a5c7288a9a
tf:a10daeea137b400190983e9650bebb0c,3.0,ro:be96676225d547069c1556a5c7288a9a
tf:09dc86b33e2c44048b893f24a8295923,9.0,ro:be96676225d547069c1556a5c7288a9a
tf:5e137e9a3c3c4348b78ed917b2176e31,5.0,ro:be96676225d547069c1556a5c7288a9a
tf:1bb4e136907d437f8c0560b53d5a317a,4.0,ro:be96676225d547069c1556a5c7288a9a
tf:8cc5b51d8dc74c7ab22293d1e3e2d544,1.0,ro:be96676225d547069c1556a5c7288a9a
tf:10b2a1724e3e477fb816002c114b0ed7,6.0,ro:be96676225d547069c1556a5c7288a9a
tf:45fc55b734a841a0b0d1dfc856454c36,7.0,ro:be96676225d547069c1556a5c7288a9a
tf:e19d1dc2d41049789f4d519a72fe6518,8.0,ro:6a52a22bf81f4a8aa8289e23143f5817
tf:cb6e601b89b144579559f7165486a5a7,1.0,ro:6a52a22bf81f4a8aa8289e23143f5817
tf:a5b564f792c644178ae7e3b6150083df,1.0,ro:6a52a22bf81f4a8aa8289e23143f5817
tf:0d4e37bb3013423baa6c85cb7beaf527,6.0,ro:6a52a22bf81f4a8aa8289e23143f5817
tf:4ef8c1e86b76454f879e83b0120678f3,7.0,ro:6a52a22bf81f4a8aa8289e23143f5817
tf:a91806f170d949b7a2346d18494c786e,4.0,ro:6a52a22bf81f4a8aa8289e23143f5817
tf:fd744a354db74c87b5f4583609bbd687,7.0,ro:a6df016fd8344e319483e7a2ea9fe932
tf:c9a83924a4ec4dcc984e3039ac392b1f,7.0,ro:a6df016fd8344e319483e7a2ea9fe932
tf:ea4baac1f62540e39e2017217e756caf,4.0,ro:a6df016fd8344e319483e7a2ea9fe932
tf:64ac43a14bdc4bef8f5adb476a62cb4b,1.0,ro:a6df016fd8344e319483e7a2ea9fe932
tf:bb083978ffae4212a427bef0c5de6910,5.0,ro:a6df016fd8344e319483e7a2ea9fe932
tf:694e109c20f64f54af3729594c028080,1.0,ro:a6df016fd8344e319483e7a2ea9fe932
tf:bfa92161d5a5489aa960174faf081648,4.0,ro:e42e4f9acd5f488eae5859ce1fe916e4
tf:f9d4a3dcc16141fd95eeb9d313fd4727,5.0,ro:e42e4f9acd5f488eae5859ce1fe916e4
tf:00f7996d0f8746d4a01acf5b89045e54,7.0,ro:e42e4f9acd5f488eae5859ce1fe916e4
tf:d825f8099dc0461f96d7c30bad81e6d2,2.0,ro:e42e4f9acd5f488eae5859ce1fe916e4
tf:cad5123e4890485ca95982f0c3da741a,4.0,ro:e42e4f9acd5f488eae5859ce1fe916e4
tf:d87506b5bcbe44e8a337af82bf3467ea,1.0,ro:e42e4f9acd5f488eae5859ce1fe916e4
tf:8d856bdf64404350934aa232f390ac14,7.0,ro:e42e4f9acd5f488eae5859ce1fe916e4
tf:0a39f292032e4270ba64154b67d4fba8,5.0,ro:3516f8df711f40ee8b8d050e54df5d99
tf:c54cb59f6f294ac6a658e9608fed4606,1.0,ro:3516f8df711f40ee8b8d050e54df5d99
tf:e82b65e760854fc0a892f484b1672f74,3.0,ro:3516f8df711f40ee8b8d050e54df5d99
tf:4ad2d2e293d04e0ebeaedd3080a204a1,9.0,ro:3516f8df711f40ee8b8d050e54df5d99
tf:4dfefcd3ad134abd8b86317b97a61068,7.0,ro:3516f8df711f40ee8b8d050e54df5d99
tf:5e64652948dc4cf9998ddb75a44b45b6,3.0,ro:3516f8df711f40ee8b8d050e54df5d99
tf:2a8ad254f1c0439ebbdf631bca0a61f9,6.0,ro:3516f8df711f40ee8b8d050e54df5d99
tf:e568f0dfbc3a46899e94277329711168,8.0,ro:7a6b312204bd4a44badf7deac8ad377b
tf:6aa28a1f308e44a6ba57a19658b79276,9.0,ro:7a6b312204bd4a44badf7deac8ad377b
tf:c8d0a67463d64c5e96e47b5603f92193,5.0,ro:7a6b312204bd4a44badf7deac8ad377b
tf:a47f10b58ad24b3a9f37cad973cc7990,2.0,ro:7a6b312204bd4a44badf7deac8ad377b
tf:3ca770753bbc42aeb136236a1058a4ad,7.0,ro:7a6b312204bd4a44badf7deac8ad377b
tf:70725c76101e4ad29e2d0cc5e954159b,4.0,ro:7a6b312204bd4a44badf7deac8ad377b
tf:06f0e67f783b4b90b4c2baaeb6dd266f,4.0,ro:7a6b312204bd4a44badf7deac8ad377b
tf:603706cdf2244ba09a498ce452bf3434,1.0,ro:84a5531b347c4d7f896a7274ca46fc0d
tf:e802568d6d484bf993f2051e650d9f67,4.0,ro:84a5531b347c4d7f896a7274ca46fc0d
tf:7f98ea3532a64b3f9b00dd522bf6d3c0,5.0,ro:84a5531b347c4d7f896a7274ca46fc0d
tf:8c140ef335d74101bb4f561acbcb0c9d,7.0,ro:84a5531b347c4d7f896a7274ca46fc0d
tf:5e17a0b3e25848dab609b2086638d41c,4.0,ro:84a5531b347c4d7f896a7274ca46fc0d
tf:c971ebfe1d9d447683ff667fce95b240,2.0,ro:84a5531b347c4d7f896a7274ca46fc0d
tf:ca5b9657669c40d7b2a62cadcbe48815,8.0,ro:b752ec9cd2dd4cf6888d00dda8ae6018
tf:b3e4cd97bf734daeb6ef7fa60fef7f28,9.0,ro:b752ec9cd2dd4cf6888d00dda8ae6018
tf:e1e7a96330204523b2fa11131f567f96,4.0,ro:b752ec9cd2dd4cf6888d00dda8ae6018
tf:a3e7ee8297324bb6b368c77de435c8b6,7.0,ro:b752ec9cd2dd4cf6888d00dda8ae6018
tf:9b95f255e0b54d138bfa27b1b092e54b,8.0,ro:b752ec9cd2dd4cf6888d00dda8ae6018
tf:43190d23b89f46b88f8a68c01f77497c,2.0,ro:b752ec9cd2dd4cf6888d00dda8ae6018
tf:d723849cf61046ceb04b4e2fce3c2c5d,8.0,ro:d275ed8a9d7241d4918004df6b980759
tf:2ca41a2b3b3240788a4d9020882ae2ea,3.0,ro:d275ed8a9d7241d4918004df6b980759
tf:27e366df65c34a6782527bee7a5f0546,9.0,ro:d275ed8a9d7241d4918004df6b980759
tf:5de8722466d74b16b4c98f38a61ba5ff,8.0,ro:d275ed8a9d7241d4918004df6b980759
tf:a731476805844caab41ec59d7cf9401e,9.0,ro:d275ed8a9d7241d4918004df6b980759
tf:6884a009f9304112bc724613e427af6c,7.0,ro:d275ed8a9d7241d4918004df6b980759
tf:1a4b97ab114b4dcc9b1b1b59ac876902,6.0,ro:d275ed8a9d7241d4918004df6b980759
tf:4dc4b3d8bf1942dc9b1c73683097198c,4.0,ro:bdf020cf7c17436a9534954f5a76fe5f
tf:0ff50f6bad97452e9209a38632177ae1,1.0,ro:bdf020cf7c17436a9534954f5a76fe5f
tf:234c9eb20485410faa719443c07c1b60,3.0,ro:bdf020cf7c17436a9534954f5a76fe5f
tf:6bb0f91b12cb400d80cabc71337255fa,6.0,ro:bdf020cf7c17436a9534954f5a76fe5f
tf:c70120e3a0744bdd8995eb9277a1e6a2,8.0,ro:bdf020cf7c17436a9534954f5a76fe5f
tf:7af9ed0522924aac8915e5af902fcbaf,1.0,ro:bdf020cf7c17436a9534954f5a76fe5f
tf:5ef1f69cb0a14385b713383dc59e5bf1,6.0,ro:bdf020cf7c17436a9534954f5a76fe5f
tf:d1c0ead995e749e7875d330ea6d9b44d,2.0,ro:44e2805aea0d44cdb5b9e6b9071646c5
tf:b00ddf12346b454589a84000bcdea200,2.0,ro:44e2805aea0d44cdb5b9e6b9071646c5
tf:6000ddfd0da44302818822862447dffa,2.0,ro:44e2805aea0d44cdb5b9e6b9071646c5
tf:20f42e1b92bb44a1afe8047dc83fe37a,9.0,ro:44e2805aea0d44cdb5b9e6b9071646c5
tf:cfe8d57b7f8a4a9aa9db8cf2faf9a519,2.0,ro:44e2805aea0d44cdb5b9e6b9071646c5
tf:35cc6a981ada4e36af4fe8b15f2bf5b8,9.0,ro:44e2805aea0d44cdb5b9e6b9071646c5
tf:db9ad91929284844b7cfe80d1b12fea7,7.0,ro:f2519172805f4610a1fc07f701eeff4a
tf:0182860d64e449a99138ef6ad0f516a3,7.0,ro:f2519172805f4610a1fc07f701eeff4a
tf:e3b33df822f64fc9a18faf88d65e9b7c,5.0,ro:f2519172805f4610a1fc07f701eeff4a
tf:49caba54a3a6446193009cab13604816,5.0,ro:f2519172805f4610a1fc07f701eeff4a
tf:e6683038d84d402f83248fe66c147bc6,3.0,ro:f2519172805f4610a1fc07f701eeff4a
tf:45683dedeee748378bcb66823a8a665c,8.0,ro:f2519172805f4610a1fc07f701eeff4a
tf:302bb80b2a1249ad8902b54c2bbc0643,2.0,ro:f2519172805f4610a1fc07f701eeff4a
tf:dd478272b0d74814abb82c98e76ab5a0,6.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:d06e9c6feee749ef90e94c484d1c2570,4.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:5fd21662edba4be28c3c0c5fdb639ce8,9.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:1c049fdb0e1749268761f77754ab8575,6.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:e39e6060ab8c43919600dea21f9c9510,2.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:558cd0ae4b364a2f91d8edf3a4e869e0,9.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:4dc3f3b68b53485facc34700c2a2a969,1.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:577a177d06be4db5a46d18d7c629cb58,9.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:c24b099a79de4fa4b197a475d02af9e1,4.0,ro:8f72f1c80fe74ad9ae6bc7ffc79a522c
tf:9fb6c84fc3154423bd81fb7ba1a01e2f,1.0,ro:842edbb59ea445f3af02b03e67c5231e
tf:93a5fbb57d03409e81048c306ba4ea05,9.0,ro:842edbb59ea445f3af02b03e67c5231e
tf:7077e7abbc564cdc82e28cf001fb8f25,6.0,ro:842edbb59ea445f3af02b03e67c5231e
tf:783d391f7a7844b69d3556ac6cee3877,5.0,ro:842edbb59ea445f3af02b03e67c5231e
tf:c2f4cdb74b9f4b2cb0624f121f614dc5,8.0,ro:842edbb59ea445f3af02b03e67c5231e
tf:9326504560094166bbbc3581d80c5ce2,1.0,ro:842edbb59ea445f3af02b03e67c5231e
