positions.task_id,positions.exp_id,positions.start_time,positions.end_time,positions.ressource_id
tf:58d45e0f20564a889e3a42e4e479daef,exp:fdd555c3762f473c8f138915855d977f,707.0,713.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:daa498a32e2e4967958196a67c3ee404,exp:fdd555c3762f473c8f138915855d977f,713.0,718.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:afbd0df21cd14395bb3c0a32d3724abe,exp:fdd555c3762f473c8f138915855d977f,718.0,730.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:c42c0b6b42cb445ab0b2748604ed9fcc,exp:fdd555c3762f473c8f138915855d977f,735.0,747.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:c7c934e85c5b49ea824afd60cd4a6554,exp:fdd555c3762f473c8f138915855d977f,747.0,756.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:677934c768374f57b4136d4c458f956a,exp:fdd555c3762f473c8f138915855d977f,756.0,761.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:6b3e40adc89f4bb885447c7c2ec83b5c,exp:fdd555c3762f473c8f138915855d977f,761.0,763.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:c8717b9e984048c3bbdebd6e109e86cd,exp:fdd555c3762f473c8f138915855d977f,763.0,769.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:cbd3ad492dcf4328b67c7c8dcf6d1414,exp:fdd555c3762f473c8f138915855d977f,769.0,777.0,ma:80bc6281528945b29f472e7d5e9f6f98
tm:381b1d47978049d29e22b7b74c336577,exp:fdd555c3762f473c8f138915855d977f,508.0,513.0,mr:18f89ace47874b7a8b2c1633070ae783
tm:6bf3b9aa9a664f53bdc623e997a43d5d,exp:fdd555c3762f473c8f138915855d977f,594.5,599.5,mr:18f89ace47874b7a8b2c1633070ae783
tm:093baac5b1654b8d8a9a95a24ad5c0ce,exp:fdd555c3762f473c8f138915855d977f,631.5,636.5,mr:18f89ace47874b7a8b2c1633070ae783
tm:ae29b6c4ecb145c98a67866887e65942,exp:fdd555c3762f473c8f138915855d977f,693.0,698.0,mr:18f89ace47874b7a8b2c1633070ae783
tm:ff4d57a4757a47d88958024c00b8a5c2,exp:fdd555c3762f473c8f138915855d977f,730.0,735.0,mr:18f89ace47874b7a8b2c1633070ae783
tm:94b9fba5953e42bdb558ad8971c1add5,exp:fdd555c3762f473c8f138915855d977f,512.0,517.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tm:5d27bc411ec74c659f6f5f60d0e57538,exp:fdd555c3762f473c8f138915855d977f,553.0,558.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tm:f593d208f4ae48dab6339769d414306e,exp:fdd555c3762f473c8f138915855d977f,604.0,609.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tm:b790a79fab8a45f7a72a5001be8eb487,exp:fdd555c3762f473c8f138915855d977f,507.0,512.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tm:9854d710d31a45e8acb183331a7180c5,exp:fdd555c3762f473c8f138915855d977f,548.0,553.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tm:d6d40d03e963481ea5a36f436c56f616,exp:fdd555c3762f473c8f138915855d977f,599.0,604.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tm:f3115fca97b54e179d8f548c1d209e5f,exp:fdd555c3762f473c8f138915855d977f,613.0,618.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tm:9b6408763ac14fd5a59412676cd981f1,exp:fdd555c3762f473c8f138915855d977f,627.0,632.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tf:ad9091ef9cf643a6bb0dc6222d900c4b,exp:fdd555c3762f473c8f138915855d977f,777.0,783.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:b487a9a933304188852c6557f6428507,exp:fdd555c3762f473c8f138915855d977f,609.0,610.5,ma:72b95339224d45adbc554e5a0d27e80b
tf:471782e9349a4af1b5b0686aba4df187,exp:fdd555c3762f473c8f138915855d977f,632.0,636.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:591599272c454bab858893605e75824b,exp:fdd555c3762f473c8f138915855d977f,636.0,641.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:63c37edd35ba428ab16616d100a0d00e,exp:fdd555c3762f473c8f138915855d977f,641.0,643.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:179144b6c3054ef9b07e9cbb4a377d54,exp:fdd555c3762f473c8f138915855d977f,643.0,644.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:ecf405bbf4344b98a7e0f31acb22cebd,exp:fdd555c3762f473c8f138915855d977f,783.0,787.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:9681a7b7afe94943a4ef87e2cc626f10,exp:fdd555c3762f473c8f138915855d977f,644.0,652.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:cdd027c494294777b7d4a847fa585fe6,exp:fdd555c3762f473c8f138915855d977f,652.0,658.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:818c76a4c26d48f1a5ec4c52f03ded63,exp:fdd555c3762f473c8f138915855d977f,658.0,667.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:e58dc65ca62d4c8baefe3578eddd35c7,exp:fdd555c3762f473c8f138915855d977f,667.0,672.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:9da3ed69ec5b428caa6125da63e9077a,exp:fdd555c3762f473c8f138915855d977f,672.0,679.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:f07df2b958114826b5512bc61aa3c56f,exp:fdd555c3762f473c8f138915855d977f,679.0,687.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:2d967dcaf05f421d8123bd1e347d829e,exp:fdd555c3762f473c8f138915855d977f,687.0,688.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:d7d7c8166fd24804b9f5a804bf9c4aba,exp:fdd555c3762f473c8f138915855d977f,688.0,696.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:3595524bd9e84185896a9783f4338666,exp:fdd555c3762f473c8f138915855d977f,696.0,703.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:4ffa1c426f494b2dbf05b7a1750a34a3,exp:fdd555c3762f473c8f138915855d977f,707.0,708.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:0e4adb93eaea4a66924933f80f73f1a9,exp:fdd555c3762f473c8f138915855d977f,708.0,717.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:0192a73b943e44278c93f6679bd4a804,exp:fdd555c3762f473c8f138915855d977f,717.0,723.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:7db5fba1e0ca45bea8993a4e19160998,exp:fdd555c3762f473c8f138915855d977f,787.0,790.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:f8b381058d5e4914a1dc215891daed35,exp:fdd555c3762f473c8f138915855d977f,790.0,796.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:76f55b3afcde4ba79b537dc16ccfa525,exp:fdd555c3762f473c8f138915855d977f,796.0,801.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:60dab38ee7ce494785d6b433ed790973,exp:fdd555c3762f473c8f138915855d977f,728.0,737.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:8134faa84f384511abffa0a2cc949600,exp:fdd555c3762f473c8f138915855d977f,737.0,746.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:b5c5abf5fe58482d8c7a309ff63d37bb,exp:fdd555c3762f473c8f138915855d977f,746.0,751.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:b8bbc8c4ee944dfa9b696283d717bc9f,exp:fdd555c3762f473c8f138915855d977f,801.0,804.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:7eda0e8daeb346ca90b99346103a3230,exp:fdd555c3762f473c8f138915855d977f,751.0,760.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:321af5149e0f41858d36991128b3657e,exp:fdd555c3762f473c8f138915855d977f,804.0,805.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:4dddde80b09141548285b430c7adbfd6,exp:fdd555c3762f473c8f138915855d977f,805.0,808.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:4b0af8f6b5314b15b6059b6e22fc0c4f,exp:fdd555c3762f473c8f138915855d977f,808.0,817.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:9b5112499ff84b0c8464be3af7ea4bc8,exp:fdd555c3762f473c8f138915855d977f,817.0,818.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:d1a1d51ce61f44d299a29f9a7a7de46e,exp:fdd555c3762f473c8f138915855d977f,818.0,820.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:7812e52b708046beaf83a5adb9edb8dc,exp:fdd555c3762f473c8f138915855d977f,820.0,827.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:5f840b4fc002465aa35e70a62a0785c3,exp:fdd555c3762f473c8f138915855d977f,827.0,832.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:b9a03ec49fb84435b69e5e58f1c8054d,exp:fdd555c3762f473c8f138915855d977f,827.0,833.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:036aace16cb44a33bdde84606850dbc2,exp:fdd555c3762f473c8f138915855d977f,833.0,838.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:809c0130210b4e95abe67997a6b04e54,exp:fdd555c3762f473c8f138915855d977f,838.0,840.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:ed8a04a73eb74ceea429a9bb27ccfff1,exp:fdd555c3762f473c8f138915855d977f,833.0,842.0,ma:30fa81713c584edcb0279f05e9b9b9da
tf:3d9da43bbf9a418aab381766cd635474,exp:fdd555c3762f473c8f138915855d977f,842.0,847.0,ma:80bc6281528945b29f472e7d5e9f6f98
tf:bd16b7cd0fdb4645b4f96cccfcc2d06b,exp:fdd555c3762f473c8f138915855d977f,847.0,855.0,ma:30fa81713c584edcb0279f05e9b9b9da
tm:f7403a4e9bbf475ca98bae85fc31c5a4,exp:fdd555c3762f473c8f138915855d977f,805.0,810.0,mr:18f89ace47874b7a8b2c1633070ae783
tm:c8e46260b4ca44d8bcce35a4563eccbf,exp:fdd555c3762f473c8f138915855d977f,728.0,733.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tm:23acc433202943edbb60c32257a60971,exp:fdd555c3762f473c8f138915855d977f,723.0,728.0,mr:0bd0d6b0f332468fb8716411cefd3f66
tf:7f62739f190649c3a3435c7c3ca8da1e,exp:afe00d1fff2345ae8b260291a22719ad,256.0,263.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:4ae38a4070e14ad6b7353aff5bdb0aa1,exp:afe00d1fff2345ae8b260291a22719ad,263.0,268.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:f08497f255c84a279ea31e02545f52ff,exp:afe00d1fff2345ae8b260291a22719ad,268.0,270.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:3b343b53bf944f7aa977479894bfa353,exp:afe00d1fff2345ae8b260291a22719ad,270.0,276.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:1bbaf1f8d7c149afaf5a72286d191b41,exp:afe00d1fff2345ae8b260291a22719ad,276.0,277.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:ba4e09396c2f4b21ad97da70a222e3b4,exp:afe00d1fff2345ae8b260291a22719ad,276.0,277.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:ffa0cfe3f63747669006ce684795e281,exp:afe00d1fff2345ae8b260291a22719ad,277.0,283.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:9ea33824cb9d486f816a8f95fe8344fe,exp:afe00d1fff2345ae8b260291a22719ad,283.0,286.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:a7609ce33f714097b8d22f0f56e76f92,exp:afe00d1fff2345ae8b260291a22719ad,286.0,292.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:737951c34f774835b299f814bd8aca3f,exp:afe00d1fff2345ae8b260291a22719ad,292.0,297.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:f928980e29f84b33809c611cefbe7a75,exp:afe00d1fff2345ae8b260291a22719ad,297.0,301.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:55a18d8a031d4305901ef4e1f71b6c09,exp:afe00d1fff2345ae8b260291a22719ad,301.0,303.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:103b3ef4fcf849739dfb6a602cabda79,exp:afe00d1fff2345ae8b260291a22719ad,303.0,308.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:36dda2aaea594502babce72589930347,exp:afe00d1fff2345ae8b260291a22719ad,308.0,313.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:89cafa5f174b4795af6b533857f381e5,exp:afe00d1fff2345ae8b260291a22719ad,429.0,433.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:deb1182f6752468498f1f1a3eb9afbb3,exp:afe00d1fff2345ae8b260291a22719ad,433.0,434.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:c328e60907c344689b22bdf0554dda73,exp:afe00d1fff2345ae8b260291a22719ad,434.0,439.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:09d70c3e13f2481cb0bd74c21fd02424,exp:afe00d1fff2345ae8b260291a22719ad,439.0,443.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:20e47ce71aae4776a845d282d85e8318,exp:afe00d1fff2345ae8b260291a22719ad,443.0,446.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:53c3f8fa89264b40bbebc14a015818d3,exp:afe00d1fff2345ae8b260291a22719ad,446.0,448.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:bc8eab466486414196982e6a958e3a1d,exp:afe00d1fff2345ae8b260291a22719ad,448.0,457.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:e316f9f2518343c08b9b6e69af341ec4,exp:afe00d1fff2345ae8b260291a22719ad,457.0,466.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:18460b1aaa9c40bb8eaf3769a90323d1,exp:afe00d1fff2345ae8b260291a22719ad,466.0,471.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:b1e0f1f09d40481c8c9471e6dcec21fa,exp:afe00d1fff2345ae8b260291a22719ad,471.0,483.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:a3ee54247cb44c9eab2d1918b67014e5,exp:afe00d1fff2345ae8b260291a22719ad,483.0,485.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:a278df8c322844ce828751ba345e2580,exp:afe00d1fff2345ae8b260291a22719ad,485.0,486.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:6ed908348f9942dc888eeaf21d15c88f,exp:afe00d1fff2345ae8b260291a22719ad,486.5,500.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:0f51381015d44201aae540c1247f991c,exp:afe00d1fff2345ae8b260291a22719ad,505.0,514.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:44b2d0f86b96498d9af1521fc9ce8eaa,exp:afe00d1fff2345ae8b260291a22719ad,514.0,522.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:d67d07d68e6542a6ad1069b0a135db45,exp:afe00d1fff2345ae8b260291a22719ad,451.0,457.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:affc957459094f89b7d86b7576cfb04d,exp:afe00d1fff2345ae8b260291a22719ad,457.0,462.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:d51456f491374a5f93cc5e097635ea0f,exp:afe00d1fff2345ae8b260291a22719ad,462.0,471.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:24a853aca736408e8ec3427503230f44,exp:afe00d1fff2345ae8b260291a22719ad,471.0,477.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:26a87535ef0646efb40b58e203d66bd6,exp:afe00d1fff2345ae8b260291a22719ad,477.0,478.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:7f5950c28e7f45dc89dec5c9700bfd69,exp:afe00d1fff2345ae8b260291a22719ad,478.0,482.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:05dc51e5b9bf43c1ab81e0818e5b3bf1,exp:afe00d1fff2345ae8b260291a22719ad,195.0,201.0,ma:9180381d9c3f435795dc110c6b9d713e
tf:e7026d21bcc94d1298b67e902c128f6b,exp:afe00d1fff2345ae8b260291a22719ad,482.0,483.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:7622ed22e2fe412f9a75a66b8ed0cd74,exp:afe00d1fff2345ae8b260291a22719ad,483.0,487.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:d9aa5adf622b4539ac8fc8cf89dafbfe,exp:afe00d1fff2345ae8b260291a22719ad,487.0,489.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:6b172062d80242f38d3638225f49db16,exp:afe00d1fff2345ae8b260291a22719ad,489.0,492.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:e85b4d31b8784380a321cdd7fe9eb1aa,exp:afe00d1fff2345ae8b260291a22719ad,492.0,495.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:70131735e765443db21cf51133cd14d6,exp:afe00d1fff2345ae8b260291a22719ad,495.0,503.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:6657c592b4d64800b7745372d33ad346,exp:afe00d1fff2345ae8b260291a22719ad,522.0,529.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:814685a937034512a40bdcaadd43130a,exp:afe00d1fff2345ae8b260291a22719ad,534.0,543.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:1f04305616e144a289be300b3b40010d,exp:afe00d1fff2345ae8b260291a22719ad,543.0,547.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:9f6b48d411ee47d68c4490cecc89a442,exp:afe00d1fff2345ae8b260291a22719ad,503.0,511.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:6b92448c25504ae49624e048dffab79e,exp:afe00d1fff2345ae8b260291a22719ad,547.0,548.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:ccd8271ca0074c0d96379311b5b4eb8f,exp:afe00d1fff2345ae8b260291a22719ad,456.0,469.5,ma:9180381d9c3f435795dc110c6b9d713e
tf:0d681446d53d43febf437ad9b9846e8c,exp:afe00d1fff2345ae8b260291a22719ad,548.0,550.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:68a1565eaca34d24a37bea15099ff39f,exp:afe00d1fff2345ae8b260291a22719ad,550.0,557.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:80a92318aead4c3ab07862b15553b5f0,exp:afe00d1fff2345ae8b260291a22719ad,557.0,562.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:c400e05ca24f4c4cb914531c9a51fb0d,exp:afe00d1fff2345ae8b260291a22719ad,562.0,571.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:5a28c151a73a4eee97092ae431a419ff,exp:afe00d1fff2345ae8b260291a22719ad,571.0,572.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:2a25d824f8294f1d9efdf0adfdc4931f,exp:afe00d1fff2345ae8b260291a22719ad,516.0,525.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:de4268c18d87430eab2f46bb61bc7d45,exp:afe00d1fff2345ae8b260291a22719ad,577.5,582.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:47bb6a93cfe84c63949dcc38071a676a,exp:afe00d1fff2345ae8b260291a22719ad,582.5,593.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:17ec5641d74f4990802076ac4cf06b83,exp:afe00d1fff2345ae8b260291a22719ad,593.0,605.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:0b6c478e465c4976942ac85e35cf10b5,exp:afe00d1fff2345ae8b260291a22719ad,605.0,606.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:1c57daa17f994c72af209a2e79354ab3,exp:afe00d1fff2345ae8b260291a22719ad,606.0,615.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:72851b2eb56746e79baa2551ccdac952,exp:afe00d1fff2345ae8b260291a22719ad,525.0,526.0,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:f61e5401cc054dada1beb07e45e1155d,exp:afe00d1fff2345ae8b260291a22719ad,615.0,618.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:0b1933d9167b4f8593becc3341803a37,exp:afe00d1fff2345ae8b260291a22719ad,469.5,478.5,ma:9180381d9c3f435795dc110c6b9d713e
tf:31d48d5795234033b5488ef608abd483,exp:afe00d1fff2345ae8b260291a22719ad,623.0,624.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:569b856cb7424b9ba059aeb5f09e5eab,exp:afe00d1fff2345ae8b260291a22719ad,624.0,627.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:ef08bd54954a4db48d58d1270c61873d,exp:afe00d1fff2345ae8b260291a22719ad,627.0,633.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:e79655e494cc46d5bd2187c3849cedc4,exp:afe00d1fff2345ae8b260291a22719ad,633.0,642.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:c550f03bf2174aac9ae727b0e5264d03,exp:afe00d1fff2345ae8b260291a22719ad,642.0,648.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:14db606aa8804237a878714191721157,exp:afe00d1fff2345ae8b260291a22719ad,648.0,655.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:e810cc0a132446c7b5d472761605966c,exp:afe00d1fff2345ae8b260291a22719ad,655.0,656.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:6bedfd28bae340289e820e17d4c95a43,exp:afe00d1fff2345ae8b260291a22719ad,656.5,662.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:be19fc9535694186b1075cbb0d1845b6,exp:afe00d1fff2345ae8b260291a22719ad,662.5,664.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:44bad9a302704e598d5e2a00c257c0fb,exp:afe00d1fff2345ae8b260291a22719ad,669.5,673.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:22a8d7699624409c87eb0048392eae31,exp:afe00d1fff2345ae8b260291a22719ad,673.5,684.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:78d74665002343fab6b021ce7dbfebef,exp:afe00d1fff2345ae8b260291a22719ad,684.0,691.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:f7b0661874454a1c93bcb0f1b52cfa5d,exp:afe00d1fff2345ae8b260291a22719ad,691.5,702.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:fbeee72743c04915aa918f4f323d2b43,exp:afe00d1fff2345ae8b260291a22719ad,702.0,708.0,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:189d16d3c50f43bf911cc1c1a009f756,exp:afe00d1fff2345ae8b260291a22719ad,708.0,709.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:438a418a28c4406d9e245befcf3fa965,exp:afe00d1fff2345ae8b260291a22719ad,709.5,716.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:e9d6ada0141d416aa79f0f528ea23a28,exp:afe00d1fff2345ae8b260291a22719ad,716.5,723.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:7a6fb2b544e843fa985835c377951dbc,exp:afe00d1fff2345ae8b260291a22719ad,723.5,732.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:2d347d34fd22498e9717c5df62dc5f7d,exp:afe00d1fff2345ae8b260291a22719ad,521.0,528.5,ma:9180381d9c3f435795dc110c6b9d713e
tf:864fba243ff9403d86585a4512c3537a,exp:afe00d1fff2345ae8b260291a22719ad,528.5,540.5,ma:9180381d9c3f435795dc110c6b9d713e
tf:c7503cd15d0a40bfad229eb34ef3b34c,exp:afe00d1fff2345ae8b260291a22719ad,540.5,545.5,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:d9d9ac26928448f8856bdcf77b40a931,exp:afe00d1fff2345ae8b260291a22719ad,545.5,550.5,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:b5db34ee99c24c3eadb6724ac85d0696,exp:afe00d1fff2345ae8b260291a22719ad,732.5,736.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:28d2c0d21441428a9a398056f23e6ec4,exp:afe00d1fff2345ae8b260291a22719ad,741.5,750.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:7b63058081a949ba9d56712631bc4e61,exp:afe00d1fff2345ae8b260291a22719ad,750.5,762.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:67f2d7da5ed94deba08f319f0860d2f1,exp:afe00d1fff2345ae8b260291a22719ad,550.5,558.5,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:027b3d13dd4e49ebacbddd059be2e338,exp:afe00d1fff2345ae8b260291a22719ad,558.5,565.5,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:9cc92f0635234e47ab8801248ba18354,exp:afe00d1fff2345ae8b260291a22719ad,565.5,574.5,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:94a40aa8b6194d15b1b0bfbbb9cf3c84,exp:afe00d1fff2345ae8b260291a22719ad,574.5,583.5,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:88693e3f8d814be9af28afee85c8e019,exp:afe00d1fff2345ae8b260291a22719ad,583.5,587.5,ma:5edd10fc9fdc49d1af00c922f032d16c
tf:6e78b7b8326f42b09a52e09f4ed737ba,exp:afe00d1fff2345ae8b260291a22719ad,762.5,768.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tf:722ca7f9e3ac4c5381bcf0ecac819568,exp:afe00d1fff2345ae8b260291a22719ad,768.5,777.5,ma:0ca42e9ffd8c42e291cbdb4e0a808434
tm:acc18958336542629ce5b9888880b391,exp:afe00d1fff2345ae8b260291a22719ad,439.0,444.0,mr:6b89d83ab91c4080b130c1d3ea872324
tm:752d53b729ed4741891f31342e7cab37,exp:afe00d1fff2345ae8b260291a22719ad,500.0,505.0,mr:6b89d83ab91c4080b130c1d3ea872324
tm:f61cfb42e52f4dae9b1a4b1c9ce55a1d,exp:afe00d1fff2345ae8b260291a22719ad,529.0,534.0,mr:6b89d83ab91c4080b130c1d3ea872324
tm:8b331a99b804412eb71b598ff8fd8a1c,exp:afe00d1fff2345ae8b260291a22719ad,572.5,577.5,mr:6b89d83ab91c4080b130c1d3ea872324
tm:f83e5e7e50c842c9a206d51c04b407ac,exp:afe00d1fff2345ae8b260291a22719ad,618.0,623.0,mr:6b89d83ab91c4080b130c1d3ea872324
tm:a318943f79c24db59ba2d57d0e42c60a,exp:afe00d1fff2345ae8b260291a22719ad,664.5,669.5,mr:6b89d83ab91c4080b130c1d3ea872324
tm:19d0471e7f43480792eaed15044e9215,exp:afe00d1fff2345ae8b260291a22719ad,736.5,741.5,mr:6b89d83ab91c4080b130c1d3ea872324
tm:ace5d582e5094c278b938b17e04dcb4c,exp:afe00d1fff2345ae8b260291a22719ad,777.5,782.5,mr:6b89d83ab91c4080b130c1d3ea872324
tm:c5380d5333094d62bc4b18471960107d,exp:afe00d1fff2345ae8b260291a22719ad,451.0,456.0,mr:ca39caf83c1c44e885a0a470191f9b24
tm:9178a27a13b24ebb84a782b4a191b9e1,exp:afe00d1fff2345ae8b260291a22719ad,516.0,521.0,mr:ca39caf83c1c44e885a0a470191f9b24
tm:283bf7b552d7465691f7d87e71e224ea,exp:afe00d1fff2345ae8b260291a22719ad,446.0,451.0,mr:ca39caf83c1c44e885a0a470191f9b24
