uid,start_time,end_time,ressource_id
ts:3055dbf6a1b749279797539280f2d313,0.0,5.0,ma:7e43f6fd0cb44b5aab46018313d4a443
ts:305be3fefe2249509e07bbeef6f10c9f,25.0,27.0,mr:69c1ea6c9bea4bb6bcfaa5a1036946a3
ts:305e582f6be844a4ae41f94f785dc4bf,73.0,75.0,mr:5fef3e9bce314b588ff19ad8074db707
ts:3074f28236db4d78abcb3bbbbf9d196d,25.0,27.0,mr:9cea79dd543f418484b902aa78599ea8
ts:307592c634bb45959e33a92a3a9347e1,97.0,99.0,mr:718d595820bb460f804a4dbad605f964
ts:308181f789bf43808660f8e85d0d7eae,73.0,75.0,mr:94942902e43343af9290d15dff9a256f
ts:30a0e9305dbd4afc9770129a4978186c,122.0,125.0,ma:274d134900e247539a79d3c9a57c6303
ts:30a274ccfa0f43d9afe492a243ee8554,49.0,51.0,mr:ae866b0163b24d24838d42026620fd8b
ts:30af03f4c024424ba0e027fadaeed70e,145.0,168.0,mr:4fc7b82233004f5aa789879936b029f0
ts:30af1ced11894addb67d77c52035d1e0,146.0,168.0,ma:e487ec4634c74b4aac915cf0d9a17213
ts:30c14888c62142b9bd9e18c433379a02,122.0,125.0,ma:a1af70544ed44b37870cab0f4f004fe2
ts:30c18a850ffb4817a2cbe0ac5c74e222,98.0,101.0,ma:a69083b6f7c94fc0bbefc74f14e3124d
ts:30c4baf3b0924051ac9e5717586bb2ca,122.0,125.0,ma:9825744e348e4f43bf17d5dc5bdb6798
ts:30c55f18f70a4e5094bf75732b562570,122.0,125.0,ma:7110ed857737416e94c4ea900d4a762f
ts:30c59966c1944d37b9bfded72c814490,74.0,77.0,ma:847d3b9fd36c4a6c87c0709433f2a354
ts:30c82dc7d6fc49ae879c0acf40689347,0.0,3.0,mr:d19c6106a13a41ae9926dff5cdb55a45
ts:30c89fec41404c36a2f17bf89fea1f52,98.0,101.0,ma:120db96b7a1a45f281aadb6f15d3d003
ts:30d9473ed21c42d8904fc2b19f812ea4,26.0,29.0,ma:4f4f4a4eda1e4cfb9da8ef1d55cd7de6
ts:30df84dfd08d4002a821f68b3542000b,74.0,77.0,ma:78635f0f149149fda2401009ac0f5790
ts:30e22d7ba4d04497bb17dc531501406e,49.0,51.0,mr:3c4e7dc59045402ea4f251579cb11cf6
ts:30e4376ca7ee4c80925a7ba7149a3d1e,0.0,3.0,mr:bc50629b704643d08ab3eb234a7fb8d6
ts:30e59d460c5745aba6f045f53d4b3750,146.0,168.0,ma:425b4368cef54f27add360d9ee2d9814
ts:30e68c4d5d174e9893f77d1cdeccda56,50.0,53.0,ma:aa3b2111df9044778c5f007e84aad390
ts:30f09651277040a98369aba7c60e80d7,145.0,168.0,mr:33c12038efe34a5ebbde958e6be79aa7
ts:30f8b6bfd9b74da0a6bd8f53f74d7dff,145.0,168.0,mr:f9d6d3d42e6b43169f475a766d13d7a5
ts:3100e4a119da4832ae0f97a7204491c2,121.0,123.0,mr:0315a404ad274a75837e9fb12c9f656b
ts:31073112e36b4732a96a6495c886ad07,73.0,75.0,mr:219b5ad0e5bd435ba81fca6b2b58a055
ts:310a4fe38b1d4c04a0b4c9ee3cc02f2c,50.0,53.0,ma:f492ece7665347a689115faa10310ce9
ts:311619c19af2455a9dfdb48af702fe08,0.0,5.0,ma:4aef611786bf4b889fc375ebc7f8279d
ts:312867f250484ad8a797e18955bd79b4,97.0,99.0,mr:cac00e69376c49a8a154c2a437c780f8
ts:312b14a17b814fe9a3a01f30aa65c868,74.0,77.0,ma:3fd3bc897cca4ce5895f386a89b9530c
ts:313870c6a83d46cebab1dd45db0c07a2,98.0,101.0,ma:023942c7a31044e3966435f8189e857e
ts:3142113fa48c4e14b09fa90c19802a89,122.0,125.0,ma:ca36c28b5dda4e549d8bc4babcef3537
ts:31428df3541b4d958113375248b2540f,97.0,99.0,mr:6b8f49dc1f314c059356ef45f27bc135
ts:314ca76bc431407695ff8c48d59c4d8d,0.0,5.0,ma:be9a08409d8446ba94686654c3997e60
ts:31584016c552498481979fb93efd2b23,0.0,3.0,mr:4d4c069265434999976d0107f95cfd4a
ts:315a764e1b2a4b13a832e603ffd2375d,0.0,3.0,mr:702ea81bfdf74cfc9f44025b77afb6cf
ts:3188489df26a4edfb4c10e5a730f6694,121.0,123.0,mr:a763175c537f469da25ec3893ece661f
ts:318c09d5ff5b4fb2b72c746dbc138dbe,146.0,168.0,ma:29cc000fc0514d6692d4328083d05f34
ts:318e31c2a8cc45f59511199ddcbfbaed,146.0,168.0,ma:870cbc4d6cec47458ad27b9e237a0845
ts:3191b4371d6145818fbeb4558350b40f,25.0,27.0,mr:83229999e6a54e59a0788eeebfd80783
ts:319f8f97d9124146a321be7a07c785c9,49.0,51.0,mr:657b2ab134b840d39edcc25f40f24c9b
ts:31a1f9f9f9d449ebbd6f2f38d8cfdfd7,50.0,53.0,ma:2fa489ac055e4d8ba8d613da5229d56f
ts:31a4b60c9e7640b298da38b3a9825f8a,122.0,125.0,ma:4a50577347754591a63b7dfba6e1cae2
ts:31a506db5d58465f8f5f1a60b17689fb,0.0,5.0,ma:cfbf6fa58468446b9a53906bab375cd4
ts:31ae1d8d5e4b4061a6a980ad125424fa,49.0,51.0,mr:eb040e1565fd43e59ba74ce740c71638
ts:31afb4435b554fb8bf9e7e6ff5b62e6a,26.0,29.0,ma:f851849c3e394d7fb8b5ca62c907c799
ts:31b49e23dacb479bb8d5efad71bd1077,25.0,27.0,mr:ac5a452a88574bd686ac6211ec2f8a2f
ts:31b7eba9f8424db5b67900ac4f2f2217,121.0,123.0,mr:53acf846305e45e3a80d113428e016a6
ts:31b9e928985248a2a176d26ffdfe8640,146.0,168.0,ma:daadd683bd734b0293557caac302f541
ts:31c0d991ef394f7faaad0c75f3ccda77,26.0,29.0,ma:e4d8950ebc6e4d398df8b848eb10073d
ts:31d1c55282494b1f9da1d841f7abe80f,98.0,101.0,ma:6233d7c9002343e98a704a41762ded6a
ts:31d43a158b204bd2a01600b6b3c8a6d4,49.0,51.0,mr:78eef11b471d435982b27b18728e23cf
ts:31d6452460ed4fdf9c8cbb15c1470042,121.0,123.0,mr:b7d71aeee2a4408590ee6edbfc89a066
ts:31d72471724d4317b673a0be6042f6bb,121.0,123.0,mr:8c05b515e2cd49ebb9a862c50b14a4fd
ts:31d74c9102cb47c4b1ce29f83125fb96,145.0,168.0,mr:0204ff1945b74627ab7a7bdb7cab8822
ts:31d8f107252d49e29b3bd3d7d009b214,74.0,77.0,ma:ab21916ee5d64552b340522cfc55d90e
ts:31daaec117c4424f90cf09e90638133b,26.0,29.0,ma:3aa965582a7d42cc95c1edfbd39a4929
ts:31ddc6583dda4f3398c9dc9b41513b48,26.0,29.0,ma:8cdce6d12be9474a82f795ea29b24776
ts:31e10b83e7a247a9a0c68167fa608662,98.0,101.0,ma:98611b1ae9ed4888913f198b746ca77a
ts:31ea53c90f624dd4af16c8fb29ce8a1d,25.0,27.0,mr:d2251ab965d04598b883262541239cee
ts:31f22e776a824b7394394cfb35a82080,98.0,101.0,ma:89ebd910daf24e7fac82b5281c3eb988
ts:31fc6ed4ecb2445194b89cfedcb770f7,25.0,27.0,mr:191220f47e824ff690cbe16ea0db50f2
ts:320d2efb902d4108be7442f5ab77a89b,98.0,101.0,ma:6a622d4d036d47babbdfd8e2533b2d32
ts:321955750dca4bde8ddb6e89e4a80d23,26.0,29.0,ma:271938682ec94b9f86c4830b4d0e525b
ts:32295b1aed6c4b9c818cd657cd6bd960,97.0,99.0,mr:c1093c807ff747bfac441881afbdadc2
ts:322e9330fd8248c7a9851c7ba942f0c0,49.0,51.0,mr:94c6485ec80145ed9fdcbf75ea6c7959
ts:32344c843a164696bb2de263cc18ba8f,50.0,53.0,ma:436a7410fbb542b4a84127c1d25649a1
ts:323622135f98424d978da65078995e94,25.0,27.0,mr:c0312c76d822491eacc504b6fbdcb364
ts:3237793c520c4e1a891c1a5e1cd387e7,97.0,99.0,mr:9f03331bbfe843faaeb35de7569293b0
ts:323d1e6d088b4110a1a495e7c8f93e9a,25.0,27.0,mr:4e4d3da655da4a04b23771e346dcfd62
ts:32516265f00d4ac9ba3ec1f8222e8624,121.0,123.0,mr:917eb6fb4fe84538bb782ede4c674a62
ts:326afa5b7b8c4811b585f8687b505b14,0.0,3.0,mr:7162d1fb6aec4c83a6581cdd5c001d82
ts:326c2ed81d7040f7a586fe644bed4df4,121.0,123.0,mr:e4b5e3d309f7435891f1ecf423eaec1f
ts:326c93757b50475993357c29fbd4858a,73.0,75.0,mr:4444cf4735a84f2c9c017d0c3c639023
ts:32778a5b4f034a53848327da97f0a197,0.0,3.0,mr:95f35796a3b74769ad47f60706893635
ts:32869e58c63642cd87274b5b0ff23231,0.0,5.0,ma:d3e9dd128d14422b9c887c6bc5f3615c
ts:3289a4bb2cb5498c9f7c73d3d19aa261,0.0,5.0,ma:3191e85fcd6d4e2c810efcd3f998b494
ts:328a17b3f30f447897afad41be9b39d7,145.0,168.0,mr:32522434c5fe440cbea432f0685235ff
ts:3297fa767731464c9ec8d637a42f423d,0.0,3.0,mr:f627246d363642998938ee9748639973
ts:329d6836b62b4652846bb202d1972be0,145.0,168.0,mr:1ef243021ac14827a0b3c406d9f3ece2
ts:32a315fca9f042f18a285fa11dbe4faa,0.0,5.0,ma:64c33e77cb4e465abfdcb15bd1e01267
ts:32b19745f7d442c69a3d5d29eb084dbe,0.0,5.0,ma:08fdabb82e6e4ab3a7ba9d23d406bd83
ts:32b5491528304d68a28959bfea0161be,73.0,75.0,mr:8d53a4c865b64643b6d61d1c441fc5cc
ts:32c3e0b63a4c4337b3d6e884a25f7145,146.0,168.0,ma:3ca0cfe1fdc64fae80f48d1cf0527967
ts:32c5d579448d44abb0bdb5e9bc8646af,98.0,101.0,ma:b4e2fe0f6a3544ba8acb45eb779648f0
ts:32d52adc6a014be1b31021d847b9ba9d,122.0,125.0,ma:2f236baf82224011a5e11264c9804661
ts:32d5dcf986634da5be46ac8f2b211ec6,146.0,168.0,ma:2159a97b112641ca9c9a44f7b2ee997f
ts:32dfa616016a4a04b3487f645126a33a,145.0,168.0,mr:5079c66e1c9942758ef90f0a9df81a60
ts:32e23e4e8fd44157a51be36a14e02735,122.0,125.0,ma:c5033fe79dd04045bfd11885d90c0cbf
ts:32e97e60b6f34d93a1147c814275440f,0.0,3.0,mr:1dd9751333674a1a83427bd05978a38a
ts:32f62b2588e94b2d8afb7ed7d91d66f9,50.0,53.0,ma:7566f4622617480e9ce2bf4f6c32063d
ts:32fd55c42d054b2bbbdbac859b67cb32,98.0,101.0,ma:a3ec53fbcdc94f379d42a5b1b90b60e5
ts:330ce36d7b3e4a3aa51e2ff475230d13,74.0,77.0,ma:21998bde8e19458e87e0eec673afdd2c
ts:33196b0bc2004151a65e0c38137adecc,122.0,125.0,ma:4bbcf6fedac342c696a6b111bffc236f
ts:33243b5136fa4e2f9865a71fae92579a,25.0,27.0,mr:0378485f1800459aa7fd7d82bf917089
ts:332aae36a9d945eda9a98c14280b61dc,50.0,53.0,ma:3ca0cfe1fdc64fae80f48d1cf0527967
ts:333390fc9ad649a5ab6cce41cc231567,73.0,75.0,mr:78eef11b471d435982b27b18728e23cf
ts:333512a2702f400e8de2733112b05e50,98.0,101.0,ma:66fdeda589344f6d98f41172bf5c9006
ts:333a34eede304050badd5c60c7f5c9bf,97.0,99.0,mr:1ca9d16611224030912c98b450a2e82a
ts:333be012b3004935aa8d1efc198cafc6,98.0,101.0,ma:60e886968a18439282ac028c26bf7cde
ts:333c88d610644fa6b95d0091150ffe59,73.0,75.0,mr:702ea81bfdf74cfc9f44025b77afb6cf
ts:334dc01214fa42ad834f9e53df77dc6f,49.0,51.0,mr:8154dae0192145cba91871b7e2ba58ff
ts:335a4820ec404932b7b5ec52e3c40c6c,73.0,75.0,mr:f0507e159ad941858b152a7ec4ff81aa
ts:3365c43f0d2f4ee3862c659af7df1982,26.0,29.0,ma:56cb8fce27fd4cb1bf17a43621a6dee4
ts:3372f899045647f7bd826324f53e30d9,145.0,168.0,mr:ba012b4fb9384cefb324e7540bdc5669
ts:3373fbe667bb43fba815823cf37c6f91,121.0,123.0,mr:d19c6106a13a41ae9926dff5cdb55a45
ts:33773310eecd4e79a756fd47ef01b110,146.0,168.0,ma:30b90f61ce154f3c8ecf601e92595f0c
ts:33914fa7d1d54275bddd7cc04198ea1e,26.0,29.0,ma:107b6540271545c8bfeab2da0049ea8f
ts:3392adf36476449489ac8e787ebb9745,145.0,168.0,mr:bdc914c5f22746d1912bd670a14e5272
ts:3393681181dc4d889f0e4eecaa60b547,97.0,99.0,mr:36095eed24a644119e41fe33e2a4776d
ts:339d8c4373d6454dbf54e91844f3081c,74.0,77.0,ma:120db96b7a1a45f281aadb6f15d3d003
ts:33a27d87b4d745daba3887e4ae6f9b4c,98.0,101.0,ma:574493849a1747ada3ea362b33bb716e
ts:33a5e2fb317b428daa76b9c13003caba,0.0,5.0,ma:4eb23b3fc0be4f098c166b95bdd53df8
ts:33a8edf3d8fa4d0492517c35bfb8afcf,50.0,53.0,ma:64daafc0083340709f8259b9ea097e7e
ts:33bb00847fb74babbe509a92f7ea6bfb,74.0,77.0,ma:574493849a1747ada3ea362b33bb716e
ts:33c564faf45742b798fb797a2d9937c2,49.0,51.0,mr:9f5a28ab58fd4e618f5aaafb44770e38
ts:33d3e35646c14f7eae437ad160322214,0.0,3.0,mr:a192d1e7e45541559468c3538feec215
ts:33d7756a668c4de9a4921aa21f9abe78,74.0,77.0,ma:ccb4d0cd82b745f180f858258066ca64
ts:33d7f7322a884ea3bce3010b675f1c00,26.0,29.0,ma:c1f0daedfffa46bcbed2033ff5f2d4d5
ts:33dade9699a34917ad5801d8aa98d7b5,50.0,53.0,ma:16a540a02ced4de9b51094d42694c298
ts:33dfd017cbe24ad5ada36f29186e1cd6,0.0,3.0,mr:b7c6ccc5bd4c40e6b127b9c612119c99
ts:33e644aec0284c4c9e8999ef602575fa,0.0,3.0,mr:36095eed24a644119e41fe33e2a4776d
ts:33e84d5e90714440ad3eb83cdb7ae174,97.0,99.0,mr:5fef3e9bce314b588ff19ad8074db707
ts:33e9ac1e80da4181976ffd114e27e016,122.0,125.0,ma:e4d8950ebc6e4d398df8b848eb10073d
ts:33f99017ebe04c6f901cb52ac20083b4,50.0,53.0,ma:9b8fd9c35164456698f558c34b88869b
ts:34086766721242e4b71b16de12cffb8d,0.0,5.0,ma:a9f33db8097a4ed9b9b838ec52e56cdf
ts:340babd3eda34a5f86c66edf588cd5ce,146.0,168.0,ma:689cd2a6d4fc47688f963126af8f4849
ts:3417b53137b84be395b9af98204dccd1,98.0,101.0,ma:9825744e348e4f43bf17d5dc5bdb6798
ts:34190b6eff964454803989eb8c3c2193,121.0,123.0,mr:d9ce94af3d4d432f8c6002ac92c84ec2
ts:341f9cb9089e44af9d79104a9336b71b,97.0,99.0,mr:d6de1f211e284d8ca6b7f86a189bd693
ts:34211b5d71d44c6884acec9f432f83ae,26.0,29.0,ma:c431fbb247924881a5adf4de59af0a0e
ts:34274fa1fe47432e8ae5c558c8f858fb,73.0,75.0,mr:191220f47e824ff690cbe16ea0db50f2
ts:3432d0132c2d463b9c987af695b5d0cf,26.0,29.0,ma:ab21916ee5d64552b340522cfc55d90e
ts:34362f0b34144bb4ad0f6de9fb65b6ec,73.0,75.0,mr:c30dbfda4e4542e4af47afb8a0a84819
ts:3439c92fe8314cd18856618294cb7634,146.0,168.0,ma:c46ba8f603b44d6681853e5ce5a3d0d8
ts:34506b6e004f4193833cbb9e8e945a3b,145.0,168.0,mr:0a7cc93883a34b1cb775d8e453ee958b
ts:3451ed6ffa9b45fd94e92d4138a6c2ea,25.0,27.0,mr:359b22a874e84f7f9eb992dd9dfcf19f
ts:3455c974bc6c414ba889ee0b6966e1c4,98.0,101.0,ma:05808522638645039815f2e25e362641
ts:3458f0a6b56b46df9febbd1111432645,50.0,53.0,ma:43ded7c71f79463d88d8db4f06cb0290
ts:345b4928d1c74cfc83af7ea5a654e57c,98.0,101.0,ma:ae13affd2076419b8f927ba8a1be7109
ts:347aa667c76c41988c54319a4755de44,98.0,101.0,ma:e9fd2a493b5540998cf547ed69e1ea78
ts:3488d6686ec648e1a078404ae5d653a0,98.0,101.0,ma:9639b461876f4e57b2a31057fc178084
ts:348cddfb527146569953731b477f51c6,73.0,75.0,mr:c0312c76d822491eacc504b6fbdcb364
ts:34984ff628dc4b3b99e9c9e05b9040a5,122.0,125.0,ma:e5844305cf1f4b79bf0d827a8da67d48
ts:349f1e46a78143ee82ebeecac4433490,0.0,5.0,ma:a1af70544ed44b37870cab0f4f004fe2
ts:34a0018ad2d34205a5a2deb0c0309bc1,0.0,3.0,mr:35ce72db4aa0469fa8b922034378d3f9
ts:34a02ab675604e7e9d82f031aa2f3011,73.0,75.0,mr:ba1775ae4dd848cabaacd59cd167c910
ts:34add655efd941799d2a6d3a2ca32dcf,0.0,5.0,ma:f6607dfede7a4d879f88a9bf139fccdd
ts:34b5dec604f541a1aa1dbb92d1fd3d58,145.0,168.0,mr:aea822e65f7e43e3a96992427d42d92e
ts:34b7158e0b7e443bb648c0ed4ac57f5a,49.0,51.0,mr:557e0696c5e94ab3bdf947d57414a9eb
ts:34b8798a7d99401b8826b1e40c1d1ed8,73.0,75.0,mr:81b4fd0d64cc4df89efbda6878397385
ts:34c3a423e6ab41298f561e61689f0e5c,73.0,75.0,mr:d3cb607d1b134cdfb0cb8a4fb225133a
ts:34c6e1fc8a8f46c7add9fddc7114c3ef,121.0,123.0,mr:f4f73eaf413c49288d9404b7706c6ff8
ts:34ce88e2c1494a1280f27c09995af5fc,26.0,29.0,ma:0368d285b24b4318b8509544ed75218f
ts:34cec022ea894617a1bf2cf1f43904e9,50.0,53.0,ma:25895ee3091e4355a531448296ce7bfc
ts:34d8fe814e594a65bfca48fef66b3edc,49.0,51.0,mr:811190d00b884e65bc9d490ccaf4e05c
ts:34d8ffe27213444798fb189041f6e89b,0.0,3.0,mr:2e100cb1d94840f89352607e246dbad9
ts:34d9eab1bac54378905d0308ae4ef6a5,122.0,125.0,ma:89ebd910daf24e7fac82b5281c3eb988
ts:34db8db568494fef831f72479f7fae10,98.0,101.0,ma:425b4368cef54f27add360d9ee2d9814
ts:34e6dbfbbcc746509a29b284c35cec4d,74.0,77.0,ma:fe81a3bb7aa14569bd43fefbaede3315
ts:34e7a707add941c0a542446669a33eef,121.0,123.0,mr:86e905f242a248d49d6d79b7dad2a055
ts:34ee412c5d50418cabf2ec0df4ce6b8b,122.0,125.0,ma:dd67b333e77e4cb3819eea0cfd6e786d
ts:35073e3f17fc4e9487d6b7f37c443cd1,26.0,29.0,ma:16d085964cd645ba8643e1ef0fcaea5c
ts:3507802188134cba98d626402d3761e2,49.0,51.0,mr:5e028b713dbb44e7a162ddf91208b444
ts:35087d8c16274c808641e74b29ebfcc2,49.0,51.0,mr:3c025cb4eab643f4b558c7c019d38bc9
ts:351582e7b5154cda89b80d4e331e5a87,50.0,53.0,ma:d21f7622b8404cdc8f9526e0c83915a8
ts:3517a96bad90468d95b012fc6093b2af,25.0,27.0,mr:54df1e53414f47d589b764580629addd
ts:3520de6fda434155b0a89e3c5e570b48,74.0,77.0,ma:1a32000effdd4d889b7efba87f78e786
ts:3530e916e22a400aa56c82b2408f968f,121.0,123.0,mr:56f27c9d1c1048259c60fcc87ca50b55
ts:353ad6567cea487fb999814bfc4b350d,25.0,27.0,mr:fd89c112e48d42e389aedc5aff904299
ts:35450a5c06eb43449ca9086e50033d54,98.0,101.0,ma:4bbcf6fedac342c696a6b111bffc236f
ts:3549b3bb6c4749ab9edfeaa3346239ec,146.0,168.0,ma:9c283a522c174cb2acb3ad7bf5a70324
ts:354b0900643b4f59a4053dd0b5d8ad05,97.0,99.0,mr:21795b2ad69a47739d8d90506eb473de
ts:354d92f4e3b34e4483be60b2f5b11fb0,122.0,125.0,ma:408d129c45a845b9b3454dbe6367e260
ts:354ff6e819d64329b0402bf878233f60,121.0,123.0,mr:c0b59c88db58456a8eb75ec02023575c
ts:35563472c71d4bed8ff29292b351aad5,97.0,99.0,mr:07cf993c92134ed78c7274f484fb42a6
ts:356088eb03cc4b9a96b74f1041b920db,146.0,168.0,ma:0d29c289a72b42cb8688370ea63176f7
ts:35661f2e793f4eb1a858a89e684072cf,0.0,3.0,mr:a00c15bd2e924d1b87d29f9d4a8ce68d
ts:3581223cd48243fcb579eb29f2bd0822,25.0,27.0,mr:4cb7cdf0e581405986e4330161f6de8e
ts:35917c629d084f56a3cb830192129077,98.0,101.0,ma:1e6c8ec4a7f7422faa21636d8c65ed35
ts:35919cd3592a45cda617773ab506ec14,74.0,77.0,ma:b3cf8bcf4ae5437d9faeb64e64e07d02
ts:35986df7f0d447fa93633b069ff20e84,146.0,168.0,ma:4905d0db17cb455d8d9049d6736154d1
ts:359bf334724d41dca514b6f2822c06c3,26.0,29.0,ma:d3e9dd128d14422b9c887c6bc5f3615c
ts:35a250a23f5545feb41621e59d96b29f,25.0,27.0,mr:9e1ac74159324983aaa27497f50f4b28
ts:35a937bf4b714647a21e9f4bb2f7396d,0.0,3.0,mr:49e69c050e624b419eedaf3bb4deb402
ts:35a97640455f46ba81d54e9920d96f9c,74.0,77.0,ma:10ee314b211045fba01a227f5949bb94
ts:35b9867b86db495494ae981c3870b366,97.0,99.0,mr:7817965d2e73447594e8c7dc252dd472
ts:35c078079c1f49a493c1ddd8ea8da601,146.0,168.0,ma:044d1b490d4d4b9b8a8f71456222a753
ts:35c252c884da471da5883d49e30a74fa,49.0,51.0,mr:39074aac1b9146b8b5728fb97ac702b6
ts:35c7a9baef81400f99e8f83ed4116adb,73.0,75.0,mr:2cfc2422f28c496bab1d3e1297eb34f2
ts:35ce36bb16394c4fbc1bd2edbe9b2cb8,0.0,5.0,ma:10ee314b211045fba01a227f5949bb94
ts:35d4eae50cdc4165a15ffbd85f21162e,121.0,123.0,mr:9a6ddc6472774640b6321ee1cd523581
ts:35da530f12ed4d6790af842f8698691b,0.0,5.0,ma:428757207fe749c7838942e7a1a53963
ts:360363e4a6e74b2ead91334cef76a11f,50.0,53.0,ma:faea048910e344fc81b24c191eec6a12
ts:36052dc72ef046e7beb9246c3ee06863,25.0,27.0,mr:6fe0ab17b4f44e7c9ce155c9bdf3df6d
ts:360b58778c52428ebb8625974044f758,98.0,101.0,ma:b0fe7d2b14ce4b388373b6101ef632ed
ts:3613f3f4a97947e89e3462a512da4a04,121.0,123.0,mr:94942902e43343af9290d15dff9a256f
ts:361544bf24a64369b6b2cb96694aba4d,26.0,29.0,ma:776438a046b743c08625fbf15f320f83
ts:361b3e1b6f3745e48dadda66986121da,145.0,168.0,mr:6f021746fdc14fa3a55e58c87d1fe03d
ts:361e7743dec1422eab8587b6dc11233c,97.0,99.0,mr:a32bcba9bd9a42559aab8fbe254ae81f
ts:3621f47ae6104ff09c934675d2fc6033,49.0,51.0,mr:b9a4526d4ce24eaf98b8cac80a369283
ts:362ff4283460422781d11804e3b4d29d,50.0,53.0,ma:9e76f6e253534594ae8ca1e24a907917
ts:363387ea3baf441099b3e4fdc588f75a,50.0,53.0,ma:1a32000effdd4d889b7efba87f78e786
ts:363e8aa5458f41deb1aa0ff19eda9d67,121.0,123.0,mr:9cea79dd543f418484b902aa78599ea8
ts:364189251ee74c6fbf61d3994c6be45a,0.0,5.0,ma:8b1ab3dc4fa8472082660d36cf4490a9
ts:3647986b72554c24aa4f8ee768b5ead1,121.0,123.0,mr:b70e2d9f59a6481e8b4a4055cea143ef
ts:364bc26a53fc4971872217473541a437,73.0,75.0,mr:0f85a4e99eea41af9d30964abd54fa9d
ts:365dea02921c482db0bea66470f34e9b,0.0,3.0,mr:9f5146b0ae984a46ad0e49ec06baa3ff
ts:3666ca72b9ef40709073196bf7da5923,49.0,51.0,mr:1751315f663a4c2ea9a3d2a65caac869
ts:366791b6767e449ca350a05d9763feeb,98.0,101.0,ma:fea6fc11fddc497e9b9e5cbf89a661ca
ts:3668e87a7d8643d58ff046538180c6ec,122.0,125.0,ma:a0abf339cbc24416b4575c2ad5829418
ts:3669207755aa49629b7de502bebfe9af,97.0,99.0,mr:5357c59b16d74d8aa1c9f38fa48da116
ts:3669cdf0a1b1486cb805a6c8bffb53b3,122.0,125.0,ma:4595d4569b92480bb040110cbdcda1e9
ts:366c12512e8b46b497d2fd9a5abeaa06,145.0,168.0,mr:061b8ea748994ff1ba163d8e3fff794d
ts:3679842f09434c1c9cbb6133afd48421,26.0,29.0,ma:a01098f9f100453e8d04383566359983
ts:367dc07639fb4c0b901093fde2013f45,73.0,75.0,mr:7f400f69d6fb4962bd515c183601dd61
ts:36820b2cbf3a45f6a1a64ba438ac7b23,0.0,3.0,mr:ed77d251a3754a4ca86a336f419a7cae
ts:3692986e76f046b39a63187cacde6df1,121.0,123.0,mr:3a3d50e141814d61bb68a2d12a1415af
ts:36a16321d4f946b29aeb5f55d948b953,145.0,168.0,mr:257c2c7212214c618ca79c5441c7029d
ts:36a5a3d68b7047a89c8965c9f47067be,74.0,77.0,ma:40b82a99883b44849f948b7ec8b4fd9c
ts:36b1751005a64de3944049630fdb60dd,0.0,3.0,mr:af460ac8e4734799b7ee62f543fbfcbc
ts:36bf049703e24b7a9a589a3d861e0744,98.0,101.0,ma:5992b0720d364ddf91ae553288a40c48
ts:36d31c3c40404503b60a22e964a221d9,50.0,53.0,ma:023942c7a31044e3966435f8189e857e
ts:36e13f3cfc504e3090f336ff6fc14314,146.0,168.0,ma:0040a1f431d24eea944566cec4446ed9
ts:36e1667b5aa74796bbd641e648142124,97.0,99.0,mr:8ad78f6b908f43a991f808332ae6825b
ts:36e1e79864654e4a87960b680fbf89c4,98.0,101.0,ma:bce519b5f328482bb6a4950a09d9a642
ts:36e739f8e27546bba3e14b45a4a5ee9e,0.0,3.0,mr:71e0dd2788be47ac81294e314c7a6dba
ts:36f6f168946344e391f24d24b3f208b8,25.0,27.0,mr:f9d6d3d42e6b43169f475a766d13d7a5
ts:37056cae8bfb4274aba012afa370d829,146.0,168.0,ma:2cda1e48dcb349c28e07552929ae974b
ts:37082077dcc048dcaaa659aa89ac9108,122.0,125.0,ma:ac0e9a77bcb641a4b808cb5943bdfabd
ts:370e7649745e406ba4367166ca098a1d,0.0,5.0,ma:e4beff3ef93344b680c57734c19f08bd
ts:3714ce2e455b49bc97ce5a08b7847324,122.0,125.0,ma:eb7004760ae04dad8ffea48260702f21
ts:37225da02a5c4eb794b4079a047ac8fb,0.0,3.0,mr:da73a313f2774be7884a40d9634f5804
ts:3725162a0522479b9341bb13be893ebe,121.0,123.0,mr:49f184efc4bd4d58ba00ff2a416eeb13
ts:372eb56a2e0c43129ed45485a3ee2bb4,121.0,123.0,mr:7722b676ef734aafb22064b6f6a57c3e
ts:372f1486a35c42969fcf7afaaaff5b3f,50.0,53.0,ma:56044539f9ee4c0faa1e93fe0cbb87f7
ts:373062e9a2764732afd3d3c40c41e6da,145.0,168.0,mr:f4f73eaf413c49288d9404b7706c6ff8
ts:37351a27127b489e81022d75c58c9cdc,97.0,99.0,mr:2b320c19a47d47469b3ac55323f23860
ts:373546f949a947c28b8a69dbaf448523,26.0,29.0,ma:4102404f40d34e8f89816f5f4ce2f956
ts:373767d64e3c4fcca721a20965b5f585,98.0,101.0,ma:ecf96f5e7e5c4188b038aee5ee90c41a
ts:373797316e2c4e379f377a6d25be67c0,25.0,27.0,mr:b7d71aeee2a4408590ee6edbfc89a066
ts:3740cdcb5e1447099e0ef90607d1f50d,121.0,123.0,mr:fb3c40226776429783c661493f0b4716
ts:374f869b86e54530974f19b48f3d9ed8,122.0,125.0,ma:c9599061d4ba4079b86b062fa9211096
