uid,need_date,device_id
tm:361954ef55384f9eaddbf6e44858abee,15,dev:5efa06d269314f94b490adaf25a9c019
tm:363bdc779a954f77a72359f2a0e77a96,3,dev:3f67c7bd7d564309987611608645df8e
tm:3699f582ad564b7bb55ee6dafd421ed0,5,dev:1c1b21b9f5f24f7693027c9ca382b943
tm:36a93fc5d40f4248b738fd4c69409f7d,5,dev:de8592c7532448d98fd8df93de332c25
tm:370f79d5c7be4de387710186f54f966c,5,dev:bd741d2f34f645cda8eb693c1ff5676c
tm:371b77cd544641d48c42e479c5a6c15d,5,dev:dbaad5748c2b49e2b9fa2a07a4ebcef0
tm:373200b7470d43509f1d80121fc8004e,15,dev:53f43ba24515480e9dc4691fcbfa5f4d
tm:375526325e4d474798823002cee8a118,5,dev:cbd07060356345cc9ed1df91ff283f3f
tm:37723527cd514448a14633e5cffadfa2,11,dev:c09a70bd7669461ea7f5298f069b42ca
tm:377e1585be2446fdba85b66122e18b55,5,dev:3ee33693831b48d78eee02d18ad15f76
tm:377e64f03468407297fdb83d0fed8451,5,dev:1d66b69b5c3e4a4793971bf93e18756a
tm:37e0434ab3414db39983dd8d97ff40ea,15,dev:f3eef5167c36439a96b00e9d5e4a9e5f
tm:385196a796a946efa70bdaa720a26a72,5,dev:234dd3cc7e4f4598828d222284cc6a9a
tm:38db1f0e9d3646288eb639479951848b,140,dev:8656bf733ddb427bb1d7e4e194065807
tm:38f66f98eb98473086fea46b4a3ed0b7,5,dev:59bbaea807dd4f728ee9b0e67af5a4f8
tm:3908423b13fc4815b1f92ea10099bac1,5,dev:6a62c18810724efe8d40181135750c2f
tm:3916484bc3f64505a920e437ee202c27,8,dev:f9b15777c98743b9929daa55779ef7b3
tm:394c33c3363f4e7e9fa0023e9f6a7a49,5,dev:0b37d6c9f2174215a31f551a91c8a438
tm:39b2eb28c6a2461aab929de9df695d2c,5,dev:cefb57a9995d48a399ccedd88e67f8fe
tm:3a064c72b79d4e80bc844b83b7d07ea6,5,dev:3bd46e0b006242bba416d22d52fb2793
tm:3a31f42c27b74ca08cc92f16d0e6255d,5,dev:8951e2937f454b4dacda9c32b5d5fb84
tm:3a5c5b2acc3d4e5ca73a7eab50f6eecd,5,dev:cf70b05fb60a473da94f1410f09cd709
tm:3a61b8761f4242258b6a561328715da8,5,dev:4045a82da8224879a6c69aaac7e6d9f7
tm:3a76997324154a059f4a9dd9661a4bd5,9,dev:7d7b444a2ecc49e4a962f4cd4295ac9d
tm:3a86e7b077e740929b67c739138448dd,5,dev:37d0a4e1c56d4179a301a8b4b883e1c7
tm:3ab20d531cf24f88ada81f47e6401fcb,5,dev:395c4e7c83a44fa49ed19765a929b25c
tm:3b1026c3962e44a8846878ad8fef3ba6,5,dev:b5afee7d7bb142c799a6bd4665e20e5a
tm:3b188d9f43a84b228b31ef5016382e74,5,dev:6b5503b908e14d94bd751752fc849a62
tm:3b3269dcc09245228bb7c9c977506739,5,dev:e120b10631a14895bf001ff4a26f9a3b
tm:3b604d5c818e4bcba47cd756e4ffd904,125,dev:cbd07060356345cc9ed1df91ff283f3f
tm:3b8b5c5003eb4ab09f55db10800edb2c,5,dev:30e12531f85b4cd28206114694b6aa07
tm:3ba097ab599c4e6db7f5d9a0c4dcb6d6,5,dev:b25548a961364506bd6f4ae3159a70d4
tm:3c21c50d3dec43e78f410cec5eaf7413,5,dev:96fcfa0b09bf46b8b2ff94a05b46b087
tm:3c3105c2d0b3405dae8b3bd3316daa3e,29,dev:58d0c89926bc495591e2fc130955c5f3
tm:3c314b6435374cd3a9724118ea45f6d2,5,dev:30e12531f85b4cd28206114694b6aa07
tm:3c608f17e76e440ab937380573603655,5,dev:70170d6aa61e40eda017463bcfd04c1e
tm:3c8337d3b1874d1ba8181d035c9ee624,5,dev:2689c10195f84f48bdba67d9370396e7
tm:3c8fd23dbf21497fb7683b1ffc5d2787,9,dev:327fef7065dd40eaa8812f485dca9be0
tm:3c9a318dddd74fa588f1b5aafcc9e7db,5,dev:8fc60f829f524378ae05350743ffb220
tm:3c9f0a3759d44a95a3016bdc648e8d94,5,dev:2542aca4f16e4f059f8fe5a64fe7a7ee
tm:3ca4b14865cd45299659f6d65dc11827,5,dev:b77fa898943e4845bb7c1abf10632b49
tm:3ca5ba4f8a814fbfaefe7588037dce91,1,dev:bfff694c10d34a0e969c5e7cbde24a01
tm:3cc4056ec6544f3893275af3420df8db,34,dev:934926d9b3354c8784d1d6cb5797b752
tm:3ce1dbd3fc454178be1600af46379188,5,dev:1c84aeb3b697479eae4f4a86e13c42a3
tm:3cef37904a5d4008988a5bfe2f9fe35a,2,dev:b36dcc8d66684c07a1911c89fb963830
tm:3d1d3167afb54ae0ad3683a80b8974c6,5,dev:927a96037b024f96abfd0cf53561dd70
tm:3d6c199317bf43c2bd1707932d655970,5,dev:49b305c995954a639960ee2ac3599191
tm:3d9a7af12a984d7a87cca40ca9d5b1bc,5,dev:3575b2e6f7d44f6b80e23fefff829869
tm:3dcf00610549442ea85cad3956181add,5,dev:2542aca4f16e4f059f8fe5a64fe7a7ee
tm:3e0023cfaa9a46cab0272202e89ae256,10,dev:2c5b27cc832e4ec88f94f5b4a3a1ef2a
tm:3e1a0272f8dc4f95be02de7084f834d0,29,dev:b0f41aef637243039ce4b500b3eb81c1
tm:3e22ab496b384515b948c1851c1f234e,29,dev:338bf98b77ab473181d0f0f07cde043c
tm:3e44c75144794311b4b8514cb8929a8a,3,dev:e4449d50a83f4f419c2500b6e36a98f2
tm:3e565f9dbef64ab48d52e18d2bd4bea0,5,dev:e242dd9804854fd2bc900ce3e64b8ca7
tm:3e8f1674c8a24b60b2f960a84de899f2,5,dev:58d0c89926bc495591e2fc130955c5f3
tm:3e8f398b53cc47cbb5c43203cab86826,5,dev:4c412ef5ceb94752821c450b9e199837
tm:3eb8656a0cbf4ba48cc82c5674a8270b,5,dev:4068837b6f2444ecb1a2d166d1410bc5
tm:3ec47724d10e4ef2aaece0367c1c425e,5,dev:8e36f58a81ef46ebabee034cae4336e3
tm:3ee1776bcd4749dd9adc1f64f89084e1,5,dev:18dbf8a6a19b4a14aa17ca9d820fef00
tm:3eee3023cb8342b9b91013e2f4f9c733,5,dev:125df54f1f964628896bcb8962a3451f
tm:3f0c6544314d4743afb4baee4b7009d4,15,dev:343e96f430e14b619924e8d38d24cb08
tm:3f1e7998517043cfb602a08d485dffda,5,dev:5af10e2cf3c147398bd361ea6b7394a3
tm:3f71dc1f1a9f4e7c91e26442e8541393,7,dev:e1979ac47d9b45ec93e575c9b2cfc776
tm:3fca57e925af44baa248f76928d0991a,5,dev:fa4b8828147544d19021686639360859
tm:3ff52be2357045c29591703b35ef6766,5,dev:1b73b3a1deb04aef897741975c54b141
tm:3ff769a25b394acd9e7aff174bcae5f4,7,dev:0f8b6ff8a04a4bb68f03565ceafd14ed
tm:3ffbf80325374487b2947a4a8140514e,5,dev:49b305c995954a639960ee2ac3599191
tm:401990c6ab65463dad08691a7dbb45ba,5,dev:fbfcd1c3723049e09aecfc92464d74f9
tm:40327da25d7945a8b0f5da51387adb37,5,dev:e8460aec30ba4e58a85b1624e7bd3172
tm:4068f83d5b554d6a8db875e485290b37,5,dev:d7d75a3a8b6d41d0ab65b302dffc37f0
tm:406f1d25d420401595dcd42dee2b385c,5,dev:f08585e11f9646a8be506b8fcdd1e8bc
tm:40a293a914204a3daef191c2ac6def57,10,dev:77ddeaaef9ab4e34b7d5a6ad5b1648b6
tm:40f5491dc310442a942e047201a815ca,5,dev:cec3cef3d6744e7d9d4d6281f03b5b04
tm:4109a05988fb48d799e3bba8e3e288df,2,dev:853c1c28d2114520be03209cc8790cc0
tm:4169b7d625714feba5a14a6392de4c91,5,dev:5269da184cbb476095100300df86dfb3
tm:417f2af93a6d4b8d998f25b3b03e675b,5,dev:e120b10631a14895bf001ff4a26f9a3b
tm:419afe2fa28a438f8d21b3bc7c215c21,5,dev:8d28027453894905b1f026a8b8685c62
tm:41eb357dc8824bbfa76ba3e85cbe79b7,5,dev:788e8164a66b45e58011a9a5c1c7ee2b
tm:42588b3026b144d9b2c8759227164f20,5,dev:8b31c6936d774ba5995591838b90474c
tm:4272d473e426495288f2c816a774abe1,5,dev:aa80c929439741a5afb50a54b6b52ad2
tm:42756d5d320245778adefcc063291a8f,5,dev:a7db0d921ebc447fa430a396eaf774ae
tm:42e247515f7f48b890adf131f6e6d3e8,2,dev:4e67d9f99c8646baa198e6e1bfd6c2bc
tm:4341244b0556405a96caf1c572feaff2,12,dev:7e9d44593f054c259568e825b1a9e560
tm:4357facf7c6940cd8a26fdb673b140d6,15,dev:53f43ba24515480e9dc4691fcbfa5f4d
tm:437b6ee1d2e743b08fbd8db5066110da,5,dev:6e93cb92ed6b42f6b9edcc03b3bf4d7b
tm:442048b3ae3a46c48aae14fcfe9b5710,4,dev:e0336a6a86ee46968eab33df009736f9
tm:442ae30536c84e52884ee1d2bec18005,5,dev:5be504e33d9340d8950b2a07f6c02c86
tm:44535d0a17d34fb59011c2875c6ef26c,6,dev:8346ddd283864090b5190ac5ef0ff58b
tm:445c78bdac2942d5a5202f7d46a0b3d1,5,dev:371ab3305f18412bb3c27e3a536dfd65
tm:44716cff9fad44c5929eaafb08c76903,6,dev:86d17abc4c1c4909a94a54ac619cc7cf
tm:4494267b6ecd461e8c23b97b16621d63,5,dev:6c489002b9ae40febeaa4b8b593da8da
tm:44c00c2e0a1648a4952f56fad70ec3d1,1,dev:64700c7e74c247ccb6a62d6255bd27b1
tm:451ccea42f3645c688bf5248dd9ebd85,5,dev:1b73b3a1deb04aef897741975c54b141
tm:4550846290db4c69aa9cf7b22ba5fed3,5,dev:338bf98b77ab473181d0f0f07cde043c
tm:4590be72a4d04df4971414c8b070e34e,5,dev:6a62c18810724efe8d40181135750c2f
tm:46023732e346476d8f7c4476de8cf647,5,dev:543d117af18e4d40bf21ce0297601d82
tm:46275cdcd922432a98c6371a17dca472,5,dev:f6f542cdba644587b02ebf01bfd09666
tm:46294ef8493a44dfb866e14fd1751f50,5,dev:4811523ca01f441d8c80fe38e119472d
tm:462c1b6a1f1d49cf964f59eb23da1f7b,5,dev:d2e6bb3d9e854ffcaa8c93d5b2ce207e
tm:462c294d603648b4a7bb3df4c156f707,5,dev:a7b97207c765407ca91e1f41e7bd3137
tm:4648209a1f2e402b8dcaf1fe1faae57d,5,dev:a0de7f85edb040e2b0a8078b878291f8
tm:46a844be45574b6fa4466706f07d5c7e,5,dev:2b96bf243fa347d7850db45fdec24800
tm:46efa8c2be3e40ce92831f109a139396,5,dev:7208d40e6d764c9c9c923d7d11470fb6
tm:4769edc7826c4f4d8bda21f910a31c79,5,dev:d7d75a3a8b6d41d0ab65b302dffc37f0
tm:47cac746187543d5a556f2666b394fb3,5,dev:a2c955c34fc8489284c30e174b538ef3
tm:480043804fb840ba926d9b96a76637a0,5,dev:c822f82a8ec6486d803923f1237fed50
tm:482b8868847c46688f19464c4a44b79a,5,dev:854633d6ab584b02b59b15f6ba7b9ab3
tm:4836886728a744cc82481c88fb0b6a93,5,dev:77742468624e4cae976ab75e9a1c8429
tm:4850b22b8a46446582cb86d29808b99b,5,dev:e957b73dc9174a2f836bd801a90b01c4
tm:4850cba92e3b48b7a8d2fed40c64b33f,1,dev:bfff694c10d34a0e969c5e7cbde24a01
tm:485eeb1a52ad4f2f837559d81003006e,5,dev:17390a579be74e3a8e3138c59b33bb01
tm:48ec701ec22c4e7888d88d371a0bb3af,13,dev:7b3dc0693de549b8bce9c4c3d318a3bd
tm:48facbc1a0b84cc09c68c1cf0aab92d4,5,dev:a94d9fba39c645d48f1cf7013981fa93
tm:48fcef4db7314828bdc31187fc0cbc36,5,dev:d724bbef53d443088b8fb44e88e104a6
tm:4908ffc4d4c94c86a4375623c655646c,8,dev:6748be10499c45cabfb609231841d7b6
tm:4915066d49e84d929000868f2c0d187d,5,dev:a715449e867d4b90aceb1a8ad797460a
tm:492455c8390b4d3183bd7fa9f1d5c3ab,5,dev:858679241aab4f4f876e6819fb69ee5a
tm:49371eafcbf0440289e4fa4396d409b3,11,dev:c8b185b5da8f4bafbe1ae9f54c41c242
tm:4974b098088d419aaab763df9a2b2aba,5,dev:49b305c995954a639960ee2ac3599191
tm:499a64e0362346feab85730c2603eacb,5,dev:e7a0fc33148840c39c266dceff1ab305
tm:49adb3454a1246bfbd2e0545b7de13d5,5,dev:c316590836e74dc0b72fb66834aa446a
tm:49d7466f3d1d486ca35f199dd98c88d5,14,dev:df1b0e855576451b94619cea7d84d257
tm:49dc4e199d94492f9add124218a14ecc,5,dev:f6c6d598b0154e2bb849fae4fb3c4801
tm:49e3996317954721b0b623c0316754b8,5,dev:73f86a648ec448f7804a1808ddee8fa7
tm:49f3eb1b372b43049de79baf1ef0554a,5,dev:acffb909a0f94271be22e1db81de1bc5
tm:4a0fd053c77e4736be093ff39495cce6,5,dev:f6f542cdba644587b02ebf01bfd09666
tm:4a327c456bd0419bab6940fcfc4fe894,6,dev:7638af8be3bb4df3a9505a4aa0b601ba
tm:4a563d88bdef422183d78cca4cc0d5bd,5,dev:8d28027453894905b1f026a8b8685c62
tm:4a8cac72dbe7444fa614510f992a6563,53,dev:6ac5389e7f604be987721262c60a89da
tm:4a95024f1fe34f578dee490c5955232a,11,dev:d4f954bc5fdc4a92a4f0aa0b641ca638
tm:4aa6290603974cb0ac41407a02c3ce42,5,dev:6ac5389e7f604be987721262c60a89da
tm:4aa7b1b7e67e43e083984a26ceb9ca5e,5,dev:153af58c2b954b27a920dc3436ae9eb3
tm:4abdd0bfbf9b41869db64d44cdf29c5c,5,dev:1168902de95244f18e931809948f2ee9
tm:4b368278b5f04a5e8ee2e2a08c0e4cee,5,dev:aaad7f53900444fea539f2741eb732ff
tm:4b4b1fb8f9de44c98a2fe6803a8bcb1a,5,dev:2e69eb42e7b24e7c8ae287641236b4e9
tm:4b64d19bffa54e2cb5c74e659c4fe202,5,dev:7c36c198df2b456d8ffc135542178534
tm:4bbcd57e6b3f4f31bb6c078733319c56,5,dev:bfc747f640bf4bd18cd5fde8edde7abc
tm:4bf35246961e40d0b4828d6c09381746,5,dev:7ea41eee1a8e45f0aa4db1a7a24a9474
tm:4c15d00bfeec43e5b9a0dbe0c7ecc1b9,5,dev:fa6d50ff16cf4e808d9884ff9320ec62
tm:4c3257cb76044834b11b83314c6925dd,5,dev:4d1be0046a6f4ad3bd26f96b88f5328f
tm:4c5d518ad2f2413ca66b130b242417e8,7,dev:72410faf64ee4403a422199fc36eef9f
tm:4c74e19092844c4eb74d0e994a1dce48,5,dev:dbaad5748c2b49e2b9fa2a07a4ebcef0
tm:4c9288a261b441ddbc8f7418603784f5,5,dev:d39c34dac6f34b4b902d645c3b7441c7
tm:4cb43f701252449294b244c271ee879c,5,dev:e8460aec30ba4e58a85b1624e7bd3172
tm:4ce70e16a30e4a50a29b79144a43ad7b,5,dev:872ddb060c0048a09187bebe73f3192f
tm:4cfab3a5a4884f8cb294d99f500c1176,5,dev:499b7e24da72461c8e776356f3b462ce
tm:4d2bac08f8854db592bd1f76a4fa0cce,5,dev:6b334d7b16704800aa6ee48a63bb232b
tm:4d60a2e7ce5d4233acf358448682d9d3,10,dev:22ded21a72524eeca37c818943c4db9a
tm:4e5102bdd4cf428fb6d64b4e522e881b,5,dev:ed7660b826ad4a82b22affa29e8e3551
tm:4e571440262141d5b1fb6692a040c319,10,dev:f4efd2bc30ef45b5a611d319292aca24
tm:4e5e119a65a849a48eb06fd24c148c05,5,dev:5b8455ebb09e498891d80a81143bcdb8
tm:4e627f44fcb54ce09cad63b4fcb855a0,13,dev:33234331e6044a3e98ea8062a7423f6f
tm:4e7b5138560a4184bb76860408d0cc77,5,dev:81ad2a1e2c114112b69e6ef393fdf31f
tm:4e95f94a3e4b4c559d40c6f1a85835be,5,dev:330d0d88fa1d43dba823af96a49a7706
tm:4eafd1bb70e5498fb7ea8a4429d91da4,5,dev:905d86ed17534488892fb15bd7e2a0ab
tm:4ec81b99550b4c809c6b41682d80be1a,5,dev:7b02057da02d46ad8ae2bf444e004583
tm:4f0967fb2a4f4f55beac3b03d4d78e7f,5,dev:d985a4f1cd5f41689f631a556b22abf4
tm:4f8323b51f7148a7885adef1a0622da9,5,dev:6e852f3947d041f98be8350b59643cbb
tm:4fd76eb518b54e188b8276c5e6849f72,5,dev:8b0a2d7a3b7e4666a8219fd518683aee
tm:50468d90f1044cd6a32f5294f9a2e9de,5,dev:4045a82da8224879a6c69aaac7e6d9f7
tm:50773e76a94f4ef1812e84d502a33bb1,77,dev:2a3d460bebbf43c384e9e0ef0b3b98c4
tm:5079b89c490d4df28f583ed890e1c97c,10,dev:f4efd2bc30ef45b5a611d319292aca24
tm:509ee1984813466087dfa14a5ef9a0ef,5,dev:ed7660b826ad4a82b22affa29e8e3551
tm:50d4b5ed05c54c5d978557563c7505f3,2,dev:4e67d9f99c8646baa198e6e1bfd6c2bc
tm:50d4f740215f49a2a3461fe8c5fbd58a,5,dev:d39c34dac6f34b4b902d645c3b7441c7
tm:50f7b525d9404cbfbc1b62de62c5a63a,5,dev:a7b97207c765407ca91e1f41e7bd3137
tm:5115a036b1a043149208ca03f686ca17,5,dev:70d4a8f27f74436e93eee094a0a47c9f
tm:511d19e662f44e7596f10834e1f504a5,5,dev:2542aca4f16e4f059f8fe5a64fe7a7ee
tm:512fb62cb10f48c38c61c4051b1a6a41,5,dev:6b5b37ba6269400fa739d85340182c70
tm:519d074d0f874c49a325b84457e290b1,15,dev:343e96f430e14b619924e8d38d24cb08
tm:51ba398982a040549f8ce78860db3723,12,dev:093354235c9a419dabcdf09608e445c6
tm:51bf7faad9224612875ac6d8123b29fb,5,dev:dcfcb1dfd8354a13a629e2d377fc9157
tm:51de2b51c44e457ba3b9e7ef47ef2a8c,7,dev:7d83977e3bcb4ee6886a6ac250b1f46f
tm:51faa9e2c67047d2afc22aeb453eabb7,11,dev:fa1937b6792c4296a24398582b4dcc9f
tm:52279d1c70c94ccdba49e591c7d27917,9,dev:c48d458b30564fdcb4a6eda230b52acf
tm:523e81aa069c4a33b87562cc753c5489,5,dev:7f28ead7fc92489182d957bf13f0463c
tm:5259388dfa504e4cb06d57255581916d,5,dev:a816005edd784d68b5a3d77b965684ca
tm:5260bfb2293742419cc8d00350a9508d,14,dev:cc861ad66a47430fa476e1d98baa5156
tm:52aa8bf4ec53495da2110eda92768094,15,dev:343e96f430e14b619924e8d38d24cb08
tm:52abd49ef2314531aa4d102f866d0691,39,dev:934926d9b3354c8784d1d6cb5797b752
tm:52ee18441cd2441dade16a9c00b23ac5,5,dev:bcc8538fb1eb4db9b9b4aca6a94d51ac
tm:52f781e367d54d489bfbbe01aed82539,5,dev:ddf5c62bb2f34a30bf6c8cdc32713464
tm:52ff27f50a6848cb9a5d966f9c3818c0,77,dev:770b8b16e15044709160ba463115ccf4
tm:5319a82812424cd993c0eada107c9a79,5,dev:81ad2a1e2c114112b69e6ef393fdf31f
tm:531ed1de1daa48dcbc158296dd5bb536,5,dev:8b0a2d7a3b7e4666a8219fd518683aee
tm:531f0a1a01944d2182181beadafbc4ad,5,dev:4c412ef5ceb94752821c450b9e199837
tm:5330277faff94d71891fa397e47f093a,5,dev:3bf0090261af4cee89bef22f525446cf
tm:5348e5a99b8d4f22992c19ba54ec3cbf,5,dev:18dbf8a6a19b4a14aa17ca9d820fef00
tm:5374f6f85e924030bbace56fd67f05e9,5,dev:58d0c89926bc495591e2fc130955c5f3
tm:53916d6275794a098189ceb1367ac9e7,5,dev:8974a3aceef7400ba73caa6fffbe197a
tm:53f8f72f066a49088b9785628b2d7fea,5,dev:217786d961f5423bb2fdf6a8967d18e6
tm:5411636c8dce48b0b159086281c5c2ef,5,dev:67e6034389b646a0a381ed2a9bd3e7ad
tm:543ce92aab004a26ae756f6121bf152f,1,dev:64700c7e74c247ccb6a62d6255bd27b1
tm:547919a1d69841499cd1712039269cce,5,dev:a7870472224a46b8b25c3dceab8b7b77
tm:548621d485a44234878cd5abbac5dbe0,5,dev:4d1be0046a6f4ad3bd26f96b88f5328f
tm:548b7dd05d8f4370b590162729fbdd1a,5,dev:2f1812235748487f89e1d7f1c143acd8
tm:54ebfe67a78b44a6baae8a02e50cbad7,5,dev:330d0d88fa1d43dba823af96a49a7706
tm:551037d7714f4f02853cb00895a65605,5,dev:a28e5e9f2a194111a1238f087f31b930
tm:5524483f5917456581f1482722ce0e6a,3,dev:14b69993bb454bdf832e73f20d308dd5
tm:5537527558e54939a6966f6ce13fe672,29,dev:b1996b9e9011472b8d22aca160a15bb5
tm:5565bfc22dd346b5a9e331b86d41c4b5,5,dev:2fe3ac26d8fa464c8889f9c9f8e6fd76
tm:557b22a7467c417f8ca4826ac79ace9e,5,dev:0d8a83afd2c049aca7c73ae74d3bd005
tm:5601263a18574541a60a21c21f2624f5,9,dev:7d7b444a2ecc49e4a962f4cd4295ac9d
tm:5699093202994da6a4243fccd05bf0a3,5,dev:4f085b4856834634af3a9c7ff0592366
tm:56ecdeef13ae4d099f6d953e89d0c1eb,9,dev:689fceee193b45a2b5a60830aab687b1
tm:5719ab23cf3e4763b61a68b7bbece59d,34,dev:934926d9b3354c8784d1d6cb5797b752
tm:5733a41c194c46e5a8af77c27055f26f,29,dev:bfc747f640bf4bd18cd5fde8edde7abc
tm:5748c3b70544480bb170e96858ebea27,5,dev:d9669bee30434d578123631df5ca4389
tm:576db36ba03a4da5bf63d339cb04755c,5,dev:6bec29c53fef48de8bb1e33f2df8c638
tm:58002518671f47bd881f44a031f59528,5,dev:8c6764fbce024b59b5d7cefaed7fbf43
tm:583ce893103646098413ae41370ae16a,5,dev:6c489002b9ae40febeaa4b8b593da8da
tm:583d748dd77540cbadf57c04bf7451a7,5,dev:657564d129e74e3d9dba60ae2b164732
tm:58530d50f0fa4632b6a74bb221bd57f0,5,dev:2a3d460bebbf43c384e9e0ef0b3b98c4
tm:58b2054fecb14c8ab27262bf79903ddd,3,dev:c0ff71dc3bb84db687854eba4d483a05
tm:58ebfab32c17481cac59f1a982c88c29,5,dev:17390a579be74e3a8e3138c59b33bb01
tm:58efb0fd5dd84956b8c0c621f61683ae,6,dev:8346ddd283864090b5190ac5ef0ff58b
tm:591182c87f044cc5bf358beca8326523,1,dev:64700c7e74c247ccb6a62d6255bd27b1
tm:59342d830f924ef1a35a47a1b2dd8e70,5,dev:788e8164a66b45e58011a9a5c1c7ee2b
tm:595170a00cc74bf0aea88ec4a29cd4ab,5,dev:58348e3c5088475d829e19c7d9da3277
tm:5959f046721e452194825f534602824a,15,dev:343e96f430e14b619924e8d38d24cb08
tm:597fc59914a442d1be74d25bf78b156e,5,dev:1d66b69b5c3e4a4793971bf93e18756a
tm:59f55114c18448368e9cff0c66819897,9,dev:7d7b444a2ecc49e4a962f4cd4295ac9d
tm:5a290eef86384718bf9130a79d382e25,5,dev:2b96bf243fa347d7850db45fdec24800
tm:5a5f26551f684e819fb60614a2586018,12,dev:e3ce8eb981a54ed6ae14cd2d8105cde9
tm:5ac0ce244e6a4f99b9f3095ed853312c,5,dev:ae83f82c6d7c445db4c124e150ae0c5e
tm:5acbac8e2b3c4187a3e386fefb25edb5,5,dev:40ffa43817af435a97285c33a8f38ffe
tm:5aff0f501b0840d5a8499f1c99f56ddd,5,dev:24269442c6814d72a65d3f8ad17e162d
tm:5b1a8a8f669f48da8f9b389da8047030,6,dev:3bd46e0b006242bba416d22d52fb2793
tm:5b30173f2fb84b9aa7200e31a1b75819,5,dev:9808e4744bcd423c9a747875fb1fda10
tm:5b4f8e45864e4fb8a28484c5bdf9f3e0,5,dev:0cd7ad4a50cd4fc1b68968592c256b90
tm:5b5a1210769a4d8f9ae0229ff97490be,10,dev:265a1f205a294cebbbe683510ce58e7c
tm:5bbdf7334cca406595ccdd9b376f5f78,5,dev:f6f542cdba644587b02ebf01bfd09666
tm:5bbe77540e5e407480fd0d640fb109e0,5,dev:71dddab16ba74262bb4eb708ec57d82d
tm:5bd5a0a0246241128c64b4701d0cddb0,5,dev:0a3140dee2c54ed6ac7ef0493658457a
tm:5c2ba1acf31a4408a5cc8aea7f2098d9,5,dev:5171e1569ffd422fa22ba382a1686985
tm:5c305523e50d42e687decc21f9a636e8,8,dev:f4a81494d1fa4d6287a1251a3a2f5363
tm:5c8e3e9af1c34c9db2e193a3dafa8386,5,dev:d372ccb5c5d243c28ded439396623796
tm:5cd346e7342a4bfdadd39034846b6251,5,dev:93a52886932b4333b78bc3b923cc9f8b
tm:5d09378dccf74476b692e0b0c8bb923c,5,dev:a14b33a5a39f4e9f9655167114a145c1
tm:5d372927c2614a3da27b9d024925b9e0,5,dev:8d28027453894905b1f026a8b8685c62
tm:5d3bb6506a384e85a9cb1f9311080978,5,dev:33bad1ae47334f03a6561a46e8e8f6fc
tm:5d829046a50d4bde85db2822788fa81a,13,dev:cd4a5b96759c480b8f50594f5d425f7c
tm:5d93485f4de145499fe4370ad3e637b5,5,dev:d7d75a3a8b6d41d0ab65b302dffc37f0
tm:5dde956f7bb1410a828447408a01bda8,5,dev:bf1d7135255b41f6a5a5ef396bfc2ddd
tm:5ddfee66b5f445919e9c3ee6a9a78d51,5,dev:c165eccb43c8487e9cf941978ef92ea6
tm:5ded4bc2b8d74b2980282054066f4225,5,dev:5be504e33d9340d8950b2a07f6c02c86
tm:5df1d08788d5420986ae2aca6bce009e,5,dev:31db9075e754485b99662e9a238ea048
tm:5e549a353e4741e7a9ff76d3deefb344,39,dev:934926d9b3354c8784d1d6cb5797b752
tm:5e54fa8a8cf7436192224706b0a73b46,5,dev:c2748734450b402ea4a9eae0c18bd4f5
tm:5e6023c23ba94a289fce7933648b91fe,77,dev:c2748734450b402ea4a9eae0c18bd4f5
tm:5e7845ecd2184c05a6b45056923a681e,5,dev:657564d129e74e3d9dba60ae2b164732
tm:5ec2d4485c7d49498dd13419f1848502,9,dev:9929681f10844c58aca4da10653034bd
tm:5ecffcc0ab204e938c3c41a412054ea0,5,dev:0db18ba9bb2e48cab91ecf0d68cb3dff
tm:5f45a00a7c574fe7afde968c3fb7dbaa,5,dev:63d4accf934d410388f5398e3ca4ef40
tm:5f8499a8fad045c8a7dc4525ecda6f43,29,dev:ea4fd13e09a349ecb8631497100d2ff5
tm:5f8bc34b7a5e4d2c80c82b8377154a6c,5,dev:9307841bf5d3439b822c1a7641cc6428
tm:5fedd85b98454e71a7f92b17dd164b3b,5,dev:17390a579be74e3a8e3138c59b33bb01
tm:600661973a9f456486c5e6c771526694,5,dev:1b73b3a1deb04aef897741975c54b141
tm:6079fc2db7bf4c1b9301ce12aa50b255,5,dev:ade964ba5c5d4f72bd47d4caab277b59
tm:60e4307a877e4abbbfae6fd725198256,5,dev:8bbe2cea9e8d4855bad2597bf8de310e
tm:60ee156242f442b18332c5e19278ca2c,14,dev:699fd0bcbdaf4802aa8bd79a6f95f854
tm:60f3e672c7754c20a723bec9f37c08fd,5,dev:f697995da1944b91af20bda01080f379
tm:611514e8d2284cfe936f946e2d608fef,5,dev:ab382eab96084512a13f4a3d4b6e1686
tm:61221939604640b9be206f99fa98a58c,5,dev:e9abe98d073d458d836380ec7ff9ff40
tm:613c6daac9be453fb689ca43be58667f,5,dev:d48161a5977147fc9d49413b2f823152
tm:6168ac79ad2547a78b0343db42f10307,5,dev:4045a82da8224879a6c69aaac7e6d9f7
tm:6183e4e215bd4461ba25bbeb9822080f,5,dev:3bd2879368024d20bfb1c697e757bf7b
tm:61a83554b89f4efeaaf0ee50e96e1077,5,dev:374520900ec9459eb79788ffd5070fc4
tm:61e034e0ea4e47f78389f58b0164b46a,5,dev:e242dd9804854fd2bc900ce3e64b8ca7
tm:61f0f6edb8444862a1dee0eb3a133c11,3,dev:3f67c7bd7d564309987611608645df8e
